zip_code,year,dob_calls_311
11101,2017 ,1003
11101,2018 ,963
11101,2019 ,937
11101,2020 ,695
11101,2021 ,523
11101,2022 ,505
11101,2023 ,295
11102,2011 ,465
11102,2012 ,419
11102,2013 ,414
11102,2014 ,393
11102,2015 ,546
11102,2016 ,540
11102,2017 ,506
11102,2018 ,574
11102,2019 ,540
11102,2020 ,396
11102,2021 ,366
11102,2022 ,342
11102,2023 ,222
11103,2011 ,483
11103,2012 ,461
11103,2013 ,479
11103,2014 ,493
11103,2015 ,638
11103,2016 ,424
11103,2017 ,414
11103,2018 ,528
11103,2019 ,554
11103,2020 ,368
11103,2021 ,368
11103,2022 ,361
11103,2023 ,178
11104,2011 ,216
11104,2012 ,258
11104,2013 ,304
11104,2014 ,277
11104,2015 ,315
11104,2016 ,320
11104,2017 ,283
11104,2018 ,293
11104,2019 ,328
11104,2020 ,311
11104,2021 ,323
11104,2022 ,268
11104,2023 ,121
11105,2011 ,451
11105,2012 ,531
11105,2013 ,424
11105,2014 ,427
11105,2015 ,584
11105,2016 ,401
11105,2017 ,535
11105,2018 ,546
11105,2019 ,534
11105,2020 ,340
11105,2021 ,335
11105,2022 ,332
11105,2023 ,175
11106,2011 ,308
11106,2012 ,376
11106,2013 ,425
11106,2014 ,397
11106,2015 ,547
11106,2016 ,439
11106,2017 ,444
11106,2018 ,403
11106,2019 ,464
11106,2020 ,351
11106,2021 ,321
11106,2022 ,397
11106,2023 ,222
11109,2011 ,5
11109,2012 ,22
11109,2013 ,17
11109,2014 ,7
11109,2015 ,19
11109,2016 ,6
11109,2017 ,5
11109,2018 ,10
11109,2019 ,13
11109,2020 ,22
11109,2021 ,7
11109,2022 ,4
11109,2023 ,6
11201,2011 ,568
11201,2012 ,619
11201,2013 ,658
11201,2014 ,684
11201,2015 ,812
11201,2016 ,901
11201,2017 ,828
11201,2018 ,1022
11201,2019 ,1040
11201,2020 ,894
11201,2021 ,684
11201,2022 ,955
11201,2023 ,492
11203,2011 ,697
11203,2012 ,637
11203,2013 ,583
11203,2014 ,609
11203,2015 ,636
11203,2016 ,736
11203,2017 ,870
11203,2018 ,999
11203,2019 ,998
11203,2020 ,757
11203,2021 ,762
11203,2022 ,774
11203,2023 ,411
11204,2011 ,556
11204,2012 ,655
11204,2013 ,671
11204,2014 ,685
11204,2015 ,741
11204,2016 ,876
11204,2017 ,988
11204,2018 ,999
11204,2019 ,1141
11204,2020 ,858
11204,2021 ,721
11204,2022 ,1208
11204,2023 ,585
11205,2011 ,490
11205,2012 ,508
11205,2013 ,510
11205,2014 ,714
11205,2015 ,654
11205,2016 ,692
11205,2017 ,652
11205,2018 ,871
11205,2019 ,827
11205,2020 ,704
11205,2021 ,553
11205,2022 ,628
11205,2023 ,307
11206,2011 ,676
11206,2012 ,638
11206,2013 ,728
11206,2014 ,943
11206,2015 ,919
11206,2016 ,1007
11206,2017 ,1175
11206,2018 ,1244
11206,2019 ,1254
11206,2020 ,832
11206,2021 ,675
11206,2022 ,1002
11206,2023 ,664
11207,2011 ,1015
11207,2012 ,881
11207,2013 ,1036
11207,2014 ,1031
11207,2015 ,1080
11207,2016 ,1176
11207,2017 ,1262
11207,2018 ,1619
11207,2019 ,1587
11207,2020 ,957
11207,2021 ,1155
11207,2022 ,1356
11207,2023 ,625
11208,2011 ,995
11208,2012 ,1102
11208,2013 ,1129
11208,2014 ,1114
11208,2015 ,1450
11208,2016 ,1527
11208,2017 ,1468
11208,2018 ,1663
11208,2019 ,1568
11208,2020 ,960
11208,2021 ,954
11208,2022 ,1686
11208,2023 ,547
11209,2011 ,752
11209,2012 ,745
11209,2013 ,584
11209,2014 ,611
11209,2015 ,668
11209,2016 ,935
11209,2017 ,1609
11209,2018 ,1277
11209,2019 ,1207
11209,2020 ,1026
11209,2021 ,1008
11209,2022 ,1499
11209,2023 ,504
11210,2011 ,553
11210,2012 ,487
11210,2013 ,455
11210,2014 ,556
11210,2015 ,513
11210,2016 ,652
11210,2017 ,670
11210,2018 ,941
11210,2019 ,1092
11210,2020 ,764
11210,2021 ,673
11210,2022 ,786
11210,2023 ,371
11211,2011 ,1254
11211,2012 ,982
11211,2013 ,875
11211,2014 ,1149
11211,2015 ,1128
11211,2016 ,1219
11211,2017 ,1192
11211,2018 ,1306
11211,2019 ,1420
11211,2020 ,1046
11211,2021 ,1022
11211,2022 ,1036
11211,2023 ,585
11212,2011 ,547
11212,2012 ,597
11212,2013 ,448
11212,2014 ,619
11212,2015 ,756
11212,2016 ,763
11212,2017 ,969
11212,2018 ,804
11212,2019 ,810
11212,2020 ,618
11212,2021 ,626
11212,2022 ,687
11212,2023 ,287
11213,2011 ,626
11213,2012 ,613
11213,2013 ,527
11213,2014 ,670
11213,2015 ,836
11213,2016 ,912
11213,2017 ,879
11213,2018 ,995
11213,2019 ,1023
11213,2020 ,741
11213,2021 ,710
11213,2022 ,826
11213,2023 ,366
11214,2011 ,794
11214,2012 ,809
11214,2013 ,772
11214,2014 ,823
11214,2015 ,864
11214,2016 ,820
11214,2017 ,905
11214,2018 ,1201
11214,2019 ,1317
11214,2020 ,836
11214,2021 ,805
11214,2022 ,765
11214,2023 ,486
11215,2011 ,766
11215,2012 ,754
11215,2013 ,763
11215,2014 ,766
11215,2015 ,830
11215,2016 ,951
11215,2017 ,1063
11215,2018 ,1015
11215,2019 ,1103
11215,2020 ,831
11215,2021 ,899
11215,2022 ,1103
11215,2023 ,523
11216,2011 ,787
11216,2012 ,939
11216,2013 ,752
11216,2014 ,864
11216,2015 ,1008
11216,2016 ,1272
11216,2017 ,1292
11216,2018 ,1235
11216,2019 ,1297
11216,2020 ,921
11216,2021 ,953
11216,2022 ,814
11216,2023 ,441
11217,2011 ,466
11217,2012 ,473
11217,2013 ,454
11217,2014 ,523
11217,2015 ,568
11217,2016 ,681
11217,2017 ,690
11217,2018 ,604
11217,2019 ,748
11217,2020 ,544
11217,2021 ,482
11217,2022 ,629
11217,2023 ,330
11218,2011 ,832
11218,2012 ,569
11218,2013 ,677
11218,2014 ,607
11218,2015 ,753
11218,2016 ,885
11218,2017 ,838
11218,2018 ,874
11218,2019 ,1103
11218,2020 ,740
11218,2021 ,791
11218,2022 ,945
11218,2023 ,477
11219,2011 ,714
11219,2012 ,586
11219,2013 ,622
11219,2014 ,796
11219,2015 ,827
11219,2016 ,897
11219,2017 ,985
11219,2018 ,1105
11219,2019 ,1278
11219,2020 ,768
11219,2021 ,644
11219,2022 ,902
11219,2023 ,481
11220,2011 ,994
11220,2012 ,1042
11220,2013 ,952
11220,2014 ,1161
11220,2015 ,1164
11220,2016 ,1246
11220,2017 ,1373
11220,2018 ,1476
11220,2019 ,1369
11220,2020 ,881
11220,2021 ,1102
11220,2022 ,1181
11220,2023 ,568
11221,2011 ,1095
11221,2012 ,1149
11221,2013 ,1140
11221,2014 ,1437
11221,2015 ,1642
11221,2016 ,1633
11221,2017 ,1637
11221,2018 ,1862
11221,2019 ,1794
11221,2020 ,1081
11221,2021 ,1107
11221,2022 ,1470
11221,2023 ,545
11222,2011 ,531
11222,2012 ,597
11222,2013 ,676
11222,2014 ,729
11222,2015 ,788
11222,2016 ,849
11222,2017 ,824
11222,2018 ,977
11222,2019 ,1214
11222,2020 ,924
11222,2021 ,825
11222,2022 ,1160
11222,2023 ,541
11223,2011 ,664
11223,2012 ,811
11223,2013 ,546
11223,2014 ,632
11223,2015 ,650
11223,2016 ,780
11223,2017 ,853
11223,2018 ,938
11223,2019 ,1153
11223,2020 ,901
11223,2021 ,972
11223,2022 ,858
11223,2023 ,501
11224,2011 ,292
11224,2012 ,524
11224,2013 ,416
11224,2014 ,423
11224,2015 ,414
11224,2016 ,359
11224,2017 ,503
11224,2018 ,437
11224,2019 ,579
11224,2020 ,387
11224,2021 ,350
11224,2022 ,339
11224,2023 ,243
11225,2011 ,533
11225,2012 ,531
11225,2013 ,457
11225,2014 ,564
11225,2015 ,768
11225,2016 ,896
11225,2017 ,896
11225,2018 ,1179
11225,2019 ,1265
11225,2020 ,876
11225,2021 ,960
11225,2022 ,831
11225,2023 ,530
11226,2011 ,935
11226,2012 ,918
11226,2013 ,937
11226,2014 ,1155
11226,2015 ,1225
11226,2016 ,1623
11226,2017 ,1626
11226,2018 ,1907
11226,2019 ,1797
11226,2020 ,1278
11226,2021 ,1299
11226,2022 ,1635
11226,2023 ,751
11228,2011 ,429
11228,2012 ,434
11228,2013 ,448
11228,2014 ,631
11228,2015 ,680
11228,2016 ,836
11228,2017 ,980
11228,2018 ,783
11228,2019 ,1071
11228,2020 ,638
11228,2021 ,546
11228,2022 ,636
11228,2023 ,363
11229,2011 ,887
11229,2012 ,827
11229,2013 ,682
11229,2014 ,848
11229,2015 ,799
11229,2016 ,861
11229,2017 ,957
11229,2018 ,1023
11229,2019 ,1144
11229,2020 ,849
11229,2021 ,772
11229,2022 ,791
11229,2023 ,469
11230,2011 ,726
11230,2012 ,899
11230,2013 ,752
11230,2014 ,884
11230,2015 ,918
11230,2016 ,1092
11230,2017 ,965
11230,2018 ,1064
11230,2019 ,1234
11230,2020 ,1077
11230,2021 ,1087
11230,2022 ,926
11230,2023 ,472
11231,2011 ,490
11231,2012 ,586
11231,2013 ,472
11231,2014 ,601
11231,2015 ,469
11231,2016 ,546
11231,2017 ,630
11231,2018 ,565
11231,2019 ,710
11231,2020 ,541
11231,2021 ,471
11231,2022 ,472
11231,2023 ,296
11232,2011 ,332
11232,2012 ,270
11232,2013 ,243
11232,2014 ,296
11232,2015 ,403
11232,2016 ,480
11232,2017 ,416
11232,2018 ,443
11232,2019 ,479
11232,2020 ,311
11232,2021 ,385
11232,2022 ,492
11232,2023 ,202
11233,2011 ,803
11233,2012 ,734
11233,2013 ,748
11233,2014 ,787
11233,2015 ,867
11233,2016 ,974
11233,2017 ,1086
11233,2018 ,1121
11233,2019 ,1252
11233,2020 ,749
11233,2021 ,656
11233,2022 ,659
11233,2023 ,398
11234,2011 ,783
11234,2012 ,706
11234,2013 ,676
11234,2014 ,756
11234,2015 ,728
11234,2016 ,798
11234,2017 ,895
11234,2018 ,896
11234,2019 ,1075
11234,2020 ,836
11234,2021 ,889
11234,2022 ,775
11234,2023 ,441
11235,2011 ,1136
11235,2012 ,1207
11235,2013 ,1117
11235,2014 ,1217
11235,2015 ,1176
11235,2016 ,1265
11235,2017 ,1139
11235,2018 ,1229
11235,2019 ,1466
11235,2020 ,1101
11235,2021 ,1085
11235,2022 ,950
11235,2023 ,596
11236,2011 ,521
11236,2012 ,607
11236,2013 ,663
11236,2014 ,669
11236,2015 ,488
11236,2016 ,605
11236,2017 ,641
11236,2018 ,736
11236,2019 ,665
11236,2020 ,512
11236,2021 ,514
11236,2022 ,1745
11236,2023 ,298
11237,2011 ,586
11237,2012 ,587
11237,2013 ,512
11237,2014 ,600
11237,2015 ,679
11237,2016 ,843
11237,2017 ,699
11237,2018 ,1088
11237,2019 ,949
11237,2020 ,714
11237,2021 ,632
11237,2022 ,732
11237,2023 ,634
11238,2011 ,759
11238,2012 ,882
11238,2013 ,849
11238,2014 ,1014
11238,2015 ,1204
11238,2016 ,1130
11238,2017 ,996
11238,2018 ,1079
11238,2019 ,1142
11238,2020 ,1036
11238,2021 ,809
11238,2022 ,860
11238,2023 ,503
11239,2011 ,19
11239,2012 ,9
11239,2013 ,25
11239,2014 ,64
11239,2015 ,45
11239,2016 ,65
11239,2017 ,100
11239,2018 ,41
11239,2019 ,92
11239,2020 ,43
11239,2021 ,85
11239,2022 ,29
11239,2023 ,18
11241,2011 ,1
11241,2012 ,1
11241,2013 ,4
11241,2016 ,2
11241,2017 ,1
11241,2018 ,2
11241,2020 ,1
11241,2022 ,2
11242,2018 ,2
11242,2019 ,3
11242,2021 ,2
11242,2022 ,1
11242,2023 ,1
11249,2011 ,147
11249,2012 ,502
11249,2013 ,518
11249,2014 ,599
11249,2015 ,663
11249,2016 ,747
11249,2017 ,750
11249,2018 ,611
11249,2019 ,865
11249,2020 ,495
11249,2021 ,465
11249,2022 ,683
11249,2023 ,439
11251,2016 ,1
11251,2018 ,1
11251,2020 ,1
11354,2011 ,782
11354,2012 ,916
11354,2013 ,866
11354,2014 ,787
11354,2015 ,994
11354,2016 ,827
11354,2017 ,787
11354,2018 ,871
11354,2019 ,786
11354,2020 ,413
11354,2021 ,493
11354,2022 ,514
11354,2023 ,284
11355,2011 ,1229
11355,2012 ,1445
11355,2013 ,1196
11355,2014 ,1447
11355,2015 ,1426
11355,2016 ,1481
11355,2017 ,1681
11355,2018 ,1720
11355,2019 ,1302
11355,2020 ,822
11355,2021 ,917
11355,2022 ,876
11355,2023 ,459
11356,2011 ,418
11356,2012 ,453
11356,2013 ,351
11356,2014 ,394
11356,2015 ,393
11356,2016 ,494
11356,2017 ,429
11356,2018 ,507
11356,2019 ,430
11356,2020 ,300
11356,2021 ,264
11356,2022 ,297
11356,2023 ,159
11357,2011 ,625
11357,2012 ,694
11357,2013 ,530
11357,2014 ,546
11357,2015 ,620
11357,2016 ,464
11357,2017 ,657
11357,2018 ,677
11357,2019 ,602
11357,2020 ,430
11357,2021 ,503
11357,2022 ,492
11357,2023 ,213
11358,2011 ,781
11358,2012 ,757
11358,2013 ,535
11358,2014 ,610
11358,2015 ,696
11358,2016 ,701
11358,2017 ,858
11358,2018 ,855
11358,2019 ,732
11358,2020 ,511
11358,2021 ,441
11358,2022 ,469
11358,2023 ,268
11359,2012 ,1
11359,2015 ,1
11359,2017 ,1
11359,2021 ,5
11360,2011 ,125
11360,2012 ,157
11360,2013 ,120
11360,2014 ,187
11360,2015 ,167
11360,2016 ,117
11360,2017 ,171
11360,2018 ,138
11360,2019 ,180
11360,2020 ,120
11360,2021 ,78
11360,2022 ,109
11360,2023 ,60
11361,2011 ,564
11361,2012 ,521
11361,2013 ,522
11361,2014 ,513
11361,2015 ,575
11361,2016 ,559
11361,2017 ,569
11361,2018 ,618
11361,2019 ,591
11361,2020 ,386
11361,2021 ,363
11361,2022 ,360
11361,2023 ,209
11362,2011 ,297
11362,2012 ,252
11362,2013 ,234
11362,2014 ,219
11362,2015 ,252
11362,2016 ,155
11362,2017 ,194
11362,2018 ,276
11362,2019 ,285
11362,2020 ,145
11362,2021 ,146
11362,2022 ,150
11362,2023 ,64
11363,2011 ,103
11363,2012 ,109
11363,2013 ,109
11363,2014 ,123
11363,2015 ,171
11363,2016 ,97
11363,2017 ,130
11363,2018 ,116
11363,2019 ,139
11363,2020 ,97
11363,2021 ,109
11363,2022 ,95
11363,2023 ,35
11364,2011 ,264
11364,2012 ,338
11364,2013 ,341
11364,2014 ,338
11364,2015 ,377
11364,2016 ,313
11364,2017 ,397
11364,2018 ,450
11364,2019 ,438
11364,2020 ,264
11364,2021 ,244
11364,2022 ,355
11364,2023 ,132
11365,2011 ,464
11365,2012 ,452
11365,2013 ,389
11365,2014 ,387
11365,2015 ,491
11365,2016 ,390
11365,2017 ,582
11365,2018 ,513
11365,2019 ,456
11365,2020 ,294
11365,2021 ,361
11365,2022 ,387
11365,2023 ,178
11366,2011 ,191
11366,2012 ,235
11366,2013 ,222
11366,2014 ,245
11366,2015 ,302
11366,2016 ,228
11366,2017 ,191
11366,2018 ,231
11366,2019 ,249
11366,2020 ,144
11366,2021 ,161
11366,2022 ,143
11366,2023 ,120
11367,2011 ,318
11367,2012 ,356
11367,2013 ,293
11367,2014 ,326
11367,2015 ,337
11367,2016 ,327
11367,2017 ,410
11367,2018 ,377
11367,2019 ,376
11367,2020 ,367
11367,2021 ,335
11367,2022 ,665
11367,2023 ,195
11368,2011 ,1140
11368,2012 ,1006
11368,2013 ,962
11368,2014 ,964
11368,2015 ,1091
11368,2016 ,745
11368,2017 ,997
11368,2018 ,980
11368,2019 ,854
11368,2020 ,488
11368,2021 ,614
11368,2022 ,588
11368,2023 ,297
11369,2011 ,493
11369,2012 ,568
11369,2013 ,444
11369,2014 ,456
11369,2015 ,509
11369,2016 ,461
11369,2017 ,481
11369,2018 ,456
11369,2019 ,471
11369,2020 ,300
11369,2021 ,404
11369,2022 ,256
11369,2023 ,166
11370,2011 ,400
11370,2012 ,365
11370,2013 ,387
11370,2014 ,362
11370,2015 ,397
11370,2016 ,280
11370,2017 ,274
11370,2018 ,345
11370,2019 ,379
11370,2020 ,247
11370,2021 ,221
11370,2022 ,234
11370,2023 ,106
11371,2018 ,1
11372,2011 ,624
11372,2012 ,763
11372,2013 ,650
11372,2014 ,689
11372,2015 ,704
11372,2016 ,517
11372,2017 ,684
11372,2018 ,774
11372,2019 ,622
11372,2020 ,426
11372,2021 ,476
11372,2022 ,522
11372,2023 ,331
11373,2011 ,781
11373,2012 ,960
11373,2013 ,800
11373,2014 ,931
11373,2015 ,1087
11373,2016 ,1074
11373,2017 ,1016
11373,2018 ,1157
11373,2019 ,1199
11373,2020 ,673
11373,2021 ,750
11373,2022 ,657
11373,2023 ,430
11374,2011 ,475
11374,2012 ,541
11374,2013 ,459
11374,2014 ,463
11374,2015 ,491
11374,2016 ,370
11374,2017 ,462
11374,2018 ,458
11374,2019 ,594
11374,2020 ,404
11374,2021 ,415
11374,2022 ,496
11374,2023 ,210
11375,2011 ,591
11375,2012 ,758
11375,2013 ,703
11375,2014 ,752
11375,2015 ,706
11375,2016 ,464
11375,2017 ,569
11375,2018 ,562
11375,2019 ,649
11375,2020 ,586
11375,2021 ,581
11375,2022 ,544
11375,2023 ,249
11377,2011 ,858
11377,2012 ,1312
11377,2013 ,810
11377,2014 ,716
11377,2015 ,797
11377,2016 ,805
11377,2017 ,924
11377,2018 ,1106
11377,2019 ,1017
11377,2020 ,670
11377,2021 ,695
11377,2022 ,592
11377,2023 ,339
11378,2011 ,628
11378,2012 ,547
11378,2013 ,517
11378,2014 ,524
11378,2015 ,581
11378,2016 ,484
11378,2017 ,577
11378,2018 ,650
11378,2019 ,546
11378,2020 ,455
11378,2021 ,410
11378,2022 ,366
11378,2023 ,279
11379,2011 ,402
11379,2012 ,402
11379,2013 ,345
11379,2014 ,368
11379,2015 ,488
11379,2016 ,384
11379,2017 ,507
11379,2018 ,645
11379,2019 ,580
11379,2020 ,452
11379,2021 ,493
11379,2022 ,382
11379,2023 ,262
11385,2011 ,795
11385,2012 ,907
11385,2013 ,809
11385,2014 ,934
11385,2015 ,1165
11385,2016 ,1030
11385,2017 ,1051
11385,2018 ,1211
11385,2019 ,1344
11385,2020 ,1142
11385,2021 ,1335
11385,2022 ,1182
11385,2023 ,650
11411,2011 ,139
11411,2012 ,168
11411,2013 ,159
11411,2014 ,137
11411,2015 ,195
11411,2016 ,129
11411,2017 ,155
11411,2018 ,166
11411,2019 ,195
11411,2020 ,135
11411,2021 ,184
11411,2022 ,160
11411,2023 ,90
11412,2011 ,440
11412,2012 ,463
11412,2013 ,416
11412,2014 ,391
11412,2015 ,471
11412,2016 ,481
11412,2017 ,522
11412,2018 ,479
11412,2019 ,561
11412,2020 ,374
11412,2021 ,406
11412,2022 ,330
11412,2023 ,220
11413,2011 ,433
11413,2012 ,490
11413,2013 ,445
11413,2014 ,417
11413,2015 ,491
11413,2016 ,420
11413,2017 ,657
11413,2018 ,543
11413,2019 ,544
11413,2020 ,337
11413,2021 ,282
11413,2022 ,245
11413,2023 ,127
11414,2011 ,317
11414,2012 ,407
11414,2013 ,446
11414,2014 ,475
11414,2015 ,506
11414,2016 ,412
11414,2017 ,417
11414,2018 ,354
11414,2019 ,349
11414,2020 ,266
11414,2021 ,296
11414,2022 ,277
11414,2023 ,170
11415,2011 ,230
11415,2012 ,281
11415,2013 ,273
11415,2014 ,239
11415,2015 ,262
11415,2016 ,209
11415,2017 ,269
11415,2018 ,254
11415,2019 ,317
11415,2020 ,190
11415,2021 ,182
11415,2022 ,183
11415,2023 ,103
11416,2011 ,430
11416,2012 ,337
11416,2013 ,389
11416,2014 ,380
11416,2015 ,427
11416,2016 ,438
11416,2017 ,479
11416,2018 ,545
11416,2019 ,483
11416,2020 ,330
11416,2021 ,365
11416,2022 ,305
11416,2023 ,196
11417,2011 ,527
11417,2012 ,465
11417,2013 ,497
11417,2014 ,456
11417,2015 ,526
11417,2016 ,512
11417,2017 ,598
11417,2018 ,696
11417,2019 ,623
11417,2020 ,518
11417,2021 ,503
11417,2022 ,412
11417,2023 ,202
11418,2011 ,676
11418,2012 ,679
11418,2013 ,554
11418,2014 ,639
11418,2015 ,637
11418,2016 ,666
11418,2017 ,694
11418,2018 ,870
11418,2019 ,533
11418,2020 ,492
11418,2021 ,440
11418,2022 ,366
11418,2023 ,261
11419,2011 ,1894
11419,2012 ,1404
11419,2013 ,2807
11419,2014 ,7740
11419,2015 ,1331
11419,2016 ,1383
11419,2017 ,1399
11419,2018 ,1861
11419,2019 ,1383
11419,2020 ,935
11419,2021 ,1161
11419,2022 ,1077
11419,2023 ,513
11420,2011 ,964
11420,2012 ,875
11420,2013 ,799
11420,2014 ,982
11420,2015 ,1009
11420,2016 ,1020
11420,2017 ,1060
11420,2018 ,1125
11420,2019 ,1089
11420,2020 ,839
11420,2021 ,990
11420,2022 ,1095
11420,2023 ,555
11421,2011 ,563
11421,2012 ,546
11421,2013 ,433
11421,2014 ,503
11421,2015 ,544
11421,2016 ,563
11421,2017 ,597
11421,2018 ,677
11421,2019 ,550
11421,2020 ,511
11421,2021 ,472
11421,2022 ,391
11421,2023 ,178
11422,2011 ,230
11422,2012 ,272
11422,2013 ,176
11422,2014 ,231
11422,2015 ,347
11422,2016 ,263
11422,2017 ,326
11422,2018 ,344
11422,2019 ,276
11422,2020 ,232
11422,2021 ,243
11422,2022 ,249
11422,2023 ,89
11423,2011 ,454
11423,2012 ,452
11423,2013 ,405
11423,2014 ,396
11423,2015 ,382
11423,2016 ,475
11423,2017 ,484
11423,2018 ,514
11423,2019 ,491
11423,2020 ,331
11423,2021 ,387
11423,2022 ,286
11423,2023 ,194
11426,2011 ,311
11426,2012 ,288
11426,2013 ,245
11426,2014 ,232
11426,2015 ,257
11426,2016 ,430
11426,2017 ,335
11426,2018 ,340
11426,2019 ,233
11426,2020 ,253
11426,2021 ,261
11426,2022 ,195
11426,2023 ,129
11427,2011 ,211
11427,2012 ,298
11427,2013 ,271
11427,2014 ,371
11427,2015 ,239
11427,2016 ,425
11427,2017 ,361
11427,2018 ,293
11427,2019 ,219
11427,2020 ,213
11427,2021 ,199
11427,2022 ,154
11427,2023 ,77
11428,2011 ,243
11428,2012 ,326
11428,2013 ,235
11428,2014 ,230
11428,2015 ,294
11428,2016 ,332
11428,2017 ,317
11428,2018 ,318
11428,2019 ,293
11428,2020 ,231
11428,2021 ,258
11428,2022 ,305
11428,2023 ,197
11429,2011 ,243
11429,2012 ,251
11429,2013 ,235
11429,2014 ,239
11429,2015 ,258
11429,2016 ,243
11429,2017 ,296
11429,2018 ,296
11429,2019 ,302
11429,2020 ,299
11429,2021 ,262
11429,2022 ,193
11429,2023 ,115
11430,2011 ,3
11430,2012 ,2
11430,2013 ,1
11430,2014 ,1
11430,2015 ,4
11430,2016 ,1
11430,2017 ,8
11430,2018 ,11
11430,2019 ,9
11430,2020 ,3
11430,2021 ,6
11430,2022 ,2
11432,2011 ,794
11432,2012 ,933
11432,2013 ,906
11432,2014 ,843
11432,2015 ,1020
11432,2016 ,1043
11432,2017 ,1175
11432,2018 ,1113
11432,2019 ,1023
11432,2020 ,647
11432,2021 ,735
11432,2022 ,669
11432,2023 ,344
11433,2011 ,437
11433,2012 ,488
11433,2013 ,458
11433,2014 ,568
11433,2015 ,600
11433,2016 ,579
11433,2017 ,701
11433,2018 ,606
11433,2019 ,647
11433,2020 ,484
11433,2021 ,495
11433,2022 ,386
11433,2023 ,239
11434,2011 ,613
11434,2012 ,662
11434,2013 ,527
11434,2014 ,512
11434,2015 ,702
11434,2016 ,591
11434,2017 ,709
11434,2018 ,714
11434,2019 ,697
11434,2020 ,523
11434,2021 ,479
11434,2022 ,470
11434,2023 ,225
11435,2011 ,710
11435,2012 ,760
11435,2013 ,666
11435,2014 ,732
11435,2015 ,693
11435,2016 ,689
11435,2017 ,819
11435,2018 ,829
11435,2019 ,992
11435,2020 ,754
11435,2021 ,714
11435,2022 ,690
11435,2023 ,367
11436,2011 ,319
11436,2012 ,291
11436,2013 ,273
11436,2014 ,299
11436,2015 ,338
11436,2016 ,324
11436,2017 ,326
11436,2018 ,345
11436,2019 ,364
11436,2020 ,282
11436,2021 ,340
11436,2022 ,289
11436,2023 ,185
11691,2011 ,524
11691,2012 ,621
11691,2013 ,754
11691,2014 ,593
11691,2015 ,607
11691,2016 ,460
11691,2017 ,563
11691,2018 ,499
11691,2019 ,520
11691,2020 ,482
11691,2021 ,404
11691,2022 ,590
11691,2023 ,270
11692,2011 ,208
11692,2012 ,199
11692,2013 ,460
11692,2014 ,234
11692,2015 ,313
11692,2016 ,133
11692,2017 ,142
11692,2018 ,171
11692,2019 ,207
11692,2020 ,134
11692,2021 ,151
11692,2022 ,135
11692,2023 ,75
11693,2011 ,147
11693,2012 ,287
11693,2013 ,449
11693,2014 ,230
11693,2015 ,161
11693,2016 ,176
11693,2017 ,279
11693,2018 ,259
11693,2019 ,235
11693,2020 ,133
11693,2021 ,137
11693,2022 ,130
11693,2023 ,65
11694,2011 ,375
11694,2012 ,619
11694,2013 ,756
11694,2014 ,502
11694,2015 ,300
11694,2016 ,334
11694,2017 ,377
11694,2018 ,291
11694,2019 ,477
11694,2020 ,334
11694,2021 ,322
11694,2022 ,293
11694,2023 ,189
11695,2020 ,1
11697,2011 ,29
11697,2012 ,562
11697,2013 ,898
11697,2014 ,292
11697,2015 ,171
11697,2016 ,80
11697,2017 ,64
11697,2018 ,66
11697,2019 ,45
11697,2020 ,32
11697,2021 ,23
11697,2022 ,19
11697,2023 ,18
12345,2016 ,1
12345,2018 ,1
12345,2019 ,2
12345,2021 ,4
NA,2011 ,22280
NA,2012 ,17691
NA,2013 ,19304
NA,2014 ,20163
NA,2015 ,21896
NA,2016 ,23406
NA,2017 ,22738
NA,2018 ,18636
NA,2019 ,4794
NA,2020 ,641
NA,2021 ,594
NA,2022 ,443
NA,2023 ,279
