zip_code,permit_year,permits_alteration,permits_demolition
11373,2014,17,10
11373,2015,23,8
11373,2016,29,25
11373,2017,16,8
11373,2018,25,7
11373,2019,25,5
11373,2020,13,4
11373,2021,12,3
11373,2022,17,3
11374,2011,12,6
11374,2012,15,3
11374,2013,8,5
11374,2014,11,5
11374,2015,16,8
11374,2016,6,2
11374,2017,10,3
11374,2018,11,2
11374,2019,7,2
11374,2020,16,1
11374,2021,9,NA
11374,2022,2,6
11375,2011,24,5
11375,2012,23,1
11375,2013,12,1
11375,2014,17,4
11375,2015,29,4
11375,2016,19,2
11375,2017,26,2
11375,2018,16,1
11375,2019,26,1
11375,2020,11,1
11375,2021,5,NA
11375,2022,13,2
11377,2011,27,11
11377,2012,18,7
11377,2013,28,13
11377,2014,11,4
11377,2015,13,9
11377,2016,15,13
11377,2017,14,7
11377,2018,19,8
11377,2019,15,14
11377,2020,18,5
11377,2021,11,5
11377,2022,10,1
11378,2011,14,5
11378,2012,13,7
11378,2013,10,6
11378,2014,12,1
11378,2015,10,4
11378,2016,15,1
11378,2017,11,7
11378,2018,15,3
11378,2019,8,3
11378,2020,14,1
11378,2021,9,NA
11378,2022,3,1
11379,2011,19,1
11379,2012,17,NA
11379,2013,10,1
11379,2014,18,1
11379,2015,19,1
11379,2016,17,NA
11379,2017,16,5
11379,2018,23,1
11379,2019,14,NA
11379,2020,12,NA
11379,2021,7,1
11379,2022,7,1
11385,2011,26,3
11385,2012,15,1
11385,2013,24,NA
11385,2014,19,1
11385,2015,19,7
11385,2016,29,4
11385,2017,30,1
11385,2018,33,6
11385,2019,33,2
11385,2020,14,2
11385,2021,27,2
11385,2022,19,1
11411,2011,8,NA
11411,2012,10,NA
11411,2013,4,NA
11411,2014,4,NA
11411,2015,11,NA
11411,2016,7,NA
11411,2017,5,NA
11411,2018,6,NA
11411,2019,5,NA
11411,2020,7,NA
11411,2021,6,NA
11411,2022,10,1
11412,2011,1,1
11412,2012,9,NA
11412,2013,7,2
11412,2014,5,NA
11412,2015,6,3
11412,2016,9,1
11412,2017,20,3
11412,2018,15,NA
11412,2019,15,1
11412,2020,12,NA
11412,2021,9,1
11412,2022,6,NA
11413,2011,15,1
11413,2012,13,2
11413,2013,16,3
11413,2014,21,2
11413,2015,13,2
11413,2016,24,1
11413,2017,20,3
11413,2018,27,1
11413,2019,32,2
11413,2020,27,1
11413,2021,12,2
11413,2022,6,NA
11414,2011,7,1
11414,2012,9,3
11414,2013,18,5
11414,2014,14,4
11414,2015,15,4
11414,2016,10,10
11414,2017,23,10
11414,2018,15,5
11414,2019,11,7
11414,2020,7,12
11414,2021,7,6
11414,2022,1,NA
11415,2011,3,2
11415,2012,2,NA
11415,2013,3,NA
11415,2014,4,NA
11415,2015,6,1
11415,2016,3,NA
11415,2017,5,NA
11415,2018,2,NA
11415,2019,5,NA
11415,2020,3,NA
11415,2021,6,NA
11415,2022,2,1
11416,2011,7,1
11416,2012,9,2
11416,2013,5,NA
11416,2014,5,1
11416,2015,6,NA
11416,2016,8,NA
11416,2017,7,1
11416,2018,16,NA
11416,2019,7,4
11416,2020,8,1
11416,2021,4,1
11416,2022,5,5
11417,2011,8,1
11417,2012,4,NA
11417,2013,5,1
11417,2014,4,1
11417,2015,5,NA
11417,2016,11,1
11417,2017,6,1
11417,2018,5,1
11417,2019,6,NA
11417,2020,8,1
11417,2021,6,NA
11417,2022,3,2
11418,2011,14,NA
11418,2012,10,3
11418,2013,8,3
11418,2014,7,NA
11418,2015,4,4
11418,2016,10,2
11418,2017,3,2
11418,2018,10,2
11418,2019,9,7
11418,2020,7,4
11418,2021,5,1
11418,2022,9,1
11419,2011,20,3
11419,2012,23,1
11419,2013,9,1
11419,2014,10,1
11419,2015,12,2
11419,2016,14,3
11419,2017,14,4
11419,2018,17,3
11419,2019,15,1
11419,2020,11,2
11419,2021,5,2
11419,2022,3,3
11420,2011,23,1
11420,2012,17,3
11420,2013,11,2
11420,2014,20,3
11420,2015,23,4
11420,2016,24,5
11420,2017,37,6
11420,2018,23,1
11420,2019,20,4
11420,2020,23,1
11420,2021,16,5
11420,2022,18,4
11421,2011,3,NA
11421,2012,4,NA
11421,2013,3,2
11421,2014,4,NA
11421,2015,4,NA
11421,2016,4,2
11421,2017,8,NA
11421,2018,7,1
11421,2019,12,6
11421,2020,6,1
11421,2021,9,NA
11421,2022,8,NA
11422,2011,15,NA
11422,2012,14,2
11422,2013,16,1
11422,2014,20,NA
11422,2015,13,NA
11422,2016,16,1
11422,2017,25,NA
11422,2018,11,3
11422,2019,20,NA
11422,2020,15,NA
11422,2021,11,NA
11422,2022,14,NA
11423,2011,11,3
11423,2012,7,2
11423,2013,13,1
11423,2014,10,1
11423,2015,8,3
11423,2016,9,4
11423,2017,14,2
11423,2018,8,2
11423,2019,19,6
11423,2020,12,6
11423,2021,9,2
11423,2022,12,2
11426,2011,16,2
11426,2012,15,5
11426,2013,16,2
11426,2014,15,1
11426,2015,12,NA
11426,2016,17,2
11426,2017,13,NA
11426,2018,16,NA
11426,2019,13,NA
11426,2020,6,NA
11426,2021,3,NA
11426,2022,3,NA
11427,2011,17,NA
11427,2012,11,1
11427,2013,12,1
11427,2014,4,1
11427,2015,5,NA
11427,2016,12,2
11427,2017,11,1
11427,2018,9,NA
11427,2019,4,2
11427,2020,5,NA
11427,2021,9,1
11427,2022,4,NA
11428,2011,5,NA
11428,2012,6,1
11428,2013,5,2
11428,2014,3,1
11428,2015,6,1
11428,2016,2,NA
11428,2017,7,NA
11428,2018,5,1
11428,2019,3,NA
11428,2020,4,1
11428,2021,2,NA
11428,2022,5,NA
11429,2011,7,1
11429,2012,4,NA
11429,2013,5,NA
11429,2014,8,1
11429,2015,9,NA
11429,2016,4,1
11429,2017,9,3
11429,2018,4,6
11429,2019,3,NA
11429,2020,5,NA
11429,2021,4,2
11429,2022,2,4
11430,2012,1,NA
11432,2011,31,9
11432,2012,29,7
11432,2013,21,3
11432,2014,24,7
11432,2015,28,9
11432,2016,22,10
11432,2017,30,5
11432,2018,30,7
11432,2019,22,10
11432,2020,19,5
11432,2021,16,3
11432,2022,23,5
11433,2011,6,3
11433,2012,8,NA
11433,2013,8,2
11433,2014,15,6
11433,2015,8,5
11433,2016,11,5
11433,2017,10,NA
11433,2018,14,2
11433,2019,17,6
11433,2020,13,1
11433,2021,7,NA
11433,2022,6,1
11434,2011,16,3
11434,2012,19,NA
11434,2013,17,NA
11434,2014,24,NA
11434,2015,25,2
11434,2016,20,1
11434,2017,40,8
11434,2018,47,3
11434,2019,52,7
11434,2020,39,NA
11434,2021,27,4
11434,2022,24,3
11435,2011,7,2
11435,2012,16,8
11435,2013,14,5
11435,2014,5,2
11435,2015,8,3
11435,2016,13,3
11435,2017,15,6
11435,2018,20,2
11435,2019,22,2
11435,2020,14,3
11435,2021,4,5
11435,2022,7,12
11436,2011,9,2
11436,2012,11,3
11436,2013,6,1
11436,2014,13,1
11436,2015,12,1
11436,2016,14,NA
11436,2017,11,3
11436,2018,12,NA
11436,2019,18,NA
11436,2020,10,2
11436,2021,12,1
11436,2022,1,1
11691,2011,3,7
11691,2012,10,7
11691,2013,10,3
11691,2014,14,4
11691,2015,8,5
11691,2016,29,12
11691,2017,36,10
11691,2018,10,5
11691,2019,8,8
11691,2020,4,9
11691,2021,7,7
11691,2022,5,8
11692,2011,1,1
11692,2013,1,NA
11692,2014,NA,1
11692,2015,NA,1
11692,2016,10,9
11692,2017,15,21
11692,2018,4,15
11692,2019,2,1
11692,2020,1,3
11692,2021,2,4
11692,2022,1,2
11693,2011,3,2
11693,2012,2,1
11693,2013,10,4
11693,2014,15,17
11693,2015,3,8
11693,2016,9,22
11693,2017,21,22
11693,2018,4,28
11693,2019,4,7
11693,2020,3,2
11693,2021,2,2
11693,2022,2,5
11694,2011,8,2
11694,2012,16,2
11694,2013,17,16
11694,2014,16,10
11694,2015,5,4
11694,2016,9,4
11694,2017,10,6
11694,2018,15,3
11694,2019,6,2
11694,2020,8,2
11694,2021,13,5
11694,2022,10,2
11697,2011,7,12
11697,2012,7,8
11697,2013,6,59
11697,2014,10,60
11697,2015,12,28
11697,2016,6,34
11697,2017,17,16
11697,2018,10,15
11697,2019,9,17
11697,2020,5,7
11697,2021,3,7
11697,2022,4,11
NA,2011,NA,13
NA,2012,NA,1
NA,2013,1,2
NA,2014,NA,3
NA,2015,1,2
NA,2016,NA,2
NA,2017,1,4
NA,2019,2,1
NA,2020,1,2
NA,2021,1,3
NA,2022,5,2
