zip_code,year,nypd_calls_311
10469,2017 ,5625
10469,2018 ,5574
10469,2019 ,5956
10469,2020 ,7835
10469,2021 ,8919
10469,2022 ,8712
10469,2023 ,4442
10470,2011 ,678
10470,2012 ,605
10470,2013 ,843
10470,2014 ,1072
10470,2015 ,1462
10470,2016 ,1871
10470,2017 ,2021
10470,2018 ,2620
10470,2019 ,2297
10470,2020 ,2810
10470,2021 ,2948
10470,2022 ,3992
10470,2023 ,2223
10471,2011 ,520
10471,2012 ,504
10471,2013 ,574
10471,2014 ,679
10471,2015 ,939
10471,2016 ,1332
10471,2017 ,1659
10471,2018 ,1958
10471,2019 ,2112
10471,2020 ,2875
10471,2021 ,3363
10471,2022 ,3332
10471,2023 ,1847
10472,2011 ,2302
10472,2012 ,2551
10472,2013 ,3054
10472,2014 ,3996
10472,2015 ,5483
10472,2016 ,8130
10472,2017 ,8315
10472,2018 ,7513
10472,2019 ,7518
10472,2020 ,13040
10472,2021 ,15902
10472,2022 ,14057
10472,2023 ,6562
10473,2011 ,1486
10473,2012 ,2058
10473,2013 ,1955
10473,2014 ,2756
10473,2015 ,2953
10473,2016 ,3490
10473,2017 ,4337
10473,2018 ,4622
10473,2019 ,5639
10473,2020 ,8765
10473,2021 ,9371
10473,2022 ,8343
10473,2023 ,3885
10474,2011 ,484
10474,2012 ,446
10474,2013 ,675
10474,2014 ,962
10474,2015 ,1294
10474,2016 ,1423
10474,2017 ,1480
10474,2018 ,1953
10474,2019 ,1814
10474,2020 ,2360
10474,2021 ,2322
10474,2022 ,1973
10474,2023 ,999
10475,2011 ,288
10475,2012 ,382
10475,2013 ,290
10475,2014 ,660
10475,2015 ,633
10475,2016 ,626
10475,2017 ,830
10475,2018 ,801
10475,2019 ,854
10475,2020 ,1886
10475,2021 ,1648
10475,2022 ,1565
10475,2023 ,670
10583,2017 ,1
10803,2013 ,2
10803,2014 ,2
10803,2015 ,4
10803,2016 ,1
10803,2022 ,1
10803,2023 ,2
11001,2011 ,89
11001,2012 ,73
11001,2013 ,60
11001,2014 ,144
11001,2015 ,230
11001,2016 ,319
11001,2017 ,333
11001,2018 ,253
11001,2019 ,299
11001,2020 ,287
11001,2021 ,311
11001,2022 ,202
11001,2023 ,182
11004,2011 ,219
11004,2012 ,253
11004,2013 ,314
11004,2014 ,328
11004,2015 ,433
11004,2016 ,537
11004,2017 ,482
11004,2018 ,394
11004,2019 ,505
11004,2020 ,700
11004,2021 ,710
11004,2022 ,719
11004,2023 ,560
11005,2012 ,2
11005,2013 ,1
11005,2014 ,3
11005,2015 ,2
11005,2017 ,1
11005,2018 ,2
11005,2019 ,8
11005,2020 ,14
11005,2021 ,2
11005,2022 ,10
11005,2023 ,4
11040,2011 ,59
11040,2012 ,25
11040,2013 ,63
11040,2014 ,80
11040,2015 ,138
11040,2016 ,129
11040,2017 ,169
11040,2018 ,181
11040,2019 ,216
11040,2020 ,274
11040,2021 ,203
11040,2022 ,204
11040,2023 ,234
11096,2017 ,1
11101,2011 ,1812
11101,2012 ,2062
11101,2013 ,2327
11101,2014 ,3679
11101,2015 ,4174
11101,2016 ,5127
11101,2017 ,6018
11101,2018 ,6815
11101,2019 ,8176
11101,2020 ,10068
11101,2021 ,9319
11101,2022 ,11470
11101,2023 ,8451
11102,2011 ,1384
11102,2012 ,1355
11102,2013 ,1589
11102,2014 ,2539
11102,2015 ,2960
11102,2016 ,3374
11102,2017 ,3834
11102,2018 ,3989
11102,2019 ,4258
11102,2020 ,5836
11102,2021 ,5989
11102,2022 ,6721
11102,2023 ,3096
11103,2011 ,1683
11103,2012 ,1899
11103,2013 ,2098
11103,2014 ,3037
11103,2015 ,3636
11103,2016 ,3515
11103,2017 ,4098
11103,2018 ,4971
11103,2019 ,4424
11103,2020 ,7066
11103,2021 ,7644
11103,2022 ,9738
11103,2023 ,4739
11104,2011 ,947
11104,2012 ,903
11104,2013 ,1086
11104,2014 ,1339
11104,2015 ,2030
11104,2016 ,1879
11104,2017 ,2112
11104,2018 ,1813
11104,2019 ,2184
11104,2020 ,3712
11104,2021 ,3592
11104,2022 ,3612
11104,2023 ,2366
11105,2011 ,1298
11105,2012 ,1203
11105,2013 ,1542
11105,2014 ,1907
11105,2015 ,2345
11105,2016 ,2478
11105,2017 ,3230
11105,2018 ,3029
11105,2019 ,4525
11105,2020 ,6604
11105,2021 ,7011
11105,2022 ,7549
11105,2023 ,4349
11106,2011 ,1618
11106,2012 ,1883
11106,2013 ,2323
11106,2014 ,2923
11106,2015 ,3346
11106,2016 ,3826
11106,2017 ,4171
11106,2018 ,3687
11106,2019 ,4292
11106,2020 ,5255
11106,2021 ,5315
11106,2022 ,6471
11106,2023 ,3362
11109,2011 ,38
11109,2012 ,29
11109,2013 ,64
11109,2014 ,88
11109,2015 ,116
11109,2016 ,71
11109,2017 ,178
11109,2018 ,208
11109,2019 ,256
11109,2020 ,1103
11109,2021 ,762
11109,2022 ,566
11109,2023 ,1302
11201,2011 ,1708
11201,2012 ,1765
11201,2013 ,2449
11201,2014 ,3240
11201,2015 ,3806
11201,2016 ,4359
11201,2017 ,4790
11201,2018 ,5767
11201,2019 ,8458
11201,2020 ,9051
11201,2021 ,10442
11201,2022 ,16611
11201,2023 ,11832
11203,2011 ,3201
11203,2012 ,3475
11203,2013 ,3487
11203,2014 ,4590
11203,2015 ,5005
11203,2016 ,6063
11203,2017 ,6968
11203,2018 ,6479
11203,2019 ,6879
11203,2020 ,9306
11203,2021 ,10515
11203,2022 ,9644
11203,2023 ,4858
11204,2011 ,2272
11204,2012 ,2854
11204,2013 ,2740
11204,2014 ,3363
11204,2015 ,4078
11204,2016 ,5266
11204,2017 ,6036
11204,2018 ,7400
11204,2019 ,7335
11204,2020 ,8678
11204,2021 ,8464
11204,2022 ,10354
11204,2023 ,5876
11205,2011 ,1494
11205,2012 ,1668
11205,2013 ,2488
11205,2014 ,3344
11205,2015 ,3840
11205,2016 ,8870
11205,2017 ,6085
11205,2018 ,6289
11205,2019 ,5689
11205,2020 ,6105
11205,2021 ,9161
11205,2022 ,10179
11205,2023 ,4684
11206,2011 ,2819
11206,2012 ,3323
11206,2013 ,4148
11206,2014 ,6374
11206,2015 ,7571
11206,2016 ,7732
11206,2017 ,8013
11206,2018 ,8602
11206,2019 ,10019
11206,2020 ,13446
11206,2021 ,12798
11206,2022 ,11679
11206,2023 ,6027
11207,2011 ,3355
11207,2012 ,3564
11207,2013 ,4127
11207,2014 ,5521
11207,2015 ,7049
11207,2016 ,7712
11207,2017 ,8578
11207,2018 ,8887
11207,2019 ,9333
11207,2020 ,15069
11207,2021 ,16864
11207,2022 ,16655
11207,2023 ,8778
11208,2011 ,3286
11208,2012 ,3209
11208,2013 ,4246
11208,2014 ,5346
11208,2015 ,6549
11208,2016 ,7770
11208,2017 ,9932
11208,2018 ,9789
11208,2019 ,10165
11208,2020 ,15976
11208,2021 ,19222
11208,2022 ,16388
11208,2023 ,8306
11209,2011 ,2254
11209,2012 ,2225
11209,2013 ,2500
11209,2014 ,4395
11209,2015 ,5284
11209,2016 ,6780
11209,2017 ,7778
11209,2018 ,6766
11209,2019 ,6845
11209,2020 ,8464
11209,2021 ,9035
11209,2022 ,10798
11209,2023 ,6504
11210,2011 ,2353
11210,2012 ,2357
11210,2013 ,2360
11210,2014 ,3414
11210,2015 ,3848
11210,2016 ,4662
11210,2017 ,4781
11210,2018 ,5279
11210,2019 ,5751
11210,2020 ,6807
11210,2021 ,7371
11210,2022 ,7793
11210,2023 ,4154
11211,2011 ,4164
11211,2012 ,3809
11211,2013 ,3591
11211,2014 ,5200
11211,2015 ,6706
11211,2016 ,6866
11211,2017 ,7630
11211,2018 ,7514
11211,2019 ,7886
11211,2020 ,10512
11211,2021 ,12055
11211,2022 ,10885
11211,2023 ,5031
11212,2011 ,3224
11212,2012 ,3291
11212,2013 ,3320
11212,2014 ,3493
11212,2015 ,4269
11212,2016 ,5235
11212,2017 ,5605
11212,2018 ,5697
11212,2019 ,6849
11212,2020 ,9495
11212,2021 ,10394
11212,2022 ,9567
11212,2023 ,5719
11213,2011 ,2400
11213,2012 ,2499
11213,2013 ,3066
11213,2014 ,4623
11213,2015 ,5429
11213,2016 ,5463
11213,2017 ,6473
11213,2018 ,5866
11213,2019 ,6548
11213,2020 ,10232
11213,2021 ,10442
11213,2022 ,9404
11213,2023 ,4225
11214,2011 ,2322
11214,2012 ,2332
11214,2013 ,2579
11214,2014 ,3672
11214,2015 ,4529
11214,2016 ,5991
11214,2017 ,7348
11214,2018 ,7749
11214,2019 ,8350
11214,2020 ,9311
11214,2021 ,9187
11214,2022 ,12065
11214,2023 ,7757
11215,2011 ,2057
11215,2012 ,2156
11215,2013 ,2541
11215,2014 ,3578
11215,2015 ,3978
11215,2016 ,4487
11215,2017 ,5242
11215,2018 ,5355
11215,2019 ,5514
11215,2020 ,6185
11215,2021 ,8433
11215,2022 ,9358
11215,2023 ,5207
11216,2011 ,2414
11216,2012 ,2877
11216,2013 ,3623
11216,2014 ,5594
11216,2015 ,6437
11216,2016 ,7178
11216,2017 ,6965
11216,2018 ,5783
11216,2019 ,6620
11216,2020 ,9921
11216,2021 ,11202
11216,2022 ,11340
11216,2023 ,5306
11217,2011 ,2250
11217,2012 ,2003
11217,2013 ,2543
11217,2014 ,2896
11217,2015 ,3718
11217,2016 ,4934
11217,2017 ,5795
11217,2018 ,4743
11217,2019 ,5948
11217,2020 ,6171
11217,2021 ,7353
11217,2022 ,10408
11217,2023 ,5330
11218,2011 ,2257
11218,2012 ,2400
11218,2013 ,3291
11218,2014 ,4392
11218,2015 ,5439
11218,2016 ,5657
11218,2017 ,7084
11218,2018 ,5829
11218,2019 ,6216
11218,2020 ,8078
11218,2021 ,8963
11218,2022 ,9777
11218,2023 ,6032
11219,2011 ,1688
11219,2012 ,1704
11219,2013 ,1868
11219,2014 ,3153
11219,2015 ,4269
11219,2016 ,4818
11219,2017 ,4952
11219,2018 ,4462
11219,2019 ,5005
11219,2020 ,6451
11219,2021 ,5295
11219,2022 ,6395
11219,2023 ,3962
11220,2011 ,2412
11220,2012 ,2472
11220,2013 ,2877
11220,2014 ,4280
11220,2015 ,6014
11220,2016 ,6516
11220,2017 ,7380
11220,2018 ,7349
11220,2019 ,7647
11220,2020 ,9426
11220,2021 ,9628
11220,2022 ,11724
11220,2023 ,7491
11221,2011 ,2595
11221,2012 ,3208
11221,2013 ,3792
11221,2014 ,5658
11221,2015 ,7139
11221,2016 ,8388
11221,2017 ,9289
11221,2018 ,9170
11221,2019 ,12250
11221,2020 ,16489
11221,2021 ,15458
11221,2022 ,15585
11221,2023 ,7802
11222,2011 ,1442
11222,2012 ,1638
11222,2013 ,2016
11222,2014 ,2677
11222,2015 ,3108
11222,2016 ,3898
11222,2017 ,4540
11222,2018 ,4320
11222,2019 ,5029
11222,2020 ,7264
11222,2021 ,8057
11222,2022 ,10435
11222,2023 ,6814
11223,2011 ,2534
11223,2012 ,2856
11223,2013 ,3134
11223,2014 ,3895
11223,2015 ,4969
11223,2016 ,5451
11223,2017 ,6754
11223,2018 ,7851
11223,2019 ,8156
11223,2020 ,7930
11223,2021 ,8727
11223,2022 ,10719
11223,2023 ,7761
11224,2011 ,869
11224,2012 ,782
11224,2013 ,787
11224,2014 ,1619
11224,2015 ,1828
11224,2016 ,2022
11224,2017 ,2107
11224,2018 ,2086
11224,2019 ,2159
11224,2020 ,3451
11224,2021 ,4097
11224,2022 ,4119
11224,2023 ,4790
11225,2011 ,2403
11225,2012 ,2752
11225,2013 ,3797
11225,2014 ,3883
11225,2015 ,5122
11225,2016 ,5471
11225,2017 ,7001
11225,2018 ,7013
11225,2019 ,7899
11225,2020 ,12199
11225,2021 ,10310
11225,2022 ,10214
11225,2023 ,5078
11226,2011 ,4732
11226,2012 ,6266
11226,2013 ,6470
11226,2014 ,8507
11226,2015 ,9682
11226,2016 ,10262
11226,2017 ,11634
11226,2018 ,11376
11226,2019 ,12882
11226,2020 ,19780
11226,2021 ,19442
11226,2022 ,16276
11226,2023 ,8943
11228,2011 ,972
11228,2012 ,908
11228,2013 ,1105
11228,2014 ,1910
11228,2015 ,2433
11228,2016 ,3703
11228,2017 ,4852
11228,2018 ,4609
11228,2019 ,4717
11228,2020 ,4421
11228,2021 ,4387
11228,2022 ,5043
11228,2023 ,3513
11229,2011 ,2624
11229,2012 ,2437
11229,2013 ,2827
11229,2014 ,3635
11229,2015 ,4175
11229,2016 ,4949
11229,2017 ,5578
11229,2018 ,5854
11229,2019 ,6185
11229,2020 ,7258
11229,2021 ,7930
11229,2022 ,8630
11229,2023 ,5507
11230,2011 ,3198
11230,2012 ,3241
11230,2013 ,3394
11230,2014 ,4770
11230,2015 ,5686
11230,2016 ,6215
11230,2017 ,6971
11230,2018 ,7780
11230,2019 ,7927
11230,2020 ,8198
11230,2021 ,9694
11230,2022 ,10765
11230,2023 ,6820
11231,2011 ,1137
11231,2012 ,1078
11231,2013 ,1503
11231,2014 ,1619
11231,2015 ,2091
11231,2016 ,2629
11231,2017 ,2643
11231,2018 ,2638
11231,2019 ,2931
11231,2020 ,3997
11231,2021 ,4674
11231,2022 ,6163
11231,2023 ,4874
11232,2011 ,968
11232,2012 ,1189
11232,2013 ,1352
11232,2014 ,1981
11232,2015 ,2409
11232,2016 ,2266
11232,2017 ,2668
11232,2018 ,2499
11232,2019 ,3175
11232,2020 ,3715
11232,2021 ,5023
11232,2022 ,5779
11232,2023 ,3150
11233,2011 ,1938
11233,2012 ,2236
11233,2013 ,2770
11233,2014 ,3879
11233,2015 ,4534
11233,2016 ,5295
11233,2017 ,6394
11233,2018 ,6817
11233,2019 ,7452
11233,2020 ,9604
11233,2021 ,12065
11233,2022 ,10650
11233,2023 ,4998
11234,2011 ,3117
11234,2012 ,3266
11234,2013 ,4023
11234,2014 ,5416
11234,2015 ,6807
11234,2016 ,8479
11234,2017 ,9267
11234,2018 ,8327
11234,2019 ,8745
11234,2020 ,10360
11234,2021 ,11097
11234,2022 ,10723
11234,2023 ,6103
11235,2011 ,2496
11235,2012 ,2437
11235,2013 ,2660
11235,2014 ,3876
11235,2015 ,4848
11235,2016 ,5820
11235,2017 ,5999
11235,2018 ,6292
11235,2019 ,6525
11235,2020 ,7331
11235,2021 ,7650
11235,2022 ,9882
11235,2023 ,7353
11236,2011 ,3097
11236,2012 ,3422
11236,2013 ,3338
11236,2014 ,4286
11236,2015 ,5676
11236,2016 ,6844
11236,2017 ,7557
11236,2018 ,7062
11236,2019 ,7221
11236,2020 ,10168
11236,2021 ,11021
11236,2022 ,8517
11236,2023 ,4599
11237,2011 ,2119
11237,2012 ,2460
11237,2013 ,3166
11237,2014 ,4446
11237,2015 ,5866
11237,2016 ,7533
11237,2017 ,8413
11237,2018 ,7519
11237,2019 ,9310
11237,2020 ,10939
11237,2021 ,11500
11237,2022 ,10670
11237,2023 ,5443
11238,2011 ,2912
11238,2012 ,3000
11238,2013 ,4083
11238,2014 ,5477
11238,2015 ,6531
11238,2016 ,7522
11238,2017 ,7540
11238,2018 ,7857
11238,2019 ,8260
11238,2020 ,9912
11238,2021 ,12156
11238,2022 ,11737
11238,2023 ,6259
11239,2011 ,67
11239,2012 ,66
11239,2013 ,72
11239,2014 ,220
11239,2015 ,301
11239,2016 ,255
11239,2017 ,319
11239,2018 ,444
11239,2019 ,349
11239,2020 ,924
11239,2021 ,1591
11239,2022 ,5767
11239,2023 ,3592
11241,2014 ,4
11241,2015 ,1
11241,2016 ,1
11241,2017 ,2
11241,2019 ,2
11241,2020 ,4
11241,2021 ,6
11241,2022 ,1
11241,2023 ,5
11242,2013 ,1
11242,2014 ,3
11242,2015 ,1
11242,2016 ,2
11242,2018 ,1
11242,2019 ,1
11242,2020 ,4
11242,2021 ,2
11242,2022 ,4
11242,2023 ,1
11243,2011 ,2
11249,2012 ,1102
11249,2013 ,2023
11249,2014 ,2337
11249,2015 ,2725
11249,2016 ,3561
11249,2017 ,3518
11249,2018 ,3523
11249,2019 ,3738
11249,2020 ,7948
11249,2021 ,5859
11249,2022 ,6422
11249,2023 ,3570
11251,2013 ,1
11251,2014 ,6
11251,2015 ,3
11251,2016 ,11
11251,2017 ,4
11251,2018 ,1
11251,2019 ,7
11251,2020 ,5
11251,2021 ,5
11251,2022 ,8
11251,2023 ,9
11354,2011 ,1258
11354,2012 ,1211
11354,2013 ,1783
11354,2014 ,1908
11354,2015 ,2454
11354,2016 ,2627
11354,2017 ,3352
11354,2018 ,3275
11354,2019 ,3417
11354,2020 ,4298
11354,2021 ,4054
11354,2022 ,4805
11354,2023 ,3084
11355,2011 ,1928
11355,2012 ,1986
11355,2013 ,2247
11355,2014 ,2845
11355,2015 ,3694
11355,2016 ,4907
11355,2017 ,5179
11355,2018 ,5655
11355,2019 ,5519
11355,2020 ,6096
11355,2021 ,7639
11355,2022 ,8941
11355,2023 ,4838
11356,2011 ,1052
11356,2012 ,919
11356,2013 ,1168
11356,2014 ,1808
11356,2015 ,1975
11356,2016 ,2566
11356,2017 ,3065
11356,2018 ,3051
11356,2019 ,3398
11356,2020 ,4255
11356,2021 ,5050
11356,2022 ,5197
11356,2023 ,2821
11357,2011 ,786
11357,2012 ,864
11357,2013 ,1000
11357,2014 ,1263
11357,2015 ,1716
11357,2016 ,1953
11357,2017 ,2445
11357,2018 ,2436
11357,2019 ,3122
11357,2020 ,3977
11357,2021 ,4988
11357,2022 ,5170
11357,2023 ,2429
11358,2011 ,1200
11358,2012 ,1043
11358,2013 ,1177
11358,2014 ,1764
11358,2015 ,2219
11358,2016 ,2193
11358,2017 ,2340
11358,2018 ,2631
11358,2019 ,2951
11358,2020 ,3184
11358,2021 ,3446
11358,2022 ,4490
11358,2023 ,2581
11359,2013 ,2
11359,2014 ,1
11359,2016 ,2
11359,2017 ,7
11359,2018 ,4
11359,2019 ,3
11359,2020 ,34
11359,2021 ,20
11359,2022 ,29
11359,2023 ,49
11360,2011 ,430
11360,2012 ,274
11360,2013 ,396
11360,2014 ,411
11360,2015 ,527
11360,2016 ,671
11360,2017 ,657
11360,2018 ,795
11360,2019 ,934
11360,2020 ,1123
11360,2021 ,1183
11360,2022 ,2054
11360,2023 ,1007
11361,2011 ,597
11361,2012 ,638
11361,2013 ,727
11361,2014 ,910
11361,2015 ,1291
11361,2016 ,1530
11361,2017 ,1792
11361,2018 ,1931
11361,2019 ,2290
11361,2020 ,2194
11361,2021 ,2564
11361,2022 ,3438
11361,2023 ,2242
11362,2011 ,261
11362,2012 ,280
11362,2013 ,343
11362,2014 ,493
11362,2015 ,490
11362,2016 ,637
11362,2017 ,647
11362,2018 ,706
11362,2019 ,782
11362,2020 ,977
11362,2021 ,860
11362,2022 ,910
11362,2023 ,596
11363,2011 ,173
11363,2012 ,148
11363,2013 ,206
11363,2014 ,249
11363,2015 ,358
11363,2016 ,373
11363,2017 ,351
11363,2018 ,428
11363,2019 ,473
11363,2020 ,414
11363,2021 ,386
11363,2022 ,507
11363,2023 ,266
11364,2011 ,444
11364,2012 ,411
11364,2013 ,542
11364,2014 ,743
11364,2015 ,900
11364,2016 ,1039
11364,2017 ,1279
11364,2018 ,1505
11364,2019 ,1390
11364,2020 ,1828
11364,2021 ,2144
11364,2022 ,2429
11364,2023 ,1561
11365,2011 ,932
11365,2012 ,918
11365,2013 ,1277
11365,2014 ,1620
11365,2015 ,1698
11365,2016 ,2288
11365,2017 ,2750
11365,2018 ,2802
11365,2019 ,3704
11365,2020 ,4874
11365,2021 ,5981
11365,2022 ,5893
11365,2023 ,3667
11366,2011 ,399
11366,2012 ,407
11366,2013 ,439
11366,2014 ,746
11366,2015 ,1810
11366,2016 ,1906
11366,2017 ,4130
11366,2018 ,5626
11366,2019 ,9041
11366,2020 ,9273
11366,2021 ,14355
11366,2022 ,7786
11366,2023 ,7211
11367,2011 ,914
11367,2012 ,853
11367,2013 ,982
11367,2014 ,1659
11367,2015 ,1577
11367,2016 ,1986
11367,2017 ,2367
11367,2018 ,2360
11367,2019 ,2086
11367,2020 ,2724
11367,2021 ,2351
11367,2022 ,3032
11367,2023 ,1700
11368,2011 ,3146
11368,2012 ,3657
11368,2013 ,4428
11368,2014 ,5994
11368,2015 ,7612
11368,2016 ,9113
11368,2017 ,9978
11368,2018 ,9080
11368,2019 ,10063
11368,2020 ,15540
11368,2021 ,17618
11368,2022 ,17306
11368,2023 ,9095
11369,2011 ,1692
11369,2012 ,1762
11369,2013 ,2112
11369,2014 ,2687
11369,2015 ,3228
11369,2016 ,3636
11369,2017 ,4165
11369,2018 ,3807
11369,2019 ,4749
11369,2020 ,4609
11369,2021 ,5336
11369,2022 ,6653
11369,2023 ,3224
11370,2011 ,856
11370,2012 ,912
11370,2013 ,1178
11370,2014 ,1629
11370,2015 ,1835
11370,2016 ,1856
11370,2017 ,2195
11370,2018 ,2741
11370,2019 ,2814
11370,2020 ,3239
11370,2021 ,3306
11370,2022 ,4090
11370,2023 ,1984
11371,2011 ,3
11371,2012 ,1
11371,2013 ,1
11371,2014 ,2
11371,2015 ,2
11371,2016 ,11
11371,2017 ,3
11371,2019 ,3
11371,2020 ,3
11371,2022 ,1
11372,2011 ,1835
11372,2012 ,2063
11372,2013 ,2367
11372,2014 ,3581
11372,2015 ,3559
11372,2016 ,3831
11372,2017 ,4387
11372,2018 ,4403
11372,2019 ,5040
11372,2020 ,8529
11372,2021 ,7487
11372,2022 ,8686
11372,2023 ,5437
11373,2011 ,2433
11373,2012 ,2987
11373,2013 ,3363
11373,2014 ,4329
11373,2015 ,5181
11373,2016 ,5705
11373,2017 ,6735
11373,2018 ,6755
11373,2019 ,6962
11373,2020 ,9130
11373,2021 ,11480
11373,2022 ,12659
11373,2023 ,6251
11374,2011 ,1182
11374,2012 ,1216
11374,2013 ,1673
11374,2014 ,1920
11374,2015 ,2471
11374,2016 ,2841
11374,2017 ,3190
11374,2018 ,3040
11374,2019 ,3881
11374,2020 ,5218
11374,2021 ,8220
11374,2022 ,5400
11374,2023 ,2984
11375,2011 ,1667
11375,2012 ,1502
11375,2013 ,1820
11375,2014 ,2354
11375,2015 ,3102
11375,2016 ,3008
11375,2017 ,3900
11375,2018 ,3713
11375,2019 ,3995
11375,2020 ,5669
11375,2021 ,4575
11375,2022 ,6729
11375,2023 ,4679
11377,2011 ,3155
11377,2012 ,3419
11377,2013 ,3392
11377,2014 ,4850
11377,2015 ,6211
11377,2016 ,6407
11377,2017 ,7947
11377,2018 ,7386
11377,2019 ,7929
11377,2020 ,10346
11377,2021 ,11705
11377,2022 ,12651
11377,2023 ,7707
11378,2011 ,1981
11378,2012 ,1748
11378,2013 ,2006
11378,2014 ,2854
11378,2015 ,3599
11378,2016 ,4916
11378,2017 ,5425
11378,2018 ,5879
11378,2019 ,6683
11378,2020 ,7665
11378,2021 ,9850
11378,2022 ,11620
11378,2023 ,6829
11379,2011 ,1362
11379,2012 ,1262
11379,2013 ,1582
11379,2014 ,1952
11379,2015 ,2729
11379,2016 ,3027
11379,2017 ,3809
11379,2018 ,4189
11379,2019 ,4655
11379,2020 ,4895
11379,2021 ,6874
11379,2022 ,8025
11379,2023 ,4564
11385,2011 ,3868
11385,2012 ,3683
11385,2013 ,4371
11385,2014 ,6131
11385,2015 ,8467
11385,2016 ,11255
11385,2017 ,12574
11385,2018 ,13316
11385,2019 ,17006
11385,2020 ,22162
11385,2021 ,22652
11385,2022 ,23540
11385,2023 ,12563
11411,2011 ,445
11411,2012 ,705
11411,2013 ,580
11411,2014 ,698
11411,2015 ,841
11411,2016 ,858
11411,2017 ,1021
11411,2018 ,1075
11411,2019 ,1526
11411,2020 ,1523
11411,2021 ,1906
11411,2022 ,2320
11411,2023 ,1260
11412,2011 ,967
11412,2012 ,1010
11412,2013 ,1050
11412,2014 ,1494
11412,2015 ,1718
11412,2016 ,1955
11412,2017 ,2406
11412,2018 ,2217
11412,2019 ,2702
11412,2020 ,3676
11412,2021 ,4080
11412,2022 ,3885
11412,2023 ,1949
11413,2011 ,988
11413,2012 ,1021
11413,2013 ,1058
11413,2014 ,1406
11413,2015 ,1709
11413,2016 ,1958
11413,2017 ,2455
11413,2018 ,2394
11413,2019 ,2614
11413,2020 ,3388
11413,2021 ,3823
11413,2022 ,3923
11413,2023 ,1985
11414,2011 ,616
11414,2012 ,686
11414,2013 ,725
11414,2014 ,1243
11414,2015 ,1485
11414,2016 ,1911
11414,2017 ,1956
11414,2018 ,1869
11414,2019 ,2167
11414,2020 ,2825
11414,2021 ,2854
11414,2022 ,3098
11414,2023 ,1568
11415,2011 ,1032
11415,2012 ,847
11415,2013 ,854
11415,2014 ,1376
11415,2015 ,1789
11415,2016 ,1907
11415,2017 ,1620
11415,2018 ,1548
11415,2019 ,1522
11415,2020 ,2350
11415,2021 ,1888
11415,2022 ,2011
11415,2023 ,1290
11416,2011 ,1043
11416,2012 ,1224
11416,2013 ,1493
11416,2014 ,2032
11416,2015 ,2630
11416,2016 ,3311
11416,2017 ,3708
11416,2018 ,4058
11416,2019 ,4016
11416,2020 ,5099
11416,2021 ,5584
11416,2022 ,4860
11416,2023 ,2451
11417,2011 ,1309
11417,2012 ,1241
11417,2013 ,1440
11417,2014 ,2204
11417,2015 ,2532
11417,2016 ,3073
11417,2017 ,3886
11417,2018 ,4337
11417,2019 ,4758
11417,2020 ,5695
11417,2021 ,6643
11417,2022 ,6127
11417,2023 ,3482
11418,2011 ,1652
11418,2012 ,1615
11418,2013 ,1853
11418,2014 ,2702
11418,2015 ,3303
11418,2016 ,4043
11418,2017 ,4917
11418,2018 ,4707
11418,2019 ,4650
11418,2020 ,5983
11418,2021 ,6755
11418,2022 ,6757
11418,2023 ,3319
11419,2011 ,2347
11419,2012 ,2536
11419,2013 ,2882
11419,2014 ,4474
11419,2015 ,5267
11419,2016 ,5854
11419,2017 ,6763
11419,2018 ,7219
11419,2019 ,9179
11419,2020 ,10777
11419,2021 ,11528
11419,2022 ,11806
11419,2023 ,6180
11420,2011 ,2186
11420,2012 ,2239
11420,2013 ,2417
11420,2014 ,3501
11420,2015 ,4513
11420,2016 ,5327
11420,2017 ,6185
11420,2018 ,6201
11420,2019 ,6980
11420,2020 ,8198
11420,2021 ,9869
11420,2022 ,10814
11420,2023 ,5534
11421,2011 ,1828
11421,2012 ,1875
11421,2013 ,2364
11421,2014 ,3370
11421,2015 ,4371
11421,2016 ,5070
11421,2017 ,6166
11421,2018 ,6299
11421,2019 ,7340
11421,2020 ,9391
11421,2021 ,10421
11421,2022 ,10056
11421,2023 ,6007
11422,2011 ,717
11422,2012 ,765
11422,2013 ,770
11422,2014 ,1196
11422,2015 ,1448
11422,2016 ,1447
11422,2017 ,1573
11422,2018 ,1884
11422,2019 ,1956
11422,2020 ,2534
11422,2021 ,2587
11422,2022 ,3083
11422,2023 ,1771
11423,2011 ,1096
11423,2012 ,1039
11423,2013 ,1066
11423,2014 ,1804
11423,2015 ,1922
11423,2016 ,2090
11423,2017 ,2273
11423,2018 ,2441
11423,2019 ,2807
11423,2020 ,2887
11423,2021 ,3648
11423,2022 ,3578
11423,2023 ,1902
11426,2011 ,481
11426,2012 ,334
11426,2013 ,399
11426,2014 ,501
11426,2015 ,620
11426,2016 ,764
11426,2017 ,1106
11426,2018 ,974
11426,2019 ,864
11426,2020 ,1140
11426,2021 ,1307
11426,2022 ,1380
11426,2023 ,880
11427,2011 ,479
11427,2012 ,494
11427,2013 ,527
11427,2014 ,727
11427,2015 ,1039
11427,2016 ,1260
11427,2017 ,1321
11427,2018 ,1087
11427,2019 ,1165
11427,2020 ,1315
11427,2021 ,1579
11427,2022 ,1595
11427,2023 ,930
11428,2011 ,532
11428,2012 ,533
11428,2013 ,540
11428,2014 ,1036
11428,2015 ,1204
11428,2016 ,1375
11428,2017 ,1354
11428,2018 ,1544
11428,2019 ,1629
