zip,year,class,count
10028,2014-01-01T00:00:00Z,C,238
10029,2014-01-01T00:00:00Z,A,563
10029,2014-01-01T00:00:00Z,B,2131
10029,2014-01-01T00:00:00Z,C,913
10030,2014-01-01T00:00:00Z,A,535
10030,2014-01-01T00:00:00Z,B,2022
10030,2014-01-01T00:00:00Z,C,831
10031,2014-01-01T00:00:00Z,A,1686
10031,2014-01-01T00:00:00Z,B,6202
10031,2014-01-01T00:00:00Z,C,2928
10032,2014-01-01T00:00:00Z,A,1674
10032,2014-01-01T00:00:00Z,B,5107
10032,2014-01-01T00:00:00Z,C,2546
10033,2014-01-01T00:00:00Z,A,1223
10033,2014-01-01T00:00:00Z,B,3948
10033,2014-01-01T00:00:00Z,C,1921
10034,2014-01-01T00:00:00Z,A,968
10034,2014-01-01T00:00:00Z,B,3604
10034,2014-01-01T00:00:00Z,C,1438
10035,2014-01-01T00:00:00Z,A,458
10035,2014-01-01T00:00:00Z,B,1543
10035,2014-01-01T00:00:00Z,C,608
10036,2014-01-01T00:00:00Z,A,165
10036,2014-01-01T00:00:00Z,B,533
10036,2014-01-01T00:00:00Z,C,231
10037,2014-01-01T00:00:00Z,A,163
10037,2014-01-01T00:00:00Z,B,657
10037,2014-01-01T00:00:00Z,C,196
10038,2014-01-01T00:00:00Z,A,23
10038,2014-01-01T00:00:00Z,B,31
10038,2014-01-01T00:00:00Z,C,19
10039,2014-01-01T00:00:00Z,A,349
10039,2014-01-01T00:00:00Z,B,1294
10039,2014-01-01T00:00:00Z,C,443
10040,2014-01-01T00:00:00Z,A,914
10040,2014-01-01T00:00:00Z,B,3088
10040,2014-01-01T00:00:00Z,C,1511
10044,2014-01-01T00:00:00Z,A,14
10044,2014-01-01T00:00:00Z,B,43
10044,2014-01-01T00:00:00Z,C,2
10065,2014-01-01T00:00:00Z,A,80
10065,2014-01-01T00:00:00Z,B,262
10065,2014-01-01T00:00:00Z,C,69
10069,2014-01-01T00:00:00Z,B,2
10075,2014-01-01T00:00:00Z,A,50
10075,2014-01-01T00:00:00Z,B,169
10075,2014-01-01T00:00:00Z,C,47
10128,2014-01-01T00:00:00Z,A,146
10128,2014-01-01T00:00:00Z,B,525
10128,2014-01-01T00:00:00Z,C,246
10129,2014-01-01T00:00:00Z,A,1
10129,2014-01-01T00:00:00Z,B,8
10129,2014-01-01T00:00:00Z,C,3
10280,2014-01-01T00:00:00Z,A,7
10280,2014-01-01T00:00:00Z,B,15
10280,2014-01-01T00:00:00Z,C,4
10282,2014-01-01T00:00:00Z,A,2
10282,2014-01-01T00:00:00Z,B,5
10301,2014-01-01T00:00:00Z,A,291
10301,2014-01-01T00:00:00Z,B,1181
10301,2014-01-01T00:00:00Z,C,348
10302,2014-01-01T00:00:00Z,A,121
10302,2014-01-01T00:00:00Z,B,507
10302,2014-01-01T00:00:00Z,C,156
10303,2014-01-01T00:00:00Z,A,150
10303,2014-01-01T00:00:00Z,B,838
10303,2014-01-01T00:00:00Z,C,275
10304,2014-01-01T00:00:00Z,A,215
10304,2014-01-01T00:00:00Z,B,933
10304,2014-01-01T00:00:00Z,C,314
10305,2014-01-01T00:00:00Z,A,68
10305,2014-01-01T00:00:00Z,B,212
10305,2014-01-01T00:00:00Z,C,85
10306,2014-01-01T00:00:00Z,A,69
10306,2014-01-01T00:00:00Z,B,277
10306,2014-01-01T00:00:00Z,C,132
10307,2014-01-01T00:00:00Z,A,17
10307,2014-01-01T00:00:00Z,B,43
10307,2014-01-01T00:00:00Z,C,21
10308,2014-01-01T00:00:00Z,A,9
10308,2014-01-01T00:00:00Z,B,46
10308,2014-01-01T00:00:00Z,C,12
10309,2014-01-01T00:00:00Z,A,16
10309,2014-01-01T00:00:00Z,B,53
10309,2014-01-01T00:00:00Z,C,26
10310,2014-01-01T00:00:00Z,A,114
10310,2014-01-01T00:00:00Z,B,625
10310,2014-01-01T00:00:00Z,C,184
10312,2014-01-01T00:00:00Z,A,29
10312,2014-01-01T00:00:00Z,B,115
10312,2014-01-01T00:00:00Z,C,46
10314,2014-01-01T00:00:00Z,A,78
10314,2014-01-01T00:00:00Z,B,277
10314,2014-01-01T00:00:00Z,C,95
10451,2014-01-01T00:00:00Z,A,893
10451,2014-01-01T00:00:00Z,B,3042
10451,2014-01-01T00:00:00Z,C,1018
10452,2014-01-01T00:00:00Z,A,2341
10452,2014-01-01T00:00:00Z,B,7051
10452,2014-01-01T00:00:00Z,C,2388
10453,2014-01-01T00:00:00Z,A,2455
10453,2014-01-01T00:00:00Z,B,7738
10453,2014-01-01T00:00:00Z,C,2724
10454,2014-01-01T00:00:00Z,A,555
10454,2014-01-01T00:00:00Z,B,1846
10454,2014-01-01T00:00:00Z,C,682
10455,2014-01-01T00:00:00Z,A,636
10455,2014-01-01T00:00:00Z,B,2179
10455,2014-01-01T00:00:00Z,C,862
10456,2014-01-01T00:00:00Z,A,1962
10456,2014-01-01T00:00:00Z,B,6389
10456,2014-01-01T00:00:00Z,C,2661
10457,2014-01-01T00:00:00Z,A,2685
10457,2014-01-01T00:00:00Z,B,8788
10457,2014-01-01T00:00:00Z,C,3048
10458,2014-01-01T00:00:00Z,A,2674
10458,2014-01-01T00:00:00Z,B,8167
10458,2014-01-01T00:00:00Z,C,2974
10459,2014-01-01T00:00:00Z,A,1039
10459,2014-01-01T00:00:00Z,B,3213
10459,2014-01-01T00:00:00Z,C,1297
10460,2014-01-01T00:00:00Z,A,1327
10460,2014-01-01T00:00:00Z,B,4143
10460,2014-01-01T00:00:00Z,C,1779
10461,2014-01-01T00:00:00Z,A,415
10461,2014-01-01T00:00:00Z,B,1183
10461,2014-01-01T00:00:00Z,C,327
10462,2014-01-01T00:00:00Z,A,796
10462,2014-01-01T00:00:00Z,B,2620
10462,2014-01-01T00:00:00Z,C,905
10463,2014-01-01T00:00:00Z,A,750
10463,2014-01-01T00:00:00Z,B,2309
10463,2014-01-01T00:00:00Z,C,847
10464,2014-01-01T00:00:00Z,A,6
10464,2014-01-01T00:00:00Z,B,31
10464,2014-01-01T00:00:00Z,C,10
10465,2014-01-01T00:00:00Z,A,59
10465,2014-01-01T00:00:00Z,B,212
10465,2014-01-01T00:00:00Z,C,84
10466,2014-01-01T00:00:00Z,A,985
10466,2014-01-01T00:00:00Z,B,3001
10466,2014-01-01T00:00:00Z,C,1415
10467,2014-01-01T00:00:00Z,A,2213
10467,2014-01-01T00:00:00Z,B,6821
10467,2014-01-01T00:00:00Z,C,2470
10468,2014-01-01T00:00:00Z,A,2190
10468,2014-01-01T00:00:00Z,B,6963
10468,2014-01-01T00:00:00Z,C,2593
10469,2014-01-01T00:00:00Z,A,484
10469,2014-01-01T00:00:00Z,B,1551
10469,2014-01-01T00:00:00Z,C,605
10470,2014-01-01T00:00:00Z,A,262
10470,2014-01-01T00:00:00Z,B,949
10470,2014-01-01T00:00:00Z,C,468
10471,2014-01-01T00:00:00Z,A,71
10471,2014-01-01T00:00:00Z,B,158
10471,2014-01-01T00:00:00Z,C,39
10472,2014-01-01T00:00:00Z,A,1409
10472,2014-01-01T00:00:00Z,B,5045
10472,2014-01-01T00:00:00Z,C,1680
10473,2014-01-01T00:00:00Z,A,209
10473,2014-01-01T00:00:00Z,B,770
10473,2014-01-01T00:00:00Z,C,303
10474,2014-01-01T00:00:00Z,A,244
10474,2014-01-01T00:00:00Z,B,788
10474,2014-01-01T00:00:00Z,C,274
10475,2014-01-01T00:00:00Z,A,33
10475,2014-01-01T00:00:00Z,B,111
10475,2014-01-01T00:00:00Z,C,27
11004,2014-01-01T00:00:00Z,B,2
11004,2014-01-01T00:00:00Z,C,2
11101,2014-01-01T00:00:00Z,A,99
11101,2014-01-01T00:00:00Z,B,387
11101,2014-01-01T00:00:00Z,C,146
11102,2014-01-01T00:00:00Z,A,107
11102,2014-01-01T00:00:00Z,B,418
11102,2014-01-01T00:00:00Z,C,143
11103,2014-01-01T00:00:00Z,A,172
11103,2014-01-01T00:00:00Z,B,627
11103,2014-01-01T00:00:00Z,C,236
11104,2014-01-01T00:00:00Z,A,111
11104,2014-01-01T00:00:00Z,B,556
11104,2014-01-01T00:00:00Z,C,146
11105,2014-01-01T00:00:00Z,A,108
11105,2014-01-01T00:00:00Z,B,406
11105,2014-01-01T00:00:00Z,C,139
11106,2014-01-01T00:00:00Z,A,99
11106,2014-01-01T00:00:00Z,B,447
11106,2014-01-01T00:00:00Z,C,188
11109,2014-01-01T00:00:00Z,B,1
11201,2014-01-01T00:00:00Z,A,87
11201,2014-01-01T00:00:00Z,B,262
11201,2014-01-01T00:00:00Z,C,114
11203,2014-01-01T00:00:00Z,A,693
11203,2014-01-01T00:00:00Z,B,3099
11203,2014-01-01T00:00:00Z,C,1315
11204,2014-01-01T00:00:00Z,A,255
11204,2014-01-01T00:00:00Z,B,1010
11204,2014-01-01T00:00:00Z,C,292
11205,2014-01-01T00:00:00Z,A,109
11205,2014-01-01T00:00:00Z,B,531
11205,2014-01-01T00:00:00Z,C,196
11206,2014-01-01T00:00:00Z,A,525
11206,2014-01-01T00:00:00Z,B,1886
11206,2014-01-01T00:00:00Z,C,847
11207,2014-01-01T00:00:00Z,A,1083
11207,2014-01-01T00:00:00Z,B,4537
11207,2014-01-01T00:00:00Z,C,2106
11208,2014-01-01T00:00:00Z,A,923
11208,2014-01-01T00:00:00Z,B,3379
11208,2014-01-01T00:00:00Z,C,1825
11209,2014-01-01T00:00:00Z,A,395
11209,2014-01-01T00:00:00Z,B,1017
11209,2014-01-01T00:00:00Z,C,311
11210,2014-01-01T00:00:00Z,A,557
11210,2014-01-01T00:00:00Z,B,1838
11210,2014-01-01T00:00:00Z,C,626
11211,2014-01-01T00:00:00Z,A,447
11211,2014-01-01T00:00:00Z,B,1532
11211,2014-01-01T00:00:00Z,C,497
11212,2014-01-01T00:00:00Z,A,1319
11212,2014-01-01T00:00:00Z,B,5129
11212,2014-01-01T00:00:00Z,C,2026
11213,2014-01-01T00:00:00Z,A,1302
11213,2014-01-01T00:00:00Z,B,4794
11213,2014-01-01T00:00:00Z,C,1779
11214,2014-01-01T00:00:00Z,A,424
11214,2014-01-01T00:00:00Z,B,1286
11214,2014-01-01T00:00:00Z,C,433
11215,2014-01-01T00:00:00Z,A,249
11215,2014-01-01T00:00:00Z,B,853
11215,2014-01-01T00:00:00Z,C,323
11216,2014-01-01T00:00:00Z,A,941
11216,2014-01-01T00:00:00Z,B,3578
11216,2014-01-01T00:00:00Z,C,1575
11217,2014-01-01T00:00:00Z,A,115
11217,2014-01-01T00:00:00Z,B,421
11217,2014-01-01T00:00:00Z,C,191
11218,2014-01-01T00:00:00Z,A,540
11218,2014-01-01T00:00:00Z,B,1861
11218,2014-01-01T00:00:00Z,C,615
11219,2014-01-01T00:00:00Z,A,345
11219,2014-01-01T00:00:00Z,B,1190
11219,2014-01-01T00:00:00Z,C,452
11220,2014-01-01T00:00:00Z,A,755
11220,2014-01-01T00:00:00Z,B,2322
11220,2014-01-01T00:00:00Z,C,1032
11221,2014-01-01T00:00:00Z,A,907
11221,2014-01-01T00:00:00Z,B,3980
11221,2014-01-01T00:00:00Z,C,1971
11222,2014-01-01T00:00:00Z,A,226
11222,2014-01-01T00:00:00Z,B,874
11222,2014-01-01T00:00:00Z,C,285
11223,2014-01-01T00:00:00Z,A,251
11223,2014-01-01T00:00:00Z,B,869
11223,2014-01-01T00:00:00Z,C,339
11224,2014-01-01T00:00:00Z,A,195
11224,2014-01-01T00:00:00Z,B,604
11224,2014-01-01T00:00:00Z,C,210
11225,2014-01-01T00:00:00Z,A,1195
11225,2014-01-01T00:00:00Z,B,4305
11225,2014-01-01T00:00:00Z,C,1531
11226,2014-01-01T00:00:00Z,A,2657
11226,2014-01-01T00:00:00Z,B,8880
11226,2014-01-01T00:00:00Z,C,3005
11228,2014-01-01T00:00:00Z,A,37
11228,2014-01-01T00:00:00Z,B,130
11228,2014-01-01T00:00:00Z,C,39
11229,2014-01-01T00:00:00Z,A,325
11229,2014-01-01T00:00:00Z,B,1373
11229,2014-01-01T00:00:00Z,C,388
11230,2014-01-01T00:00:00Z,A,900
11230,2014-01-01T00:00:00Z,B,2401
11230,2014-01-01T00:00:00Z,C,852
11231,2014-01-01T00:00:00Z,A,75
11231,2014-01-01T00:00:00Z,B,408
11231,2014-01-01T00:00:00Z,C,100
11232,2014-01-01T00:00:00Z,A,214
11232,2014-01-01T00:00:00Z,B,668
11232,2014-01-01T00:00:00Z,C,254
11233,2014-01-01T00:00:00Z,A,1054
11233,2014-01-01T00:00:00Z,B,4550
11233,2014-01-01T00:00:00Z,C,2320
11234,2014-01-01T00:00:00Z,A,85
11234,2014-01-01T00:00:00Z,B,493
11234,2014-01-01T00:00:00Z,C,158
11235,2014-01-01T00:00:00Z,A,406
11235,2014-01-01T00:00:00Z,B,1523
11235,2014-01-01T00:00:00Z,C,431
11236,2014-01-01T00:00:00Z,A,220
11236,2014-01-01T00:00:00Z,B,1360
11236,2014-01-01T00:00:00Z,C,483
11237,2014-01-01T00:00:00Z,A,787
11237,2014-01-01T00:00:00Z,B,3136
11237,2014-01-01T00:00:00Z,C,1311
11238,2014-01-01T00:00:00Z,A,650
11238,2014-01-01T00:00:00Z,B,2275
11238,2014-01-01T00:00:00Z,C,826
11239,2014-01-01T00:00:00Z,A,14
11239,2014-01-01T00:00:00Z,B,53
11239,2014-01-01T00:00:00Z,C,11
11249,2014-01-01T00:00:00Z,A,69
11249,2014-01-01T00:00:00Z,B,241
11249,2014-01-01T00:00:00Z,C,77
11354,2014-01-01T00:00:00Z,A,127
11354,2014-01-01T00:00:00Z,B,408
11354,2014-01-01T00:00:00Z,C,127
11355,2014-01-01T00:00:00Z,A,135
11355,2014-01-01T00:00:00Z,B,731
11355,2014-01-01T00:00:00Z,C,165
11356,2014-01-01T00:00:00Z,A,11
11356,2014-01-01T00:00:00Z,B,91
11356,2014-01-01T00:00:00Z,C,35
11357,2014-01-01T00:00:00Z,A,7
11357,2014-01-01T00:00:00Z,B,47
11357,2014-01-01T00:00:00Z,C,7
11358,2014-01-01T00:00:00Z,A,30
11358,2014-01-01T00:00:00Z,B,117
11358,2014-01-01T00:00:00Z,C,41
11360,2014-01-01T00:00:00Z,A,8
11360,2014-01-01T00:00:00Z,B,21
11360,2014-01-01T00:00:00Z,C,5
11361,2014-01-01T00:00:00Z,A,9
11361,2014-01-01T00:00:00Z,B,67
11361,2014-01-01T00:00:00Z,C,6
11362,2014-01-01T00:00:00Z,A,1
11362,2014-01-01T00:00:00Z,B,8
11362,2014-01-01T00:00:00Z,C,2
11363,2014-01-01T00:00:00Z,A,5
11363,2014-01-01T00:00:00Z,B,7
11363,2014-01-01T00:00:00Z,C,7
11364,2014-01-01T00:00:00Z,A,12
11364,2014-01-01T00:00:00Z,B,136
11364,2014-01-01T00:00:00Z,C,16
11365,2014-01-01T00:00:00Z,A,29
11365,2014-01-01T00:00:00Z,B,58
11365,2014-01-01T00:00:00Z,C,31
11366,2014-01-01T00:00:00Z,A,2
11366,2014-01-01T00:00:00Z,B,20
11366,2014-01-01T00:00:00Z,C,10
11367,2014-01-01T00:00:00Z,A,178
11367,2014-01-01T00:00:00Z,B,715
11367,2014-01-01T00:00:00Z,C,223
11368,2014-01-01T00:00:00Z,A,403
11368,2014-01-01T00:00:00Z,B,1225
11368,2014-01-01T00:00:00Z,C,476
11369,2014-01-01T00:00:00Z,A,101
11369,2014-01-01T00:00:00Z,B,337
11369,2014-01-01T00:00:00Z,C,136
11370,2014-01-01T00:00:00Z,A,18
11370,2014-01-01T00:00:00Z,B,98
11370,2014-01-01T00:00:00Z,C,36
11372,2014-01-01T00:00:00Z,A,308
11372,2014-01-01T00:00:00Z,B,932
11372,2014-01-01T00:00:00Z,C,340
11373,2014-01-01T00:00:00Z,A,250
11373,2014-01-01T00:00:00Z,B,913
11373,2014-01-01T00:00:00Z,C,339
11374,2014-01-01T00:00:00Z,A,125
11374,2014-01-01T00:00:00Z,B,440
11374,2014-01-01T00:00:00Z,C,98
11375,2014-01-01T00:00:00Z,A,179
11375,2014-01-01T00:00:00Z,B,505
11375,2014-01-01T00:00:00Z,C,127
11377,2014-01-01T00:00:00Z,A,286
11377,2014-01-01T00:00:00Z,B,1030
11377,2014-01-01T00:00:00Z,C,321
11378,2014-01-01T00:00:00Z,A,73
11378,2014-01-01T00:00:00Z,B,222
11378,2014-01-01T00:00:00Z,C,94
11379,2014-01-01T00:00:00Z,A,37
11379,2014-01-01T00:00:00Z,B,120
11379,2014-01-01T00:00:00Z,C,37
11385,2014-01-01T00:00:00Z,A,465
11385,2014-01-01T00:00:00Z,B,1768
11385,2014-01-01T00:00:00Z,C,618
11411,2014-01-01T00:00:00Z,A,7
11411,2014-01-01T00:00:00Z,B,76
11411,2014-01-01T00:00:00Z,C,37
11412,2014-01-01T00:00:00Z,A,70
11412,2014-01-01T00:00:00Z,B,394
11412,2014-01-01T00:00:00Z,C,206
11413,2014-01-01T00:00:00Z,A,26
11413,2014-01-01T00:00:00Z,B,325
11413,2014-01-01T00:00:00Z,C,183
11414,2014-01-01T00:00:00Z,A,16
11414,2014-01-01T00:00:00Z,B,85
11414,2014-01-01T00:00:00Z,C,34
11415,2014-01-01T00:00:00Z,A,100
11415,2014-01-01T00:00:00Z,B,356
11415,2014-01-01T00:00:00Z,C,96
11416,2014-01-01T00:00:00Z,A,61
11416,2014-01-01T00:00:00Z,B,317
11416,2014-01-01T00:00:00Z,C,146
11417,2014-01-01T00:00:00Z,A,54
11417,2014-01-01T00:00:00Z,B,187
11417,2014-01-01T00:00:00Z,C,101
11418,2014-01-01T00:00:00Z,A,89
11418,2014-01-01T00:00:00Z,B,450
11418,2014-01-01T00:00:00Z,C,156
11419,2014-01-01T00:00:00Z,A,107
11419,2014-01-01T00:00:00Z,B,487
11419,2014-01-01T00:00:00Z,C,191
11420,2014-01-01T00:00:00Z,A,53
11420,2014-01-01T00:00:00Z,B,308
11420,2014-01-01T00:00:00Z,C,117
11421,2014-01-01T00:00:00Z,A,72
11421,2014-01-01T00:00:00Z,B,361
11421,2014-01-01T00:00:00Z,C,155
11422,2014-01-01T00:00:00Z,A,9
11422,2014-01-01T00:00:00Z,B,137
11422,2014-01-01T00:00:00Z,C,68
11423,2014-01-01T00:00:00Z,A,66
11423,2014-01-01T00:00:00Z,B,410
11423,2014-01-01T00:00:00Z,C,113
11426,2014-01-01T00:00:00Z,B,10
11426,2014-01-01T00:00:00Z,C,1
11427,2014-01-01T00:00:00Z,A,35
11427,2014-01-01T00:00:00Z,B,254
11427,2014-01-01T00:00:00Z,C,48
11428,2014-01-01T00:00:00Z,A,23
11428,2014-01-01T00:00:00Z,B,155
11428,2014-01-01T00:00:00Z,C,41
11429,2014-01-01T00:00:00Z,A,27
11429,2014-01-01T00:00:00Z,B,166
11429,2014-01-01T00:00:00Z,C,83
11430,2014-01-01T00:00:00Z,A,3
11430,2014-01-01T00:00:00Z,B,1
11432,2014-01-01T00:00:00Z,A,213
11432,2014-01-01T00:00:00Z,B,833
11432,2014-01-01T00:00:00Z,C,220
11433,2014-01-01T00:00:00Z,A,90
11433,2014-01-01T00:00:00Z,B,550
11433,2014-01-01T00:00:00Z,C,252
11434,2014-01-01T00:00:00Z,A,88
11434,2014-01-01T00:00:00Z,B,529
11434,2014-01-01T00:00:00Z,C,212
11435,2014-01-01T00:00:00Z,A,187
11435,2014-01-01T00:00:00Z,B,667
11435,2014-01-01T00:00:00Z,C,393
11436,2014-01-01T00:00:00Z,A,22
11436,2014-01-01T00:00:00Z,B,177
11436,2014-01-01T00:00:00Z,C,90
11452,2014-01-01T00:00:00Z,A,1
11691,2014-01-01T00:00:00Z,A,331
11691,2014-01-01T00:00:00Z,B,1195
11691,2014-01-01T00:00:00Z,C,646
11692,2014-01-01T00:00:00Z,A,117
11692,2014-01-01T00:00:00Z,B,393
11692,2014-01-01T00:00:00Z,C,112
11693,2014-01-01T00:00:00Z,A,21
11693,2014-01-01T00:00:00Z,B,134
11693,2014-01-01T00:00:00Z,C,56
11694,2014-01-01T00:00:00Z,A,57
11694,2014-01-01T00:00:00Z,B,215
11694,2014-01-01T00:00:00Z,C,58
11697,2014-01-01T00:00:00Z,A,1
11697,2014-01-01T00:00:00Z,B,3
NA,2014-01-01T00:00:00Z,A,4
NA,2014-01-01T00:00:00Z,B,30
NA,2014-01-01T00:00:00Z,C,16
2015,2015-01-01T00:00:00Z,C,1
10001,2015-01-01T00:00:00Z,A,141
10001,2015-01-01T00:00:00Z,B,247
10001,2015-01-01T00:00:00Z,C,88
10002,2015-01-01T00:00:00Z,A,699
10002,2015-01-01T00:00:00Z,B,1623
10002,2015-01-01T00:00:00Z,C,794
10003,2015-01-01T00:00:00Z,A,508
10003,2015-01-01T00:00:00Z,B,955
10003,2015-01-01T00:00:00Z,C,478
10005,2015-01-01T00:00:00Z,A,5
10005,2015-01-01T00:00:00Z,B,3
10005,2015-01-01T00:00:00Z,C,2
10006,2015-01-01T00:00:00Z,A,2
10006,2015-01-01T00:00:00Z,C,1
10007,2015-01-01T00:00:00Z,A,10
10007,2015-01-01T00:00:00Z,B,3
10007,2015-01-01T00:00:00Z,C,3
10009,2015-01-01T00:00:00Z,A,589
10009,2015-01-01T00:00:00Z,B,1187
10009,2015-01-01T00:00:00Z,C,404
10010,2015-01-01T00:00:00Z,A,86
10010,2015-01-01T00:00:00Z,B,149
10010,2015-01-01T00:00:00Z,C,82
10011,2015-01-01T00:00:00Z,A,382
10011,2015-01-01T00:00:00Z,B,613
10011,2015-01-01T00:00:00Z,C,416
10012,2015-01-01T00:00:00Z,A,324
10012,2015-01-01T00:00:00Z,B,502
10012,2015-01-01T00:00:00Z,C,320
10013,2015-01-01T00:00:00Z,A,175
10013,2015-01-01T00:00:00Z,B,388
10013,2015-01-01T00:00:00Z,C,200
10014,2015-01-01T00:00:00Z,A,367
10014,2015-01-01T00:00:00Z,B,548
10014,2015-01-01T00:00:00Z,C,247
10016,2015-01-01T00:00:00Z,A,351
10016,2015-01-01T00:00:00Z,B,456
10016,2015-01-01T00:00:00Z,C,185
10017,2015-01-01T00:00:00Z,A,64
10017,2015-01-01T00:00:00Z,B,129
10017,2015-01-01T00:00:00Z,C,27
10018,2015-01-01T00:00:00Z,A,50
10018,2015-01-01T00:00:00Z,B,78
10018,2015-01-01T00:00:00Z,C,98
10019,2015-01-01T00:00:00Z,A,371
10019,2015-01-01T00:00:00Z,B,920
10019,2015-01-01T00:00:00Z,C,406
10021,2015-01-01T00:00:00Z,A,161
10021,2015-01-01T00:00:00Z,B,289
10021,2015-01-01T00:00:00Z,C,132
10022,2015-01-01T00:00:00Z,A,185
10022,2015-01-01T00:00:00Z,B,317
10022,2015-01-01T00:00:00Z,C,120
10023,2015-01-01T00:00:00Z,A,316
10023,2015-01-01T00:00:00Z,B,592
10023,2015-01-01T00:00:00Z,C,246
10024,2015-01-01T00:00:00Z,A,453
10024,2015-01-01T00:00:00Z,B,794
10024,2015-01-01T00:00:00Z,C,342
10025,2015-01-01T00:00:00Z,A,862
10025,2015-01-01T00:00:00Z,B,1858
10025,2015-01-01T00:00:00Z,C,740
10026,2015-01-01T00:00:00Z,A,633
10026,2015-01-01T00:00:00Z,B,1580
10026,2015-01-01T00:00:00Z,C,717
10027,2015-01-01T00:00:00Z,A,1136
10027,2015-01-01T00:00:00Z,B,3022
10027,2015-01-01T00:00:00Z,C,1346
10028,2015-01-01T00:00:00Z,A,276
10028,2015-01-01T00:00:00Z,B,456
10028,2015-01-01T00:00:00Z,C,246
10029,2015-01-01T00:00:00Z,A,1121
10029,2015-01-01T00:00:00Z,B,2646
10029,2015-01-01T00:00:00Z,C,1217
10030,2015-01-01T00:00:00Z,A,747
10030,2015-01-01T00:00:00Z,B,1894
10030,2015-01-01T00:00:00Z,C,859
10031,2015-01-01T00:00:00Z,A,2557
10031,2015-01-01T00:00:00Z,B,7083
10031,2015-01-01T00:00:00Z,C,2875
10032,2015-01-01T00:00:00Z,A,2485
10032,2015-01-01T00:00:00Z,B,6128
10032,2015-01-01T00:00:00Z,C,2570
10033,2015-01-01T00:00:00Z,A,1514
10033,2015-01-01T00:00:00Z,B,4283
10033,2015-01-01T00:00:00Z,C,1759
10034,2015-01-01T00:00:00Z,A,1467
10034,2015-01-01T00:00:00Z,B,4540
10034,2015-01-01T00:00:00Z,C,1387
10035,2015-01-01T00:00:00Z,A,824
10035,2015-01-01T00:00:00Z,B,1949
10035,2015-01-01T00:00:00Z,C,645
10036,2015-01-01T00:00:00Z,A,288
10036,2015-01-01T00:00:00Z,B,621
10036,2015-01-01T00:00:00Z,C,260
10037,2015-01-01T00:00:00Z,A,269
10037,2015-01-01T00:00:00Z,B,890
10037,2015-01-01T00:00:00Z,C,228
10038,2015-01-01T00:00:00Z,A,40
10038,2015-01-01T00:00:00Z,B,48
10038,2015-01-01T00:00:00Z,C,34
10039,2015-01-01T00:00:00Z,A,507
10039,2015-01-01T00:00:00Z,B,1615
10039,2015-01-01T00:00:00Z,C,559
10040,2015-01-01T00:00:00Z,A,1380
10040,2015-01-01T00:00:00Z,B,3365
10040,2015-01-01T00:00:00Z,C,1345
10044,2015-01-01T00:00:00Z,A,26
10044,2015-01-01T00:00:00Z,B,26
10044,2015-01-01T00:00:00Z,C,7
10065,2015-01-01T00:00:00Z,A,190
10065,2015-01-01T00:00:00Z,B,344
10065,2015-01-01T00:00:00Z,C,170
10075,2015-01-01T00:00:00Z,A,77
10075,2015-01-01T00:00:00Z,B,121
10075,2015-01-01T00:00:00Z,C,94
10128,2015-01-01T00:00:00Z,A,271
10128,2015-01-01T00:00:00Z,B,532
10128,2015-01-01T00:00:00Z,C,205
10129,2015-01-01T00:00:00Z,A,5
10129,2015-01-01T00:00:00Z,B,11
10129,2015-01-01T00:00:00Z,C,1
10280,2015-01-01T00:00:00Z,A,14
10280,2015-01-01T00:00:00Z,B,26
10280,2015-01-01T00:00:00Z,C,2
10282,2015-01-01T00:00:00Z,A,3
10301,2015-01-01T00:00:00Z,A,535
10301,2015-01-01T00:00:00Z,B,1613
10301,2015-01-01T00:00:00Z,C,431
10302,2015-01-01T00:00:00Z,A,152
10302,2015-01-01T00:00:00Z,B,539
10302,2015-01-01T00:00:00Z,C,136
10303,2015-01-01T00:00:00Z,A,142
10303,2015-01-01T00:00:00Z,B,469
10303,2015-01-01T00:00:00Z,C,155
10304,2015-01-01T00:00:00Z,A,299
10304,2015-01-01T00:00:00Z,B,787
10304,2015-01-01T00:00:00Z,C,272
10305,2015-01-01T00:00:00Z,A,59
10305,2015-01-01T00:00:00Z,B,121
10305,2015-01-01T00:00:00Z,C,46
10306,2015-01-01T00:00:00Z,A,54
10306,2015-01-01T00:00:00Z,B,159
10306,2015-01-01T00:00:00Z,C,76
10307,2015-01-01T00:00:00Z,A,8
10307,2015-01-01T00:00:00Z,B,44
10307,2015-01-01T00:00:00Z,C,28
10308,2015-01-01T00:00:00Z,A,15
10308,2015-01-01T00:00:00Z,B,47
10308,2015-01-01T00:00:00Z,C,14
10309,2015-01-01T00:00:00Z,A,2
10309,2015-01-01T00:00:00Z,B,14
10309,2015-01-01T00:00:00Z,C,14
10310,2015-01-01T00:00:00Z,A,104
10310,2015-01-01T00:00:00Z,B,467
10310,2015-01-01T00:00:00Z,C,121
10312,2015-01-01T00:00:00Z,A,21
10312,2015-01-01T00:00:00Z,B,46
10312,2015-01-01T00:00:00Z,C,23
10314,2015-01-01T00:00:00Z,A,71
10314,2015-01-01T00:00:00Z,B,190
10314,2015-01-01T00:00:00Z,C,63
10435,2015-01-01T00:00:00Z,C,1
10451,2015-01-01T00:00:00Z,A,1395
10451,2015-01-01T00:00:00Z,B,3545
10451,2015-01-01T00:00:00Z,C,1008
10452,2015-01-01T00:00:00Z,A,2708
