zip,year,class,count
10456,2017-01-01T00:00:00Z,C,2829
10457,2017-01-01T00:00:00Z,A,3538
10457,2017-01-01T00:00:00Z,B,9574
10457,2017-01-01T00:00:00Z,C,2831
10458,2017-01-01T00:00:00Z,A,3430
10458,2017-01-01T00:00:00Z,B,8726
10458,2017-01-01T00:00:00Z,C,2992
10459,2017-01-01T00:00:00Z,A,1828
10459,2017-01-01T00:00:00Z,B,4853
10459,2017-01-01T00:00:00Z,C,1735
10460,2017-01-01T00:00:00Z,A,2181
10460,2017-01-01T00:00:00Z,B,5146
10460,2017-01-01T00:00:00Z,C,1566
10461,2017-01-01T00:00:00Z,A,585
10461,2017-01-01T00:00:00Z,B,1108
10461,2017-01-01T00:00:00Z,C,391
10462,2017-01-01T00:00:00Z,A,1052
10462,2017-01-01T00:00:00Z,B,2847
10462,2017-01-01T00:00:00Z,C,749
10463,2017-01-01T00:00:00Z,A,986
10463,2017-01-01T00:00:00Z,B,2697
10463,2017-01-01T00:00:00Z,C,970
10464,2017-01-01T00:00:00Z,A,27
10464,2017-01-01T00:00:00Z,B,62
10464,2017-01-01T00:00:00Z,C,8
10465,2017-01-01T00:00:00Z,A,58
10465,2017-01-01T00:00:00Z,B,199
10465,2017-01-01T00:00:00Z,C,81
10466,2017-01-01T00:00:00Z,A,1088
10466,2017-01-01T00:00:00Z,B,3296
10466,2017-01-01T00:00:00Z,C,1230
10467,2017-01-01T00:00:00Z,A,2854
10467,2017-01-01T00:00:00Z,B,7680
10467,2017-01-01T00:00:00Z,C,2448
10468,2017-01-01T00:00:00Z,A,2796
10468,2017-01-01T00:00:00Z,B,7256
10468,2017-01-01T00:00:00Z,C,2532
10469,2017-01-01T00:00:00Z,A,401
10469,2017-01-01T00:00:00Z,B,1273
10469,2017-01-01T00:00:00Z,C,388
10470,2017-01-01T00:00:00Z,A,287
10470,2017-01-01T00:00:00Z,B,924
10470,2017-01-01T00:00:00Z,C,373
10471,2017-01-01T00:00:00Z,A,78
10471,2017-01-01T00:00:00Z,B,124
10471,2017-01-01T00:00:00Z,C,31
10472,2017-01-01T00:00:00Z,A,1829
10472,2017-01-01T00:00:00Z,B,4808
10472,2017-01-01T00:00:00Z,C,1706
10473,2017-01-01T00:00:00Z,A,437
10473,2017-01-01T00:00:00Z,B,959
10473,2017-01-01T00:00:00Z,C,250
10474,2017-01-01T00:00:00Z,A,362
10474,2017-01-01T00:00:00Z,B,933
10474,2017-01-01T00:00:00Z,C,338
10475,2017-01-01T00:00:00Z,A,94
10475,2017-01-01T00:00:00Z,B,140
10475,2017-01-01T00:00:00Z,C,21
11001,2017-01-01T00:00:00Z,A,5
11001,2017-01-01T00:00:00Z,B,17
11004,2017-01-01T00:00:00Z,B,4
11005,2017-01-01T00:00:00Z,A,4
11005,2017-01-01T00:00:00Z,C,1
11040,2017-01-01T00:00:00Z,C,2
11101,2017-01-01T00:00:00Z,A,199
11101,2017-01-01T00:00:00Z,B,411
11101,2017-01-01T00:00:00Z,C,131
11102,2017-01-01T00:00:00Z,A,288
11102,2017-01-01T00:00:00Z,B,423
11102,2017-01-01T00:00:00Z,C,144
11103,2017-01-01T00:00:00Z,A,273
11103,2017-01-01T00:00:00Z,B,479
11103,2017-01-01T00:00:00Z,C,160
11104,2017-01-01T00:00:00Z,A,251
11104,2017-01-01T00:00:00Z,B,629
11104,2017-01-01T00:00:00Z,C,143
11105,2017-01-01T00:00:00Z,A,247
11105,2017-01-01T00:00:00Z,B,476
11105,2017-01-01T00:00:00Z,C,195
11106,2017-01-01T00:00:00Z,A,291
11106,2017-01-01T00:00:00Z,B,469
11106,2017-01-01T00:00:00Z,C,144
11109,2017-01-01T00:00:00Z,A,6
11201,2017-01-01T00:00:00Z,A,300
11201,2017-01-01T00:00:00Z,B,365
11201,2017-01-01T00:00:00Z,C,210
11203,2017-01-01T00:00:00Z,A,1615
11203,2017-01-01T00:00:00Z,B,4504
11203,2017-01-01T00:00:00Z,C,1628
11204,2017-01-01T00:00:00Z,A,561
11204,2017-01-01T00:00:00Z,B,1104
11204,2017-01-01T00:00:00Z,C,352
11205,2017-01-01T00:00:00Z,A,462
11205,2017-01-01T00:00:00Z,B,747
11205,2017-01-01T00:00:00Z,C,315
11206,2017-01-01T00:00:00Z,A,1608
11206,2017-01-01T00:00:00Z,B,3090
11206,2017-01-01T00:00:00Z,C,1146
11207,2017-01-01T00:00:00Z,A,2792
11207,2017-01-01T00:00:00Z,B,7200
11207,2017-01-01T00:00:00Z,C,2923
11208,2017-01-01T00:00:00Z,A,2169
11208,2017-01-01T00:00:00Z,B,5757
11208,2017-01-01T00:00:00Z,C,1907
11209,2017-01-01T00:00:00Z,A,703
11209,2017-01-01T00:00:00Z,B,1288
11209,2017-01-01T00:00:00Z,C,383
11210,2017-01-01T00:00:00Z,A,952
11210,2017-01-01T00:00:00Z,B,2199
11210,2017-01-01T00:00:00Z,C,707
11211,2017-01-01T00:00:00Z,A,1156
11211,2017-01-01T00:00:00Z,B,2245
11211,2017-01-01T00:00:00Z,C,605
11212,2017-01-01T00:00:00Z,A,2467
11212,2017-01-01T00:00:00Z,B,6279
11212,2017-01-01T00:00:00Z,C,2156
11213,2017-01-01T00:00:00Z,A,2172
11213,2017-01-01T00:00:00Z,B,5654
11213,2017-01-01T00:00:00Z,C,1939
11214,2017-01-01T00:00:00Z,A,645
11214,2017-01-01T00:00:00Z,B,1284
11214,2017-01-01T00:00:00Z,C,460
11215,2017-01-01T00:00:00Z,A,538
11215,2017-01-01T00:00:00Z,B,1048
11215,2017-01-01T00:00:00Z,C,405
11216,2017-01-01T00:00:00Z,A,1630
11216,2017-01-01T00:00:00Z,B,3765
11216,2017-01-01T00:00:00Z,C,1475
11217,2017-01-01T00:00:00Z,A,393
11217,2017-01-01T00:00:00Z,B,586
11217,2017-01-01T00:00:00Z,C,234
11218,2017-01-01T00:00:00Z,A,982
11218,2017-01-01T00:00:00Z,B,2044
11218,2017-01-01T00:00:00Z,C,685
11219,2017-01-01T00:00:00Z,A,760
11219,2017-01-01T00:00:00Z,B,1367
11219,2017-01-01T00:00:00Z,C,517
11220,2017-01-01T00:00:00Z,A,1362
11220,2017-01-01T00:00:00Z,B,2462
11220,2017-01-01T00:00:00Z,C,1063
11221,2017-01-01T00:00:00Z,A,1941
11221,2017-01-01T00:00:00Z,B,4205
11221,2017-01-01T00:00:00Z,C,1636
11222,2017-01-01T00:00:00Z,A,474
11222,2017-01-01T00:00:00Z,B,782
11222,2017-01-01T00:00:00Z,C,245
11223,2017-01-01T00:00:00Z,A,489
11223,2017-01-01T00:00:00Z,B,1059
11223,2017-01-01T00:00:00Z,C,355
11224,2017-01-01T00:00:00Z,A,357
11224,2017-01-01T00:00:00Z,B,626
11224,2017-01-01T00:00:00Z,C,241
11225,2017-01-01T00:00:00Z,A,1913
11225,2017-01-01T00:00:00Z,B,5115
11225,2017-01-01T00:00:00Z,C,1644
11226,2017-01-01T00:00:00Z,A,4150
11226,2017-01-01T00:00:00Z,B,11543
11226,2017-01-01T00:00:00Z,C,3517
11228,2017-01-01T00:00:00Z,A,116
11228,2017-01-01T00:00:00Z,B,259
11228,2017-01-01T00:00:00Z,C,91
11229,2017-01-01T00:00:00Z,A,752
11229,2017-01-01T00:00:00Z,B,1697
11229,2017-01-01T00:00:00Z,C,498
11230,2017-01-01T00:00:00Z,A,1153
11230,2017-01-01T00:00:00Z,B,2408
11230,2017-01-01T00:00:00Z,C,686
11231,2017-01-01T00:00:00Z,A,265
11231,2017-01-01T00:00:00Z,B,371
11231,2017-01-01T00:00:00Z,C,110
11232,2017-01-01T00:00:00Z,A,309
11232,2017-01-01T00:00:00Z,B,696
11232,2017-01-01T00:00:00Z,C,225
11233,2017-01-01T00:00:00Z,A,2260
11233,2017-01-01T00:00:00Z,B,5020
11233,2017-01-01T00:00:00Z,C,2258
11234,2017-01-01T00:00:00Z,A,196
11234,2017-01-01T00:00:00Z,B,744
11234,2017-01-01T00:00:00Z,C,255
11235,2017-01-01T00:00:00Z,A,902
11235,2017-01-01T00:00:00Z,B,2134
11235,2017-01-01T00:00:00Z,C,488
11236,2017-01-01T00:00:00Z,A,342
11236,2017-01-01T00:00:00Z,B,1560
11236,2017-01-01T00:00:00Z,C,598
11237,2017-01-01T00:00:00Z,A,1764
11237,2017-01-01T00:00:00Z,B,3711
11237,2017-01-01T00:00:00Z,C,1584
11238,2017-01-01T00:00:00Z,A,986
11238,2017-01-01T00:00:00Z,B,2101
11238,2017-01-01T00:00:00Z,C,727
11239,2017-01-01T00:00:00Z,A,50
11239,2017-01-01T00:00:00Z,B,143
11239,2017-01-01T00:00:00Z,C,96
11249,2017-01-01T00:00:00Z,A,375
11249,2017-01-01T00:00:00Z,B,333
11249,2017-01-01T00:00:00Z,C,124
11354,2017-01-01T00:00:00Z,A,257
11354,2017-01-01T00:00:00Z,B,572
11354,2017-01-01T00:00:00Z,C,128
11355,2017-01-01T00:00:00Z,A,415
11355,2017-01-01T00:00:00Z,B,1088
11355,2017-01-01T00:00:00Z,C,237
11356,2017-01-01T00:00:00Z,A,54
11356,2017-01-01T00:00:00Z,B,150
11356,2017-01-01T00:00:00Z,C,38
11357,2017-01-01T00:00:00Z,A,10
11357,2017-01-01T00:00:00Z,B,46
11357,2017-01-01T00:00:00Z,C,23
11358,2017-01-01T00:00:00Z,A,102
11358,2017-01-01T00:00:00Z,B,232
11358,2017-01-01T00:00:00Z,C,85
11360,2017-01-01T00:00:00Z,A,15
11360,2017-01-01T00:00:00Z,B,40
11360,2017-01-01T00:00:00Z,C,9
11361,2017-01-01T00:00:00Z,A,32
11361,2017-01-01T00:00:00Z,B,42
11361,2017-01-01T00:00:00Z,C,22
11363,2017-01-01T00:00:00Z,A,4
11363,2017-01-01T00:00:00Z,B,14
11363,2017-01-01T00:00:00Z,C,6
11364,2017-01-01T00:00:00Z,A,20
11364,2017-01-01T00:00:00Z,B,101
11364,2017-01-01T00:00:00Z,C,10
11365,2017-01-01T00:00:00Z,A,107
11365,2017-01-01T00:00:00Z,B,99
11365,2017-01-01T00:00:00Z,C,67
11366,2017-01-01T00:00:00Z,A,28
11366,2017-01-01T00:00:00Z,B,58
11366,2017-01-01T00:00:00Z,C,24
11367,2017-01-01T00:00:00Z,A,126
11367,2017-01-01T00:00:00Z,B,307
11367,2017-01-01T00:00:00Z,C,104
11368,2017-01-01T00:00:00Z,A,603
11368,2017-01-01T00:00:00Z,B,1633
11368,2017-01-01T00:00:00Z,C,410
11369,2017-01-01T00:00:00Z,A,139
11369,2017-01-01T00:00:00Z,B,388
11369,2017-01-01T00:00:00Z,C,116
11370,2017-01-01T00:00:00Z,A,73
11370,2017-01-01T00:00:00Z,B,187
11370,2017-01-01T00:00:00Z,C,46
11372,2017-01-01T00:00:00Z,A,407
11372,2017-01-01T00:00:00Z,B,1054
11372,2017-01-01T00:00:00Z,C,327
11373,2017-01-01T00:00:00Z,A,472
11373,2017-01-01T00:00:00Z,B,1417
11373,2017-01-01T00:00:00Z,C,425
11374,2017-01-01T00:00:00Z,A,192
11374,2017-01-01T00:00:00Z,B,399
11374,2017-01-01T00:00:00Z,C,120
11375,2017-01-01T00:00:00Z,A,224
11375,2017-01-01T00:00:00Z,B,508
11375,2017-01-01T00:00:00Z,C,107
11377,2017-01-01T00:00:00Z,A,513
11377,2017-01-01T00:00:00Z,B,1061
11377,2017-01-01T00:00:00Z,C,295
11378,2017-01-01T00:00:00Z,A,81
11378,2017-01-01T00:00:00Z,B,147
11378,2017-01-01T00:00:00Z,C,38
11379,2017-01-01T00:00:00Z,A,31
11379,2017-01-01T00:00:00Z,B,53
11379,2017-01-01T00:00:00Z,C,38
11385,2017-01-01T00:00:00Z,A,1066
11385,2017-01-01T00:00:00Z,B,1816
11385,2017-01-01T00:00:00Z,C,615
11411,2017-01-01T00:00:00Z,A,11
11411,2017-01-01T00:00:00Z,B,123
11411,2017-01-01T00:00:00Z,C,40
11412,2017-01-01T00:00:00Z,A,44
11412,2017-01-01T00:00:00Z,B,374
11412,2017-01-01T00:00:00Z,C,142
11413,2017-01-01T00:00:00Z,A,48
11413,2017-01-01T00:00:00Z,B,348
11413,2017-01-01T00:00:00Z,C,155
11414,2017-01-01T00:00:00Z,A,33
11414,2017-01-01T00:00:00Z,B,80
11414,2017-01-01T00:00:00Z,C,13
11415,2017-01-01T00:00:00Z,A,133
11415,2017-01-01T00:00:00Z,B,290
11415,2017-01-01T00:00:00Z,C,71
11416,2017-01-01T00:00:00Z,A,64
11416,2017-01-01T00:00:00Z,B,238
11416,2017-01-01T00:00:00Z,C,70
11417,2017-01-01T00:00:00Z,A,56
11417,2017-01-01T00:00:00Z,B,148
11417,2017-01-01T00:00:00Z,C,40
11418,2017-01-01T00:00:00Z,A,227
11418,2017-01-01T00:00:00Z,B,557
11418,2017-01-01T00:00:00Z,C,222
11419,2017-01-01T00:00:00Z,A,101
11419,2017-01-01T00:00:00Z,B,404
11419,2017-01-01T00:00:00Z,C,155
11420,2017-01-01T00:00:00Z,A,82
11420,2017-01-01T00:00:00Z,B,466
11420,2017-01-01T00:00:00Z,C,209
11421,2017-01-01T00:00:00Z,A,107
11421,2017-01-01T00:00:00Z,B,431
11421,2017-01-01T00:00:00Z,C,116
11422,2017-01-01T00:00:00Z,A,49
11422,2017-01-01T00:00:00Z,B,286
11422,2017-01-01T00:00:00Z,C,100
11423,2017-01-01T00:00:00Z,A,86
11423,2017-01-01T00:00:00Z,B,396
11423,2017-01-01T00:00:00Z,C,86
11426,2017-01-01T00:00:00Z,A,3
11426,2017-01-01T00:00:00Z,B,17
11426,2017-01-01T00:00:00Z,C,5
11427,2017-01-01T00:00:00Z,A,31
11427,2017-01-01T00:00:00Z,B,168
11427,2017-01-01T00:00:00Z,C,29
11428,2017-01-01T00:00:00Z,A,25
11428,2017-01-01T00:00:00Z,B,144
11428,2017-01-01T00:00:00Z,C,39
11429,2017-01-01T00:00:00Z,A,32
11429,2017-01-01T00:00:00Z,B,186
11429,2017-01-01T00:00:00Z,C,61
11432,2017-01-01T00:00:00Z,A,460
11432,2017-01-01T00:00:00Z,B,1495
11432,2017-01-01T00:00:00Z,C,324
11433,2017-01-01T00:00:00Z,A,223
11433,2017-01-01T00:00:00Z,B,746
11433,2017-01-01T00:00:00Z,C,268
11434,2017-01-01T00:00:00Z,A,172
11434,2017-01-01T00:00:00Z,B,750
11434,2017-01-01T00:00:00Z,C,213
11435,2017-01-01T00:00:00Z,A,367
11435,2017-01-01T00:00:00Z,B,989
11435,2017-01-01T00:00:00Z,C,315
11436,2017-01-01T00:00:00Z,A,28
11436,2017-01-01T00:00:00Z,B,200
11436,2017-01-01T00:00:00Z,C,68
11452,2017-01-01T00:00:00Z,A,1
11452,2017-01-01T00:00:00Z,B,5
11691,2017-01-01T00:00:00Z,A,731
11691,2017-01-01T00:00:00Z,B,2415
11691,2017-01-01T00:00:00Z,C,566
11692,2017-01-01T00:00:00Z,A,89
11692,2017-01-01T00:00:00Z,B,362
11692,2017-01-01T00:00:00Z,C,76
11693,2017-01-01T00:00:00Z,A,83
11693,2017-01-01T00:00:00Z,B,223
11693,2017-01-01T00:00:00Z,C,53
11694,2017-01-01T00:00:00Z,A,78
11694,2017-01-01T00:00:00Z,B,171
11694,2017-01-01T00:00:00Z,C,33
11697,2017-01-01T00:00:00Z,B,4
NA,2017-01-01T00:00:00Z,A,64
NA,2017-01-01T00:00:00Z,B,57
NA,2017-01-01T00:00:00Z,C,16
1901,2018-01-01T00:00:00Z,B,5
2015,2018-01-01T00:00:00Z,A,6
2016,2018-01-01T00:00:00Z,A,1
2016,2018-01-01T00:00:00Z,B,3
2016,2018-01-01T00:00:00Z,C,1
10001,2018-01-01T00:00:00Z,A,248
10001,2018-01-01T00:00:00Z,B,379
10001,2018-01-01T00:00:00Z,C,101
10002,2018-01-01T00:00:00Z,A,1213
10002,2018-01-01T00:00:00Z,B,2016
10002,2018-01-01T00:00:00Z,C,942
10003,2018-01-01T00:00:00Z,A,765
10003,2018-01-01T00:00:00Z,B,1180
10003,2018-01-01T00:00:00Z,C,415
10004,2018-01-01T00:00:00Z,A,1
10004,2018-01-01T00:00:00Z,B,1
10004,2018-01-01T00:00:00Z,C,1
10005,2018-01-01T00:00:00Z,A,13
10005,2018-01-01T00:00:00Z,B,7
10005,2018-01-01T00:00:00Z,C,3
10006,2018-01-01T00:00:00Z,A,32
10006,2018-01-01T00:00:00Z,B,12
10006,2018-01-01T00:00:00Z,C,10
10007,2018-01-01T00:00:00Z,A,21
10007,2018-01-01T00:00:00Z,B,22
10007,2018-01-01T00:00:00Z,C,16
10009,2018-01-01T00:00:00Z,A,943
10009,2018-01-01T00:00:00Z,B,1655
10009,2018-01-01T00:00:00Z,C,665
10010,2018-01-01T00:00:00Z,A,196
10010,2018-01-01T00:00:00Z,B,267
10010,2018-01-01T00:00:00Z,C,91
10011,2018-01-01T00:00:00Z,A,704
10011,2018-01-01T00:00:00Z,B,1014
10011,2018-01-01T00:00:00Z,C,423
10012,2018-01-01T00:00:00Z,A,596
10012,2018-01-01T00:00:00Z,B,715
10012,2018-01-01T00:00:00Z,C,316
10013,2018-01-01T00:00:00Z,A,409
10013,2018-01-01T00:00:00Z,B,510
10013,2018-01-01T00:00:00Z,C,275
10014,2018-01-01T00:00:00Z,A,552
10014,2018-01-01T00:00:00Z,B,770
10014,2018-01-01T00:00:00Z,C,302
10016,2018-01-01T00:00:00Z,A,546
10016,2018-01-01T00:00:00Z,B,699
10016,2018-01-01T00:00:00Z,C,257
10017,2018-01-01T00:00:00Z,A,140
10017,2018-01-01T00:00:00Z,B,132
10017,2018-01-01T00:00:00Z,C,45
10018,2018-01-01T00:00:00Z,A,149
10018,2018-01-01T00:00:00Z,B,239
10018,2018-01-01T00:00:00Z,C,77
10019,2018-01-01T00:00:00Z,A,725
10019,2018-01-01T00:00:00Z,B,1135
10019,2018-01-01T00:00:00Z,C,370
10021,2018-01-01T00:00:00Z,A,357
10021,2018-01-01T00:00:00Z,B,409
10021,2018-01-01T00:00:00Z,C,250
10022,2018-01-01T00:00:00Z,A,399
10022,2018-01-01T00:00:00Z,B,467
10022,2018-01-01T00:00:00Z,C,190
10023,2018-01-01T00:00:00Z,A,581
10023,2018-01-01T00:00:00Z,B,783
10023,2018-01-01T00:00:00Z,C,337
10024,2018-01-01T00:00:00Z,A,831
10024,2018-01-01T00:00:00Z,B,1187
10024,2018-01-01T00:00:00Z,C,389
10025,2018-01-01T00:00:00Z,A,1637
10025,2018-01-01T00:00:00Z,B,2858
10025,2018-01-01T00:00:00Z,C,933
10026,2018-01-01T00:00:00Z,A,1091
10026,2018-01-01T00:00:00Z,B,2253
10026,2018-01-01T00:00:00Z,C,754
10027,2018-01-01T00:00:00Z,A,1722
10027,2018-01-01T00:00:00Z,B,4269
10027,2018-01-01T00:00:00Z,C,1315
10028,2018-01-01T00:00:00Z,A,654
10028,2018-01-01T00:00:00Z,B,704
10028,2018-01-01T00:00:00Z,C,257
10029,2018-01-01T00:00:00Z,A,1876
10029,2018-01-01T00:00:00Z,B,4057
10029,2018-01-01T00:00:00Z,C,1337
10030,2018-01-01T00:00:00Z,A,1166
10030,2018-01-01T00:00:00Z,B,2845
10030,2018-01-01T00:00:00Z,C,791
10031,2018-01-01T00:00:00Z,A,3577
10031,2018-01-01T00:00:00Z,B,8438
10031,2018-01-01T00:00:00Z,C,3072
10032,2018-01-01T00:00:00Z,A,2371
10032,2018-01-01T00:00:00Z,B,5849
10032,2018-01-01T00:00:00Z,C,2064
10033,2018-01-01T00:00:00Z,A,2428
10033,2018-01-01T00:00:00Z,B,6076
10033,2018-01-01T00:00:00Z,C,2212
10034,2018-01-01T00:00:00Z,A,1771
10034,2018-01-01T00:00:00Z,B,4778
10034,2018-01-01T00:00:00Z,C,1314
10035,2018-01-01T00:00:00Z,A,1376
10035,2018-01-01T00:00:00Z,B,2855
10035,2018-01-01T00:00:00Z,C,940
10036,2018-01-01T00:00:00Z,A,786
10036,2018-01-01T00:00:00Z,B,1017
10036,2018-01-01T00:00:00Z,C,373
10037,2018-01-01T00:00:00Z,A,529
10037,2018-01-01T00:00:00Z,B,1375
10037,2018-01-01T00:00:00Z,C,373
10038,2018-01-01T00:00:00Z,A,140
10038,2018-01-01T00:00:00Z,B,133
10038,2018-01-01T00:00:00Z,C,63
10039,2018-01-01T00:00:00Z,A,855
10039,2018-01-01T00:00:00Z,B,2072
10039,2018-01-01T00:00:00Z,C,722
10040,2018-01-01T00:00:00Z,A,1230
10040,2018-01-01T00:00:00Z,B,3386
10040,2018-01-01T00:00:00Z,C,1095
10044,2018-01-01T00:00:00Z,A,22
10044,2018-01-01T00:00:00Z,B,64
10044,2018-01-01T00:00:00Z,C,8
10065,2018-01-01T00:00:00Z,A,329
10065,2018-01-01T00:00:00Z,B,341
10065,2018-01-01T00:00:00Z,C,155
10069,2018-01-01T00:00:00Z,B,1
10075,2018-01-01T00:00:00Z,A,321
10075,2018-01-01T00:00:00Z,B,377
10075,2018-01-01T00:00:00Z,C,120
10128,2018-01-01T00:00:00Z,A,617
10128,2018-01-01T00:00:00Z,B,695
10128,2018-01-01T00:00:00Z,C,306
10129,2018-01-01T00:00:00Z,B,10
10280,2018-01-01T00:00:00Z,A,8
10280,2018-01-01T00:00:00Z,B,9
10280,2018-01-01T00:00:00Z,C,1
10282,2018-01-01T00:00:00Z,A,21
10282,2018-01-01T00:00:00Z,B,6
10282,2018-01-01T00:00:00Z,C,3
10301,2018-01-01T00:00:00Z,A,389
10301,2018-01-01T00:00:00Z,B,1051
10301,2018-01-01T00:00:00Z,C,363
10302,2018-01-01T00:00:00Z,A,96
10302,2018-01-01T00:00:00Z,B,265
10302,2018-01-01T00:00:00Z,C,113
10303,2018-01-01T00:00:00Z,A,457
10303,2018-01-01T00:00:00Z,B,774
10303,2018-01-01T00:00:00Z,C,242
10304,2018-01-01T00:00:00Z,A,608
10304,2018-01-01T00:00:00Z,B,1136
10304,2018-01-01T00:00:00Z,C,493
10305,2018-01-01T00:00:00Z,A,70
10305,2018-01-01T00:00:00Z,B,164
10305,2018-01-01T00:00:00Z,C,46
10306,2018-01-01T00:00:00Z,A,54
10306,2018-01-01T00:00:00Z,B,150
10306,2018-01-01T00:00:00Z,C,26
10307,2018-01-01T00:00:00Z,A,7
10307,2018-01-01T00:00:00Z,B,20
10307,2018-01-01T00:00:00Z,C,3
10308,2018-01-01T00:00:00Z,A,14
10308,2018-01-01T00:00:00Z,B,15
10308,2018-01-01T00:00:00Z,C,1
10309,2018-01-01T00:00:00Z,A,20
10309,2018-01-01T00:00:00Z,B,52
10309,2018-01-01T00:00:00Z,C,20
10310,2018-01-01T00:00:00Z,A,100
10310,2018-01-01T00:00:00Z,B,385
10310,2018-01-01T00:00:00Z,C,140
10312,2018-01-01T00:00:00Z,A,13
10312,2018-01-01T00:00:00Z,B,26
10312,2018-01-01T00:00:00Z,C,12
10314,2018-01-01T00:00:00Z,A,91
10314,2018-01-01T00:00:00Z,B,204
10314,2018-01-01T00:00:00Z,C,36
10435,2018-01-01T00:00:00Z,A,3
10451,2018-01-01T00:00:00Z,A,1193
10451,2018-01-01T00:00:00Z,B,2901
10451,2018-01-01T00:00:00Z,C,957
10452,2018-01-01T00:00:00Z,A,3137
10452,2018-01-01T00:00:00Z,B,9442
10452,2018-01-01T00:00:00Z,C,2567
10453,2018-01-01T00:00:00Z,A,3428
10453,2018-01-01T00:00:00Z,B,9861
10453,2018-01-01T00:00:00Z,C,2879
10454,2018-01-01T00:00:00Z,A,1038
10454,2018-01-01T00:00:00Z,B,2369
10454,2018-01-01T00:00:00Z,C,693
10455,2018-01-01T00:00:00Z,A,978
10455,2018-01-01T00:00:00Z,B,2981
10455,2018-01-01T00:00:00Z,C,1018
10456,2018-01-01T00:00:00Z,A,3370
10456,2018-01-01T00:00:00Z,B,9266
10456,2018-01-01T00:00:00Z,C,2803
10457,2018-01-01T00:00:00Z,A,3597
10457,2018-01-01T00:00:00Z,B,9956
10457,2018-01-01T00:00:00Z,C,2893
10458,2018-01-01T00:00:00Z,A,3643
10458,2018-01-01T00:00:00Z,B,9263
10458,2018-01-01T00:00:00Z,C,2993
10459,2018-01-01T00:00:00Z,A,1638
10459,2018-01-01T00:00:00Z,B,4607
10459,2018-01-01T00:00:00Z,C,1513
10460,2018-01-01T00:00:00Z,A,2422
10460,2018-01-01T00:00:00Z,B,6302
10460,2018-01-01T00:00:00Z,C,1852
10461,2018-01-01T00:00:00Z,A,613
10461,2018-01-01T00:00:00Z,B,1173
10461,2018-01-01T00:00:00Z,C,398
10462,2018-01-01T00:00:00Z,A,1173
10462,2018-01-01T00:00:00Z,B,2756
10462,2018-01-01T00:00:00Z,C,743
10463,2018-01-01T00:00:00Z,A,1014
10463,2018-01-01T00:00:00Z,B,2511
10463,2018-01-01T00:00:00Z,C,867
10464,2018-01-01T00:00:00Z,A,21
10464,2018-01-01T00:00:00Z,B,92
10464,2018-01-01T00:00:00Z,C,39
10465,2018-01-01T00:00:00Z,A,154
10465,2018-01-01T00:00:00Z,B,224
10465,2018-01-01T00:00:00Z,C,68
10466,2018-01-01T00:00:00Z,A,1407
10466,2018-01-01T00:00:00Z,B,3505
10466,2018-01-01T00:00:00Z,C,1408
10467,2018-01-01T00:00:00Z,A,3591
10467,2018-01-01T00:00:00Z,B,8752
10467,2018-01-01T00:00:00Z,C,2941
10468,2018-01-01T00:00:00Z,A,3402
10468,2018-01-01T00:00:00Z,B,8084
10468,2018-01-01T00:00:00Z,C,2690
10469,2018-01-01T00:00:00Z,A,558
10469,2018-01-01T00:00:00Z,B,1444
10469,2018-01-01T00:00:00Z,C,562
10470,2018-01-01T00:00:00Z,A,273
10470,2018-01-01T00:00:00Z,B,916
10470,2018-01-01T00:00:00Z,C,306
10471,2018-01-01T00:00:00Z,A,93
10471,2018-01-01T00:00:00Z,B,202
10471,2018-01-01T00:00:00Z,C,71
10472,2018-01-01T00:00:00Z,A,1969
10472,2018-01-01T00:00:00Z,B,5360
10472,2018-01-01T00:00:00Z,C,1646
10473,2018-01-01T00:00:00Z,A,438
10473,2018-01-01T00:00:00Z,B,1075
10473,2018-01-01T00:00:00Z,C,347
10474,2018-01-01T00:00:00Z,A,392
10474,2018-01-01T00:00:00Z,B,1207
10474,2018-01-01T00:00:00Z,C,344
10475,2018-01-01T00:00:00Z,A,91
10475,2018-01-01T00:00:00Z,B,272
10475,2018-01-01T00:00:00Z,C,71
11001,2018-01-01T00:00:00Z,B,8
11001,2018-01-01T00:00:00Z,C,6
11004,2018-01-01T00:00:00Z,B,5
11004,2018-01-01T00:00:00Z,C,3
11040,2018-01-01T00:00:00Z,B,2
11101,2018-01-01T00:00:00Z,A,308
11101,2018-01-01T00:00:00Z,B,354
11101,2018-01-01T00:00:00Z,C,145
11102,2018-01-01T00:00:00Z,A,376
11102,2018-01-01T00:00:00Z,B,580
11102,2018-01-01T00:00:00Z,C,163
11103,2018-01-01T00:00:00Z,A,451
11103,2018-01-01T00:00:00Z,B,631
11103,2018-01-01T00:00:00Z,C,185
11104,2018-01-01T00:00:00Z,A,262
11104,2018-01-01T00:00:00Z,B,526
11104,2018-01-01T00:00:00Z,C,140
11105,2018-01-01T00:00:00Z,A,277
11105,2018-01-01T00:00:00Z,B,465
11105,2018-01-01T00:00:00Z,C,152
11106,2018-01-01T00:00:00Z,A,309
11106,2018-01-01T00:00:00Z,B,594
11106,2018-01-01T00:00:00Z,C,189
11201,2018-01-01T00:00:00Z,A,471
11201,2018-01-01T00:00:00Z,B,551
11201,2018-01-01T00:00:00Z,C,191
11203,2018-01-01T00:00:00Z,A,2263
11203,2018-01-01T00:00:00Z,B,6388
11203,2018-01-01T00:00:00Z,C,1926
