zip,year,count
11224,2017-01-01T00:00:00Z,978
11225,2017-01-01T00:00:00Z,8007
11226,2017-01-01T00:00:00Z,12854
11228,2017-01-01T00:00:00Z,368
11229,2017-01-01T00:00:00Z,2192
11230,2017-01-01T00:00:00Z,3567
11231,2017-01-01T00:00:00Z,562
11232,2017-01-01T00:00:00Z,861
11233,2017-01-01T00:00:00Z,5414
11234,2017-01-01T00:00:00Z,1087
11235,2017-01-01T00:00:00Z,2852
11236,2017-01-01T00:00:00Z,1873
11237,2017-01-01T00:00:00Z,3023
11238,2017-01-01T00:00:00Z,3093
11239,2017-01-01T00:00:00Z,533
11249,2017-01-01T00:00:00Z,1079
11354,2017-01-01T00:00:00Z,1237
11355,2017-01-01T00:00:00Z,1934
11356,2017-01-01T00:00:00Z,201
11357,2017-01-01T00:00:00Z,139
11358,2017-01-01T00:00:00Z,375
11360,2017-01-01T00:00:00Z,80
11361,2017-01-01T00:00:00Z,206
11362,2017-01-01T00:00:00Z,16
11363,2017-01-01T00:00:00Z,54
11364,2017-01-01T00:00:00Z,259
11365,2017-01-01T00:00:00Z,244
11366,2017-01-01T00:00:00Z,152
11367,2017-01-01T00:00:00Z,569
11368,2017-01-01T00:00:00Z,2410
11369,2017-01-01T00:00:00Z,423
11370,2017-01-01T00:00:00Z,209
11372,2017-01-01T00:00:00Z,2042
11373,2017-01-01T00:00:00Z,4133
11374,2017-01-01T00:00:00Z,1293
11375,2017-01-01T00:00:00Z,1221
11377,2017-01-01T00:00:00Z,1837
11378,2017-01-01T00:00:00Z,298
11379,2017-01-01T00:00:00Z,230
11385,2017-01-01T00:00:00Z,2691
11411,2017-01-01T00:00:00Z,150
11412,2017-01-01T00:00:00Z,609
11413,2017-01-01T00:00:00Z,612
11414,2017-01-01T00:00:00Z,190
11415,2017-01-01T00:00:00Z,919
11416,2017-01-01T00:00:00Z,326
11417,2017-01-01T00:00:00Z,335
11418,2017-01-01T00:00:00Z,702
11419,2017-01-01T00:00:00Z,915
11420,2017-01-01T00:00:00Z,974
11421,2017-01-01T00:00:00Z,465
11422,2017-01-01T00:00:00Z,415
11423,2017-01-01T00:00:00Z,580
11426,2017-01-01T00:00:00Z,44
11427,2017-01-01T00:00:00Z,332
11428,2017-01-01T00:00:00Z,174
11429,2017-01-01T00:00:00Z,293
11432,2017-01-01T00:00:00Z,1940
11433,2017-01-01T00:00:00Z,974
11434,2017-01-01T00:00:00Z,1059
11435,2017-01-01T00:00:00Z,1410
11436,2017-01-01T00:00:00Z,308
11452,2017-01-01T00:00:00Z,12
11691,2017-01-01T00:00:00Z,2858
11692,2017-01-01T00:00:00Z,495
11693,2017-01-01T00:00:00Z,226
11694,2017-01-01T00:00:00Z,675
11697,2017-01-01T00:00:00Z,14
NA,2017-01-01T00:00:00Z,339
1901,2018-01-01T00:00:00Z,2
2016,2018-01-01T00:00:00Z,7
2018,2018-01-01T00:00:00Z,4
10001,2018-01-01T00:00:00Z,630
10002,2018-01-01T00:00:00Z,2988
10003,2018-01-01T00:00:00Z,1579
10004,2018-01-01T00:00:00Z,15
10005,2018-01-01T00:00:00Z,26
10006,2018-01-01T00:00:00Z,92
10007,2018-01-01T00:00:00Z,49
10009,2018-01-01T00:00:00Z,2266
10010,2018-01-01T00:00:00Z,714
10011,2018-01-01T00:00:00Z,1531
10012,2018-01-01T00:00:00Z,1044
10013,2018-01-01T00:00:00Z,762
10014,2018-01-01T00:00:00Z,1374
10016,2018-01-01T00:00:00Z,1644
10017,2018-01-01T00:00:00Z,260
10018,2018-01-01T00:00:00Z,230
10019,2018-01-01T00:00:00Z,1739
10021,2018-01-01T00:00:00Z,961
10022,2018-01-01T00:00:00Z,1023
10023,2018-01-01T00:00:00Z,1187
10024,2018-01-01T00:00:00Z,2062
10025,2018-01-01T00:00:00Z,4499
10026,2018-01-01T00:00:00Z,2514
10027,2018-01-01T00:00:00Z,4150
10028,2018-01-01T00:00:00Z,1347
10029,2018-01-01T00:00:00Z,4093
10030,2018-01-01T00:00:00Z,3091
10031,2018-01-01T00:00:00Z,8389
10032,2018-01-01T00:00:00Z,5711
10033,2018-01-01T00:00:00Z,6076
10034,2018-01-01T00:00:00Z,4921
10035,2018-01-01T00:00:00Z,2418
10036,2018-01-01T00:00:00Z,1274
10037,2018-01-01T00:00:00Z,2101
10038,2018-01-01T00:00:00Z,244
10039,2018-01-01T00:00:00Z,2360
10040,2018-01-01T00:00:00Z,4475
10044,2018-01-01T00:00:00Z,101
10065,2018-01-01T00:00:00Z,785
10069,2018-01-01T00:00:00Z,5
10075,2018-01-01T00:00:00Z,465
10112,2018-01-01T00:00:00Z,2
10128,2018-01-01T00:00:00Z,1334
10129,2018-01-01T00:00:00Z,7
10280,2018-01-01T00:00:00Z,21
10282,2018-01-01T00:00:00Z,9
10301,2018-01-01T00:00:00Z,1261
10302,2018-01-01T00:00:00Z,389
10303,2018-01-01T00:00:00Z,569
10304,2018-01-01T00:00:00Z,1134
10305,2018-01-01T00:00:00Z,349
10306,2018-01-01T00:00:00Z,363
10307,2018-01-01T00:00:00Z,44
10308,2018-01-01T00:00:00Z,86
10309,2018-01-01T00:00:00Z,101
10310,2018-01-01T00:00:00Z,419
10312,2018-01-01T00:00:00Z,109
10314,2018-01-01T00:00:00Z,575
10435,2018-01-01T00:00:00Z,3
10451,2018-01-01T00:00:00Z,4682
10452,2018-01-01T00:00:00Z,10056
10453,2018-01-01T00:00:00Z,9569
10454,2018-01-01T00:00:00Z,2358
10455,2018-01-01T00:00:00Z,3290
10456,2018-01-01T00:00:00Z,8009
10457,2018-01-01T00:00:00Z,9114
10458,2018-01-01T00:00:00Z,10342
10459,2018-01-01T00:00:00Z,4619
10460,2018-01-01T00:00:00Z,6515
10461,2018-01-01T00:00:00Z,2557
10462,2018-01-01T00:00:00Z,5959
10463,2018-01-01T00:00:00Z,4815
10464,2018-01-01T00:00:00Z,85
10465,2018-01-01T00:00:00Z,472
10466,2018-01-01T00:00:00Z,4121
10467,2018-01-01T00:00:00Z,10384
10468,2018-01-01T00:00:00Z,8803
10469,2018-01-01T00:00:00Z,1929
10470,2018-01-01T00:00:00Z,1250
10471,2018-01-01T00:00:00Z,791
10472,2018-01-01T00:00:00Z,5103
10473,2018-01-01T00:00:00Z,1642
10474,2018-01-01T00:00:00Z,1160
10475,2018-01-01T00:00:00Z,412
11001,2018-01-01T00:00:00Z,9
11004,2018-01-01T00:00:00Z,50
11005,2018-01-01T00:00:00Z,6
11040,2018-01-01T00:00:00Z,14
11101,2018-01-01T00:00:00Z,761
11102,2018-01-01T00:00:00Z,1037
11103,2018-01-01T00:00:00Z,1071
11104,2018-01-01T00:00:00Z,1172
11105,2018-01-01T00:00:00Z,910
11106,2018-01-01T00:00:00Z,1093
11109,2018-01-01T00:00:00Z,6
11201,2018-01-01T00:00:00Z,987
11203,2018-01-01T00:00:00Z,5552
11204,2018-01-01T00:00:00Z,1975
11205,2018-01-01T00:00:00Z,1140
11206,2018-01-01T00:00:00Z,3856
11207,2018-01-01T00:00:00Z,5225
11208,2018-01-01T00:00:00Z,4457
11209,2018-01-01T00:00:00Z,3329
11210,2018-01-01T00:00:00Z,3041
11211,2018-01-01T00:00:00Z,2100
11212,2018-01-01T00:00:00Z,6188
11213,2018-01-01T00:00:00Z,6868
11214,2018-01-01T00:00:00Z,2942
11215,2018-01-01T00:00:00Z,2244
11216,2018-01-01T00:00:00Z,4710
11217,2018-01-01T00:00:00Z,938
11218,2018-01-01T00:00:00Z,2691
11219,2018-01-01T00:00:00Z,1650
11220,2018-01-01T00:00:00Z,3029
11221,2018-01-01T00:00:00Z,4847
11222,2018-01-01T00:00:00Z,1120
11223,2018-01-01T00:00:00Z,2014
11224,2018-01-01T00:00:00Z,967
11225,2018-01-01T00:00:00Z,8210
11226,2018-01-01T00:00:00Z,13433
11228,2018-01-01T00:00:00Z,555
11229,2018-01-01T00:00:00Z,2609
11230,2018-01-01T00:00:00Z,4003
11231,2018-01-01T00:00:00Z,579
11232,2018-01-01T00:00:00Z,972
11233,2018-01-01T00:00:00Z,6123
11234,2018-01-01T00:00:00Z,1105
11235,2018-01-01T00:00:00Z,3674
11236,2018-01-01T00:00:00Z,2104
11237,2018-01-01T00:00:00Z,3284
11238,2018-01-01T00:00:00Z,2984
11239,2018-01-01T00:00:00Z,437
11241,2018-01-01T00:00:00Z,1
11249,2018-01-01T00:00:00Z,1549
11354,2018-01-01T00:00:00Z,1041
11355,2018-01-01T00:00:00Z,2121
11356,2018-01-01T00:00:00Z,209
11357,2018-01-01T00:00:00Z,140
11358,2018-01-01T00:00:00Z,351
11360,2018-01-01T00:00:00Z,82
11361,2018-01-01T00:00:00Z,170
11362,2018-01-01T00:00:00Z,47
11363,2018-01-01T00:00:00Z,56
11364,2018-01-01T00:00:00Z,284
11365,2018-01-01T00:00:00Z,303
11366,2018-01-01T00:00:00Z,165
11367,2018-01-01T00:00:00Z,646
11368,2018-01-01T00:00:00Z,2164
11369,2018-01-01T00:00:00Z,433
11370,2018-01-01T00:00:00Z,194
11372,2018-01-01T00:00:00Z,2523
11373,2018-01-01T00:00:00Z,4572
11374,2018-01-01T00:00:00Z,1146
11375,2018-01-01T00:00:00Z,1642
11377,2018-01-01T00:00:00Z,2113
11378,2018-01-01T00:00:00Z,298
11379,2018-01-01T00:00:00Z,239
11385,2018-01-01T00:00:00Z,3072
11411,2018-01-01T00:00:00Z,145
11412,2018-01-01T00:00:00Z,551
11413,2018-01-01T00:00:00Z,599
11414,2018-01-01T00:00:00Z,159
11415,2018-01-01T00:00:00Z,987
11416,2018-01-01T00:00:00Z,312
11417,2018-01-01T00:00:00Z,470
11418,2018-01-01T00:00:00Z,790
11419,2018-01-01T00:00:00Z,751
11420,2018-01-01T00:00:00Z,702
11421,2018-01-01T00:00:00Z,588
11422,2018-01-01T00:00:00Z,440
11423,2018-01-01T00:00:00Z,583
11426,2018-01-01T00:00:00Z,60
11427,2018-01-01T00:00:00Z,399
11428,2018-01-01T00:00:00Z,222
11429,2018-01-01T00:00:00Z,289
11432,2018-01-01T00:00:00Z,1722
11433,2018-01-01T00:00:00Z,830
11434,2018-01-01T00:00:00Z,1122
11435,2018-01-01T00:00:00Z,1350
11436,2018-01-01T00:00:00Z,308
11452,2018-01-01T00:00:00Z,6
11691,2018-01-01T00:00:00Z,2541
11692,2018-01-01T00:00:00Z,684
11693,2018-01-01T00:00:00Z,375
11694,2018-01-01T00:00:00Z,615
11697,2018-01-01T00:00:00Z,6
NA,2018-01-01T00:00:00Z,474
2016,2019-01-01T00:00:00Z,1
2018,2019-01-01T00:00:00Z,2
10001,2019-01-01T00:00:00Z,555
10002,2019-01-01T00:00:00Z,2676
10003,2019-01-01T00:00:00Z,1764
10004,2019-01-01T00:00:00Z,35
10005,2019-01-01T00:00:00Z,47
10006,2019-01-01T00:00:00Z,35
10007,2019-01-01T00:00:00Z,81
10009,2019-01-01T00:00:00Z,2284
10010,2019-01-01T00:00:00Z,727
10011,2019-01-01T00:00:00Z,1523
10012,2019-01-01T00:00:00Z,1028
10013,2019-01-01T00:00:00Z,783
10014,2019-01-01T00:00:00Z,1078
10016,2019-01-01T00:00:00Z,1363
10017,2019-01-01T00:00:00Z,377
10018,2019-01-01T00:00:00Z,317
10019,2019-01-01T00:00:00Z,1457
10020,2019-01-01T00:00:00Z,1
10021,2019-01-01T00:00:00Z,762
10022,2019-01-01T00:00:00Z,1056
10023,2019-01-01T00:00:00Z,1195
10024,2019-01-01T00:00:00Z,1822
10025,2019-01-01T00:00:00Z,4396
10026,2019-01-01T00:00:00Z,2959
10027,2019-01-01T00:00:00Z,3908
10028,2019-01-01T00:00:00Z,1076
10029,2019-01-01T00:00:00Z,4023
10030,2019-01-01T00:00:00Z,3141
10031,2019-01-01T00:00:00Z,7722
10032,2019-01-01T00:00:00Z,6201
10033,2019-01-01T00:00:00Z,6190
10034,2019-01-01T00:00:00Z,4767
10035,2019-01-01T00:00:00Z,2462
10036,2019-01-01T00:00:00Z,1310
10037,2019-01-01T00:00:00Z,1809
10038,2019-01-01T00:00:00Z,152
10039,2019-01-01T00:00:00Z,2580
10040,2019-01-01T00:00:00Z,3726
10044,2019-01-01T00:00:00Z,63
10048,2019-01-01T00:00:00Z,1
10065,2019-01-01T00:00:00Z,560
10069,2019-01-01T00:00:00Z,24
10075,2019-01-01T00:00:00Z,683
10112,2019-01-01T00:00:00Z,2
10128,2019-01-01T00:00:00Z,1024
10129,2019-01-01T00:00:00Z,3
10280,2019-01-01T00:00:00Z,13
10282,2019-01-01T00:00:00Z,8
10301,2019-01-01T00:00:00Z,1398
10302,2019-01-01T00:00:00Z,342
10303,2019-01-01T00:00:00Z,482
10304,2019-01-01T00:00:00Z,1272
10305,2019-01-01T00:00:00Z,343
10306,2019-01-01T00:00:00Z,306
10307,2019-01-01T00:00:00Z,32
10308,2019-01-01T00:00:00Z,60
10309,2019-01-01T00:00:00Z,63
10310,2019-01-01T00:00:00Z,296
10312,2019-01-01T00:00:00Z,109
10314,2019-01-01T00:00:00Z,477
10435,2019-01-01T00:00:00Z,2
10451,2019-01-01T00:00:00Z,4451
10452,2019-01-01T00:00:00Z,9257
10453,2019-01-01T00:00:00Z,9992
10454,2019-01-01T00:00:00Z,2469
10455,2019-01-01T00:00:00Z,3379
10456,2019-01-01T00:00:00Z,8045
10457,2019-01-01T00:00:00Z,9715
10458,2019-01-01T00:00:00Z,10114
10459,2019-01-01T00:00:00Z,4345
10460,2019-01-01T00:00:00Z,6294
10461,2019-01-01T00:00:00Z,2816
10462,2019-01-01T00:00:00Z,5444
10463,2019-01-01T00:00:00Z,4656
10464,2019-01-01T00:00:00Z,76
10465,2019-01-01T00:00:00Z,393
10466,2019-01-01T00:00:00Z,4115
10467,2019-01-01T00:00:00Z,10508
10468,2019-01-01T00:00:00Z,9555
10469,2019-01-01T00:00:00Z,2108
10470,2019-01-01T00:00:00Z,1172
10471,2019-01-01T00:00:00Z,721
10472,2019-01-01T00:00:00Z,4884
10473,2019-01-01T00:00:00Z,2200
10474,2019-01-01T00:00:00Z,1079
10475,2019-01-01T00:00:00Z,445
11001,2019-01-01T00:00:00Z,14
11004,2019-01-01T00:00:00Z,42
11005,2019-01-01T00:00:00Z,3
11040,2019-01-01T00:00:00Z,16
11101,2019-01-01T00:00:00Z,751
11102,2019-01-01T00:00:00Z,932
11103,2019-01-01T00:00:00Z,1062
11104,2019-01-01T00:00:00Z,1198
11105,2019-01-01T00:00:00Z,865
11106,2019-01-01T00:00:00Z,929
11109,2019-01-01T00:00:00Z,9
11201,2019-01-01T00:00:00Z,829
11203,2019-01-01T00:00:00Z,4888
11204,2019-01-01T00:00:00Z,1784
11205,2019-01-01T00:00:00Z,936
11206,2019-01-01T00:00:00Z,3176
11207,2019-01-01T00:00:00Z,4656
11208,2019-01-01T00:00:00Z,4294
11209,2019-01-01T00:00:00Z,3282
11210,2019-01-01T00:00:00Z,2993
11211,2019-01-01T00:00:00Z,2135
11212,2019-01-01T00:00:00Z,5625
11213,2019-01-01T00:00:00Z,6147
11214,2019-01-01T00:00:00Z,2874
11215,2019-01-01T00:00:00Z,1273
11216,2019-01-01T00:00:00Z,4081
11217,2019-01-01T00:00:00Z,845
11218,2019-01-01T00:00:00Z,2759
11219,2019-01-01T00:00:00Z,1755
11220,2019-01-01T00:00:00Z,2816
11221,2019-01-01T00:00:00Z,4286
11222,2019-01-01T00:00:00Z,1196
11223,2019-01-01T00:00:00Z,1811
11224,2019-01-01T00:00:00Z,889
11225,2019-01-01T00:00:00Z,7010
11226,2019-01-01T00:00:00Z,13165
11228,2019-01-01T00:00:00Z,533
11229,2019-01-01T00:00:00Z,2581
11230,2019-01-01T00:00:00Z,4139
11231,2019-01-01T00:00:00Z,542
11232,2019-01-01T00:00:00Z,974
11233,2019-01-01T00:00:00Z,5443
11234,2019-01-01T00:00:00Z,1028
11235,2019-01-01T00:00:00Z,3373
11236,2019-01-01T00:00:00Z,1827
11237,2019-01-01T00:00:00Z,2900
11238,2019-01-01T00:00:00Z,2692
11239,2019-01-01T00:00:00Z,312
11249,2019-01-01T00:00:00Z,1001
11354,2019-01-01T00:00:00Z,1242
11355,2019-01-01T00:00:00Z,2005
11356,2019-01-01T00:00:00Z,194
11357,2019-01-01T00:00:00Z,111
11358,2019-01-01T00:00:00Z,349
11360,2019-01-01T00:00:00Z,62
11361,2019-01-01T00:00:00Z,183
11362,2019-01-01T00:00:00Z,52
11363,2019-01-01T00:00:00Z,70
11364,2019-01-01T00:00:00Z,221
11365,2019-01-01T00:00:00Z,268
11366,2019-01-01T00:00:00Z,111
11367,2019-01-01T00:00:00Z,597
11368,2019-01-01T00:00:00Z,1948
11369,2019-01-01T00:00:00Z,482
11370,2019-01-01T00:00:00Z,204
11372,2019-01-01T00:00:00Z,1998
11373,2019-01-01T00:00:00Z,5238
11374,2019-01-01T00:00:00Z,1042
11375,2019-01-01T00:00:00Z,1450
11377,2019-01-01T00:00:00Z,2517
11378,2019-01-01T00:00:00Z,263
11379,2019-01-01T00:00:00Z,214
11385,2019-01-01T00:00:00Z,2867
11411,2019-01-01T00:00:00Z,144
11412,2019-01-01T00:00:00Z,537
11413,2019-01-01T00:00:00Z,451
11414,2019-01-01T00:00:00Z,162
11415,2019-01-01T00:00:00Z,1006
11416,2019-01-01T00:00:00Z,494
11417,2019-01-01T00:00:00Z,408
11418,2019-01-01T00:00:00Z,864
11419,2019-01-01T00:00:00Z,746
11420,2019-01-01T00:00:00Z,575
11421,2019-01-01T00:00:00Z,641
11422,2019-01-01T00:00:00Z,529
11423,2019-01-01T00:00:00Z,776
11426,2019-01-01T00:00:00Z,131
11427,2019-01-01T00:00:00Z,409
11428,2019-01-01T00:00:00Z,241
11429,2019-01-01T00:00:00Z,221
11430,2019-01-01T00:00:00Z,2
11432,2019-01-01T00:00:00Z,2163
11433,2019-01-01T00:00:00Z,790
11434,2019-01-01T00:00:00Z,936
11435,2019-01-01T00:00:00Z,1218
11436,2019-01-01T00:00:00Z,215
11452,2019-01-01T00:00:00Z,3
11691,2019-01-01T00:00:00Z,2706
11692,2019-01-01T00:00:00Z,800
11693,2019-01-01T00:00:00Z,196
11694,2019-01-01T00:00:00Z,744
11697,2019-01-01T00:00:00Z,19
NA,2019-01-01T00:00:00Z,651
2009,2020-01-01T00:00:00Z,1
2015,2020-01-01T00:00:00Z,1
2016,2020-01-01T00:00:00Z,11
2018,2020-01-01T00:00:00Z,1
10001,2020-01-01T00:00:00Z,522
10002,2020-01-01T00:00:00Z,1826
10003,2020-01-01T00:00:00Z,1406
10004,2020-01-01T00:00:00Z,32
10005,2020-01-01T00:00:00Z,19
10006,2020-01-01T00:00:00Z,24
10007,2020-01-01T00:00:00Z,34
10009,2020-01-01T00:00:00Z,1841
10010,2020-01-01T00:00:00Z,778
10011,2020-01-01T00:00:00Z,1034
10012,2020-01-01T00:00:00Z,579
10013,2020-01-01T00:00:00Z,614
10014,2020-01-01T00:00:00Z,758
10016,2020-01-01T00:00:00Z,1101
10017,2020-01-01T00:00:00Z,380
10018,2020-01-01T00:00:00Z,180
10019,2020-01-01T00:00:00Z,1541
10020,2020-01-01T00:00:00Z,6
10021,2020-01-01T00:00:00Z,468
10022,2020-01-01T00:00:00Z,494
10023,2020-01-01T00:00:00Z,767
10024,2020-01-01T00:00:00Z,1268
10025,2020-01-01T00:00:00Z,3300
10026,2020-01-01T00:00:00Z,2454
10027,2020-01-01T00:00:00Z,3693
10028,2020-01-01T00:00:00Z,876
10029,2020-01-01T00:00:00Z,3248
10030,2020-01-01T00:00:00Z,2622
10031,2020-01-01T00:00:00Z,5364
10032,2020-01-01T00:00:00Z,5351
10033,2020-01-01T00:00:00Z,5214
10034,2020-01-01T00:00:00Z,4353
10035,2020-01-01T00:00:00Z,2300
10036,2020-01-01T00:00:00Z,829
10037,2020-01-01T00:00:00Z,1219
10038,2020-01-01T00:00:00Z,132
10039,2020-01-01T00:00:00Z,2423
10040,2020-01-01T00:00:00Z,3498
10044,2020-01-01T00:00:00Z,66
10065,2020-01-01T00:00:00Z,547
10069,2020-01-01T00:00:00Z,10
10075,2020-01-01T00:00:00Z,713
10121,2020-01-01T00:00:00Z,1
10128,2020-01-01T00:00:00Z,730
10129,2020-01-01T00:00:00Z,7
10280,2020-01-01T00:00:00Z,19
10282,2020-01-01T00:00:00Z,4
10301,2020-01-01T00:00:00Z,1048
10302,2020-01-01T00:00:00Z,264
10303,2020-01-01T00:00:00Z,495
10304,2020-01-01T00:00:00Z,1252
10305,2020-01-01T00:00:00Z,282
10306,2020-01-01T00:00:00Z,262
10307,2020-01-01T00:00:00Z,53
10308,2020-01-01T00:00:00Z,34
10309,2020-01-01T00:00:00Z,58
10310,2020-01-01T00:00:00Z,272
10312,2020-01-01T00:00:00Z,146
10314,2020-01-01T00:00:00Z,477
10451,2020-01-01T00:00:00Z,3508
10452,2020-01-01T00:00:00Z,8075
10453,2020-01-01T00:00:00Z,7695
10454,2020-01-01T00:00:00Z,2213
10455,2020-01-01T00:00:00Z,3128
10456,2020-01-01T00:00:00Z,6757
10457,2020-01-01T00:00:00Z,10447
10458,2020-01-01T00:00:00Z,8078
10459,2020-01-01T00:00:00Z,3923
10460,2020-01-01T00:00:00Z,4985
10461,2020-01-01T00:00:00Z,2176
10462,2020-01-01T00:00:00Z,6265
10463,2020-01-01T00:00:00Z,3722
10464,2020-01-01T00:00:00Z,95
10465,2020-01-01T00:00:00Z,406
10466,2020-01-01T00:00:00Z,3486
10467,2020-01-01T00:00:00Z,8707
10468,2020-01-01T00:00:00Z,7898
10469,2020-01-01T00:00:00Z,1864
10470,2020-01-01T00:00:00Z,915
10471,2020-01-01T00:00:00Z,457
10472,2020-01-01T00:00:00Z,4339
10473,2020-01-01T00:00:00Z,2344
10474,2020-01-01T00:00:00Z,1108
10475,2020-01-01T00:00:00Z,424
11001,2020-01-01T00:00:00Z,7
11004,2020-01-01T00:00:00Z,29
11005,2020-01-01T00:00:00Z,1
11040,2020-01-01T00:00:00Z,4
11101,2020-01-01T00:00:00Z,577
11102,2020-01-01T00:00:00Z,763
11103,2020-01-01T00:00:00Z,836
11104,2020-01-01T00:00:00Z,876
11105,2020-01-01T00:00:00Z,667
11106,2020-01-01T00:00:00Z,934
11109,2020-01-01T00:00:00Z,3
11201,2020-01-01T00:00:00Z,659
11203,2020-01-01T00:00:00Z,3953
11204,2020-01-01T00:00:00Z,1332
11205,2020-01-01T00:00:00Z,855
11206,2020-01-01T00:00:00Z,1901
11207,2020-01-01T00:00:00Z,3969
11208,2020-01-01T00:00:00Z,3223
11209,2020-01-01T00:00:00Z,3085
11210,2020-01-01T00:00:00Z,2353
11211,2020-01-01T00:00:00Z,1641
11212,2020-01-01T00:00:00Z,4381
11213,2020-01-01T00:00:00Z,4684
11214,2020-01-01T00:00:00Z,2356
11215,2020-01-01T00:00:00Z,1099
11216,2020-01-01T00:00:00Z,3170
11217,2020-01-01T00:00:00Z,692
11218,2020-01-01T00:00:00Z,2100
11219,2020-01-01T00:00:00Z,1331
11220,2020-01-01T00:00:00Z,2302
11221,2020-01-01T00:00:00Z,3533
11222,2020-01-01T00:00:00Z,834
11223,2020-01-01T00:00:00Z,1260
11224,2020-01-01T00:00:00Z,736
11225,2020-01-01T00:00:00Z,5837
11226,2020-01-01T00:00:00Z,9961
11228,2020-01-01T00:00:00Z,338
11229,2020-01-01T00:00:00Z,1727
11230,2020-01-01T00:00:00Z,3473
11231,2020-01-01T00:00:00Z,811
11232,2020-01-01T00:00:00Z,1059
11233,2020-01-01T00:00:00Z,3780
11234,2020-01-01T00:00:00Z,899
11235,2020-01-01T00:00:00Z,2130
11236,2020-01-01T00:00:00Z,1601
11237,2020-01-01T00:00:00Z,2237
11238,2020-01-01T00:00:00Z,2444
11239,2020-01-01T00:00:00Z,354
11241,2020-01-01T00:00:00Z,1
11249,2020-01-01T00:00:00Z,653
11354,2020-01-01T00:00:00Z,1047
11355,2020-01-01T00:00:00Z,2013
11356,2020-01-01T00:00:00Z,203
11357,2020-01-01T00:00:00Z,99
11358,2020-01-01T00:00:00Z,367
11360,2020-01-01T00:00:00Z,57
11361,2020-01-01T00:00:00Z,186
11362,2020-01-01T00:00:00Z,30
11363,2020-01-01T00:00:00Z,41
11364,2020-01-01T00:00:00Z,227
11365,2020-01-01T00:00:00Z,243
11366,2020-01-01T00:00:00Z,161
11367,2020-01-01T00:00:00Z,659
11368,2020-01-01T00:00:00Z,1653
11369,2020-01-01T00:00:00Z,377
11370,2020-01-01T00:00:00Z,187
11372,2020-01-01T00:00:00Z,1533
11373,2020-01-01T00:00:00Z,3114
11374,2020-01-01T00:00:00Z,880
11375,2020-01-01T00:00:00Z,1312
11377,2020-01-01T00:00:00Z,1723
11378,2020-01-01T00:00:00Z,246
11379,2020-01-01T00:00:00Z,222
11385,2020-01-01T00:00:00Z,2561
11411,2020-01-01T00:00:00Z,112
11412,2020-01-01T00:00:00Z,499
11413,2020-01-01T00:00:00Z,387
11414,2020-01-01T00:00:00Z,198
11415,2020-01-01T00:00:00Z,649
11416,2020-01-01T00:00:00Z,355
11417,2020-01-01T00:00:00Z,363
11418,2020-01-01T00:00:00Z,733
11419,2020-01-01T00:00:00Z,625
11420,2020-01-01T00:00:00Z,361
11421,2020-01-01T00:00:00Z,628
11422,2020-01-01T00:00:00Z,254
11423,2020-01-01T00:00:00Z,545
11426,2020-01-01T00:00:00Z,47
11427,2020-01-01T00:00:00Z,452
11428,2020-01-01T00:00:00Z,168
11429,2020-01-01T00:00:00Z,177
11430,2020-01-01T00:00:00Z,6
11432,2020-01-01T00:00:00Z,1723
11433,2020-01-01T00:00:00Z,634
11434,2020-01-01T00:00:00Z,978
11435,2020-01-01T00:00:00Z,974
11436,2020-01-01T00:00:00Z,277
11452,2020-01-01T00:00:00Z,14
11691,2020-01-01T00:00:00Z,2192
11692,2020-01-01T00:00:00Z,718
11693,2020-01-01T00:00:00Z,143
11694,2020-01-01T00:00:00Z,507
11697,2020-01-01T00:00:00Z,1
NA,2020-01-01T00:00:00Z,321
1901,2021-01-01T00:00:00Z,6
2015,2021-01-01T00:00:00Z,1
2016,2021-01-01T00:00:00Z,12
2017,2021-01-01T00:00:00Z,1
2018,2021-01-01T00:00:00Z,3
2019,2021-01-01T00:00:00Z,1
10001,2021-01-01T00:00:00Z,531
10002,2021-01-01T00:00:00Z,1650
10003,2021-01-01T00:00:00Z,1663
10004,2021-01-01T00:00:00Z,17
10005,2021-01-01T00:00:00Z,21
10006,2021-01-01T00:00:00Z,32
10007,2021-01-01T00:00:00Z,40
10009,2021-01-01T00:00:00Z,1851
10010,2021-01-01T00:00:00Z,599
10011,2021-01-01T00:00:00Z,965
10012,2021-01-01T00:00:00Z,674
10013,2021-01-01T00:00:00Z,492
10014,2021-01-01T00:00:00Z,855
10016,2021-01-01T00:00:00Z,1017
10017,2021-01-01T00:00:00Z,213
10018,2021-01-01T00:00:00Z,238
10019,2021-01-01T00:00:00Z,1110
10021,2021-01-01T00:00:00Z,462
10022,2021-01-01T00:00:00Z,529
10023,2021-01-01T00:00:00Z,803
10024,2021-01-01T00:00:00Z,1437
10025,2021-01-01T00:00:00Z,3287
10026,2021-01-01T00:00:00Z,2447
10027,2021-01-01T00:00:00Z,4115
10028,2021-01-01T00:00:00Z,817
10029,2021-01-01T00:00:00Z,2874
10030,2021-01-01T00:00:00Z,2645
10031,2021-01-01T00:00:00Z,5401
10032,2021-01-01T00:00:00Z,5795
10033,2021-01-01T00:00:00Z,4658
10034,2021-01-01T00:00:00Z,3887
10035,2021-01-01T00:00:00Z,2041
10036,2021-01-01T00:00:00Z,924
10037,2021-01-01T00:00:00Z,1157
10038,2021-01-01T00:00:00Z,237
