zip_code,avg_zhvi_2000,avg_zhvi_2001,avg_zhvi_2002,avg_zhvi_2003,avg_zhvi_2004,avg_zhvi_2005,avg_zhvi_2006,avg_zhvi_2007,avg_zhvi_2008,avg_zhvi_2009,avg_zhvi_2010,avg_zhvi_2011,avg_zhvi_2012,avg_zhvi_2013,avg_zhvi_2014,avg_zhvi_2015,avg_zhvi_2016,avg_zhvi_2017,avg_zhvi_2018,avg_zhvi_2019,avg_zhvi_2020,avg_zhvi_2021,avg_zhvi_2022,avg_zhvi_2023
07012,193242.28365,215725.8171,241126.40945833334,275121.85993333336,308389.6161166667,352762.9605,387921.16699166666,383351.39024166664,360280.6805,327935.97429166664,325641.92476666666,305025.28276666667,295465.30824166664,299492.0334833333,311601.1710583333,322049.2668,342163.82626666664,356756.76815,377650.39415,390664.66863333335,411519.84205,457511.9062916667,493716.50405833335,508306.40644
07013,196874.34315,218378.39794999998,241424.95550833334,280276.162925,315946.903475,359216.6962333333,394752.4242333333,394529.01687500003,370253.7240666667,334874.0412916667,327630.2934166667,307206.33688333334,299736.94196666667,306907.3914083333,322704.731775,330824.143125,342848.2239,351324.706225,368106.4613083333,384797.7513333333,401739.65828333335,448486.48289166664,485817.82455,500234.52515999996
07014,151850.313675,167426.80426666667,189244.83626666665,216643.47795833333,247069.43956666667,282061.472675,310264.05563333334,308305.19621666666,291155.7417166667,265211.83228333335,258179.2471,244958.4892,247502.21181666668,251367.49,266507.351,278001.13713333337,294266.52036666666,305645.1754416667,325545.46015,340966.65668333333,365804.98524166667,416267.36300833337,452864.003725,470429.91329999996
07016,245119.90499166667,271616.6898666667,309538.26589166664,348712.60733333335,393483.86251666665,448101.07591666665,485068.4734083333,483266.35234166664,460423.58286666666,433502.7228916667,430184.7591916667,409539.2962,398484.98133333336,417020.83057500003,436286.8221916667,445217.820325,462269.3762,482991.002775,499094.00364166667,503765.24135,518896.16435,566966.8860833333,587991.34355,597422.63942
07017,106129.74709166666,114682.52185833333,125239.56873333333,137694.06974166667,154096.27125,189430.45768333334,226915.0894,246378.06655,234148.211925,200980.21454166668,176527.06806666666,152895.5283,127074.4687,123621.38108333333,118539.457775,130860.27946666666,148058.90334166668,166349.02123333333,190121.90100833334,225687.75369166667,267653.4603916667,318254.2810083333,353460.9474416667,377849.07772
07018,141857.3427,151087.08285,159455.02170833334,174339.759125,191180.40675833332,235791.72649166666,280596.79075,297169.27106666664,284262.20365833334,242977.40504166667,201233.51996666667,166408.01875833335,141596.57708333334,131860.399125,119308.34666666666,130885.56720833333,150817.35285833332,172474.92600833334,194251.40050833335,224257.07958333334,270272.73605,317670.61703333334,347771.85010833334,367254.87033999996
07020,218540.83740833335,248932.184525,280652.2393,317602.04510833335,352974.0338833333,424512.79765,468480.914975,465802.6687583333,449473.34690833336,436335.28079166665,429700.8446,404872.00823636365,409124.1466,445638.801275,481247.3478,500813.2475,522072.50979166664,542509.3809666666,565087.1419583333,574489.465925,568879.021375,604250.5237333333,642377.538,645102.81172
07021,482342.3305166667,535575.7401916666,591187.6215083334,663220.630775,737641.2453749999,862541.32005,937607.682825,935745.9175666667,852500.5136666667,766310.6001583333,739787.4307833334,717395.5682666666,714168.0241083333,751922.06215,813538.183125,828607.05715,837086.2556083334,862128.2769166667,880606.3189333334,884660.619725,895840.45955,1026057.41295,1113930.8874166666,1121429.054
07022,179699.02989166667,203858.397775,229424.33424166666,271556.93885833333,314039.007875,362339.2499333333,397500.8000583333,403397.7345166667,381785.26375,328528.96640833333,307049.3414166667,283358.53845833335,280392.81885833334,283295.2120333333,305443.3757,319390.9230083333,348971.49069166667,374509.1641916667,389519.7673,408972.7212083333,442183.3151333333,497283.80215833336,531055.7271333333,533721.0278599999
07023,238407.53149999998,267605.4003833333,301937.1475083333,343912.9798583333,380645.86583333334,430792.61788333335,473485.66359999997,460486.85699166666,432805.32341666665,402679.3560916667,398716.97592500004,379526.93771666667,369147.847,385556.60411666665,417509.77273333335,431937.4925583333,458382.023225,485448.00768333336,497960.28648333333,502258.94248333335,508587.89348333335,556901.1660416666,595469.19125,608288.62286
07024,253118.74621666665,283160.573875,325502.17475,367197.1243083333,409132.703925,486990.047675,531800.006675,519377.2107,495045.01605,417714.49436666665,390129.42435833334,375608.51425,384353.789875,409479.5385083333,442101.447675,453031.11285833333,455889.3642333333,471090.79578333336,483914.49224166665,492874.5952916667,513059.48880833335,555852.2162083334,578604.3912166667,571461.05168
07026,162218.21921666668,181502.15125,204870.22780833332,241083.10099166667,279027.1326416667,328036.34485,369805.09415,369592.2848,343003.08435,306561.44488333334,282944.3731916667,260047.182025,250673.0987,259074.643325,272924.34745833336,287994.4981833333,303482.09495833336,318210.8157833333,336334.46450833336,353915.7964583333,379650.79245,421564.16154166666,448915.88138333336,459246.30306
07027,195662.14769166667,214405.13423333335,250615.45099166667,283777.92130833335,332497.37574166665,363001.63605,402375.57258333336,399910.4242416667,374119.688525,346117.99238333333,345883.58971666667,325340.079675,316843.89204166667,320339.7209166667,347298.10904999997,364205.831275,383544.40309166664,399204.3785666667,416733.354075,429821.44148333336,442024.5167,492913.9307916667,530458.8437,540458.53652
07028,301381.2411916667,349966.78098333336,401365.65205833333,464619.9941083333,509356.0780583333,583406.0868666667,634336.9805083333,618817.45215,612805.56355,572075.9763666666,562447.84555,557678.0280916666,537329.9931333333,557393.9701333334,593076.9813083333,620896.4039583333,644878.4279166667,667750.6886999999,684872.5022,703073.8725333334,733833.1358,818251.43125,882204.1467916666,891844.89562
07029,185738.08943333334,201135.66288333334,214320.05131666665,248410.16328333333,253988.09545833332,302737.76044166664,350894.51218333334,372064.19505833334,343122.89615833334,283901.6046833333,266767.8674333333,244778.63901666665,227432.51495,235297.22658333334,267093.8645833333,298648.49631666666,335206.8727833333,365395.3609833333,404223.46383333334,436449.0492333333,461840.8815083333,494147.06786666665,507770.21190833335,513672.27556
07030,239007.95499166666,274812.747725,310973.911825,335049.75762499997,367681.9166181818,449804.9946166667,522792.656625,526305.3129583333,506795.808875,459416.5052,445546.77256666665,432195.131975,446643.256675,509826.24710000004,575392.3751083333,624364.0309666668,684820.6164166667,742793.6509,782299.043075,751956.5205416667,742663.8008416666,767132.8799583333,774429.4243916667,764257.56184
07031,202252.08515,220931.68595833334,246873.17539166668,282223.94611666666,320857.9507666667,371001.78939166665,404351.39914166665,409097.7475583333,381398.02651666664,349916.34031666664,328052.55889166665,304248.632475,303554.23939166666,308518.4712833333,336112.989225,346511.817625,361997.25255833333,382173.96365,396451.22109166667,401894.9298,422702.61483333335,464471.429325,487392.116775,492778.35894
07032,152814.42228333332,168931.36408333335,193090.01315833334,226939.75428333334,263629.64275,310979.59274166665,344898.2510583333,352306.93624166667,320018.2079166667,275122.58495833335,263930.7630916667,238032.32553333332,230720.52876666666,250537.93789166666,270116.21913333336,282493.9707,304428.78665,323571.83958333335,344145.99480833334,362491.63371666666,390440.4254083333,421887.5612583333,451711.28520833334,461143.02546
07033,218022.7689,244027.53908333334,274817.83695,318566.00026666664,367964.70438333333,435623.05541666667,472583.0743833333,464327.0003,436666.689475,389490.11576666665,394470.3842,366308.6447083333,343439.1923583333,348718.620675,368865.59249999997,370963.73124166665,379454.209775,390736.8749583333,404292.1469333333,413637.540025,430774.89759166667,478241.61145,493902.97735,495355.51034
07034,162945.88425,181178.06073333335,208159.77958333332,237443.58230833334,272653.10143333336,314074.42367499997,339539.54639166663,331451.8636916667,304004.95458333334,284219.067825,277611.6399666667,260959.7887,245579.46165,249455.86963333332,264919.70184166665,274724.45115833334,285304.15089166665,291326.4527166667,303834.1670083333,317040.20515,333553.55991666665,364583.3505,384998.96783333336,399469.94792
07035,186031.93554166667,205711.6252,232559.61448333334,263359.694975,300029.84976666665,337941.05889166665,365666.29835,359213.2663166667,336244.01174166665,319892.81381666666,307613.43515,289570.949775,279802.05851666664,279568.948525,296409.5091916667,304115.7222083333,312668.14543333335,322616.32078333333,333775.49748333334,340196.5480833333,357113.78644166666,397273.660675,429789.6778,442521.52278
07036,138064.29515833332,151457.08866666668,175961.11733333333,209764.26483333332,244178.58025833333,280354.78075,318431.82663333334,318803.0508,294471.487225,254497.00681666666,241159.89848333332,214625.061575,199758.88649166666,200039.92005000002,219329.99835833334,226071.53676666666,234820.95145833332,256315.499225,274808.9889583333,290765.35520833335,316661.2732083333,372374.8356333333,408681.18485,435824.53758
07039,297020.88656666665,333774.1559833333,362396.31214166665,406395.54246666667,451913.769175,522887.44488333334,572308.9808583333,563038.729425,542297.945925,510944.032,489775.84184166667,481749.59773333336,484757.68740833335,520522.392125,561756.5124666666,573673.548025,580600.4045083333,603012.3442583333,617219.0135666666,615187.7530916666,634859.962525,710894.8681583334,770732.4950333333,790933.5506
07040,219781.3021,253194.6828,280718.23355,321188.5963583333,359516.5835666667,417541.18325,461288.279575,460485.620925,442064.2991,411437.89138333336,409397.385325,391457.3393,384010.079725,406359.1226416667,449805.45433333336,480037.67791666667,509851.94055,544594.2958083333,574161.7799666667,577457.2655416667,595274.7142,672148.5086833333,726708.1126999999,742078.51826
07041,318983.408975,362023.1437416667,398877.40325,464089.9863583333,502737.8941916667,570115.3631833333,612061.378075,627805.84665,598395.0382916667,582817.4598083333,590520.3472333333,583253.737975,584629.6215166666,630128.350075,683122.8626,719248.7650666666,747265.4920666667,781890.0370333333,815784.4436250001,806851.3073916667,811170.419525,893463.1769,964705.9679666667,974881.49402
