zipcode,agi11,agi12,agi13,agi14,agi15,agi16,agi17,agi18,agi19,agi20
10921,22095.699294117647,23767.023696682463,23718.037037037036,25033.60091743119,25951.97641509434,26162.530516431925,27460.27727272727,27670.217777777776,28848.804347826088,28432.363247863246
10923,41885.734567901236,41651.1835443038,43241.3052631579,43926.445606694564,46248.50310559006,45829.3203285421,48523.02857142857,50812.53614457831,50896.46464646464,51572.76608187135
10924,70680.20133083091,71546.68096054888,76461.46280991736,79533.86677631579,84031.56381260097,87317.89805825242,96299.42700156986,102708.35,104856.76579352851,105290.96556886227
10925,25356.344326658815,25877.178988326847,26978.22440944882,26166.51821862348,27885.192,26302.251028806586,28588.517928286852,30965.02,30584.004098360656,32298.825396825396
10926,18827.521966527198,18962.295336787563,19029.781914893618,19195.640625,20640.76923076923,19791.15263157895,20816.785714285714,21816.73846153846,21758.838541666668,21379.467336683418
10927,40875.87306015693,42156.73728813559,42565.28428093645,44180.77398373984,44105.62725779967,44610.32078559738,45633.477198697066,46396.15372168285,48584.23333333333,51950.631097560974
10928,18187.319801533606,18378.986486486487,18232.133928571428,18558.008620689656,19408.572052401745,19421.764444444445,19547.424778761062,19707.185840707964,21634.515151515152,22159.64347826087
10930,62822.18476991357,62494.96759259259,64154.32346241458,66363.04128440368,66707.05466970387,65783.030162413,68637.72892938496,67207.16326530612,67532.65610859728,66110.096196868
10931,4428.5341826585,4320.229166666667,4580.448979591837,4447.68,4528.020833333333,4783.568627450981,4794.3725490196075,NA,NA,NA
10940,174808.06349416755,175302.7092040907,180646.2624297449,186356.5515771526,196660.98838174273,200516.8704085844,208854.1398629585,218426.06172839506,228954.67369242778,241971.9098696462
10941,58585.379238548485,59662.04017857143,59590.78761061947,62192.65892597968,65432.37446808511,64889.44778254649,67898.28848821082,70925.94693877551,73490.1626344086,76054.091383812
10950,157393.77511225935,160196.93445580278,166752.37566765578,177527.14950552647,189730.9143179256,186469.45340194396,197491.09507829978,201522.5223386652,199511.19109663408,208837.05845181676
10952,112869.76957703414,121780.50783182193,125816.09031733117,132588.76317923763,141666.21502797763,145817.26475409837,150739.51109350237,170566.23617693523,160308.45993836672,168744.1858208955
10954,137810.3362517552,142064.79737489746,143371.47993447992,148104.72837510105,157152.654589372,157662.73586429725,164847.61421725238,167250.97129186604,176756.12781350483,173103.7453125
10956,275600.55233186996,290950.443324937,301886.7894736842,327034.0382205514,338234.19427148195,335430.7382592361,375455.26276463264,381029.7495327103,392647.3880224579,372413.21733821736
10958,16182.252551020409,16424.68125,16389.35220125786,17056.58024691358,18499.310975609755,18505.72049689441,18934.314814814814,20775.29696969697,20474.25,20640.75
10960,88565.90583657587,92837.6701434159,94475.07441253263,100916.65932642487,110168.30306905371,114735.41343669251,123057.74102564102,132902.50323415265,157422.37940026075,148037.65894465894
10962,40141.336460032624,38099.11155378486,38752.555984555984,40327.24615384615,45587.13076923077,46935.26771653543,50073.96153846154,58263.38202247191,57629.09328358209,55363.464419475655
10963,13306.314529328338,11928.041666666666,11699.358333333334,12559.22950819672,12114.677685950413,12914.225,13770.983870967742,14285.177419354839,14925.829457364342,15153.462686567163
10964,22717.448228882833,27646.38157894737,27494.178082191782,35647.849315068495,35744.2987012987,53170.89333333333,45722.64473684211,47537.95945945946,36639.44594594595,66434.25675675676
10965,107108.20309320309,111799.40620782725,117480.01190476191,122893.63446475196,129350.87468030691,135633.89100126742,144746.47381546136,150102.45812182743,155556.62547288777,150315.315
10968,22135.794707297515,30326.168,24951.090909090908,31374.224,34767.21374045801,32556.0859375,34657.696,39348.09523809524,36820.262295081964,37085.4453125
10969,6796.020297196013,6837.583333333333,7068.852459016393,5768.819672131148,5957.777777777777,6278.569230769231,6758.903225806452,6828.0952380952385,7472.546875,7847.953846153846
10970,55581.37963693765,56344.67056530214,56498.20669291339,57472.1910331384,61728.444660194175,59088.819923371644,61178.28971962617,66185.82527881041,64105.33885819521,65067.506194690264
10973,11028.92481884058,11478.072727272727,11768.82882882883,12214.518518518518,12882.54054054054,13511.333333333334,13698.371681415929,14415.435897435897,16340.370689655172,16279.094827586207
10974,18218.0600914435,17714.50331125828,18219.532467532466,18600.30769230769,20208.132075471698,20617.365384615383,20943.754716981133,22802.38853503185,25637.585227272728,25946.03370786517
10975,1722.6655832292558,2301.125,2274.5,1700.2666666666667,1733.8235294117646,1664.764705882353,2039.25,2602.3125,1685.8125,2469.866666666667
10976,7129.303210463734,6970.83950617284,7551.559523809524,8166.953488372093,8602.059523809523,7965.070588235294,9009.639534883721,8914.95294117647,9024.714285714286,10142.32142857143
10977,174945.17104263403,176150.0957490714,183255.2545381202,186300.20293301626,187015.70763052208,185998.36909165638,194842.07277187245,196543.83230325504,195020.4157395962,204726.48684210525
10980,78326.55724315805,79476.23462088699,82729.6419400856,86378.24749642346,90024.24755244756,90013.3917963225,95177.22081575246,101260.86445366529,101369.05750350631,102870.4182561308
10983,46352.26011157601,49132.36551724138,50521.69624573379,51755.734006734005,54227.833898305085,55983.70469798658,59199.721476510065,65971.65894039735,67140.59800664452,64153.63725490196
10984,17607.916089299462,18422.767441860466,19104.679389312976,19537.381679389313,20736.853846153845,19750.325925925925,19825.526315789473,20763.244444444445,22098.316176470587,19201.666666666668
10985,2145.993504816361,2385.4736842105262,2863.8333333333335,2945.0588235294117,2360.294117647059,2206.266666666667,2642.5,2557,3061.9333333333334,2907.25
10986,11480.816837315131,11976.266666666666,12316.41111111111,13318.782608695652,13053.582417582418,13148.851063829787,15098.278350515464,15084.816326530612,14430.050505050505,14923.049504950495
10987,46635.46780072904,54186.86666666667,46734.01098901099,41929.07329842932,62287.852040816324,49422.82010582011,57519.11229946524,52166.82105263158,53611.08762886598,61697.36274509804
10989,65542.63378545006,67419.59118236473,69205.67813765182,71604.94704684318,75380.6485943775,76029.4007936508,78423.06374501991,83292.38663967612,85553.19958847736,84710.02414486921
10990,123921.38550452984,120957.79750778816,131478.78053830226,131765.69875776398,139000.38217213115,142968.39632277834,158819.55991943605,167214.31813576494,173423.23053589484,179420.80616302186
10992,56270.15723005683,57980.5,58154.553459119496,59789.91139240506,61371.08686440678,60192.031712473574,65810.53958333333,69397.82851239669,72827.97963340122,71926.536
10993,18083.671969361898,19071.061475409835,18402.399193548386,18702.513618677043,20522.48828125,19840.411067193676,20556.875968992248,21214.851711026615,21585.581132075473,22971.077490774907
10994,68342.19763694951,84989.42328042327,68632.16492146597,79069.81151832461,79696.25065274151,84795.79328165375,89021.77023498695,99936.51030927835,98019.97650130549,102308.39795918367
10996,12162.724168912848,11930.764705882353,12641.72,13959.04,14631.934426229509,13923.08256880734,16055.922413793103,16785.483333333334,16593.372881355932,18216.373015873014
10998,17854.01160409556,17808.607843137255,18245.846666666668,19222.187096774192,19840.109677419354,20582.367741935483,22068.33125,25294.70552147239,26743.38787878788,26634.47976878613
11001,160412.83690987126,166075.21218795888,171086.02196193265,182563.182284041,190061.2306579899,189947.5465032444,201897.53087295956,218731.52414772726,218005.27801120447,216924.01451278507
11003,175952.5702852544,179589.92913732395,183432.08796895214,191115.23813559322,198480.4186822352,201814.12927439532,212368.3890028724,220366.64382996285,228438.7443273906,233748.32432432432
11004,62760.977645985404,64299.04977375566,65828.86696562033,68565.7791225416,72049.88148148148,73934.6812865497,75690.40810419682,78787.58565153733,79690.6038011696,76980.01302460203
11005,27179.959827833572,28325.13475177305,32706.61224489796,39816.13286713287,42271.57342657343,45248.10344827586,56586.4693877551,64144.47297297297,54882.602836879436,38814.405594405594
11010,127273.30219414894,134005.50700741963,139129.36790923824,147177.28410008072,153466.34099920696,156558.57819905214,165888.34684333592,173345.43023255814,174971.95746326374,173760.6783269962
11020,87172.83046848669,106495.43050847457,110363.51324503311,112843.1344262295,116892.44838709677,132821.94098360656,142052.49013157896,140329.58899676375,143864.16451612904,129295.80130293159
11021,225943.92622687906,265420.9422657952,264486.46071044134,301774.75906183367,308537.07502679527,307986.5629709365,350226.320471597,390994.01607717044,386681.80537634407,359420.0576923077
11023,99586.8236509166,121831.21794871795,135659.5242966752,155082.36572890024,171381.8797953964,163942.86934673367,179138.63080684596,182523.23114355232,181670.41605839416,172934.91408114557
11024,161732.081671415,233181.51746031747,229355.4106583072,272103.15360501566,293861.1015873016,310750.5,315387.5157232704,352158.215625,257790.8734177215,247967.77215189874
11030,830309.1214003388,938319.6573099415,901868.1022326675,1051870.83663944,1108160.4343317973,1078135.6926658906,1215366.2710495964,1351256.3211428572,1268638.6548571428,1299915.432
11040,271131.16631130065,286077.4307170543,296743.696129957,319029.9273504274,340971.75270843145,349970.66838649154,372820.64325323474,400463.95791399817,417943.109182275,399052.8127507802
11050,460243.9637259599,499605.91473397,489180.3249318801,592911.369023569,618626.6069287142,616220.0119760479,750738.7034845497,774719.9425962166,790189.5849306014,812018.0151017728
11096,26549.237151246947,26633.80585106383,26391.526455026455,26763.415789473685,27624.66497461929,28700.01219512195,28794.97506234414,29636.72361809045,30105.21,31590.972850678732
11101,100134.0154743216,108795.66666666667,125638.90891089108,142992.97090449082,168958.5381455399,208308.5855369671,269149.92840095464,341600.2276843467,364726.7344632768,383403.27692942636
11102,140382.2653169669,139108.73731501057,145648.04456967214,148846.9531893004,155508.41645375575,158450.43948051948,166964.966442953,180892.42185903984,188223.87989556135,172445.39979338844
11103,150938.05072677272,154979.47284190106,159644.26034648702,166213.57456978966,172889.77923292798,174160.20067210754,178922.86289549377,186601.37613365156,189150.3881033642,175339.87372013653
11104,108963.14457505742,111994.63527851459,114229.32514930326,119437.9476096922,124626.87100977199,126743.36333553938,132306.84706657878,141208.00588235294,144245.58457374832,135743.96071904126
11105,148042.656582806,151954.18392581143,156676.36928608114,163214.30679513185,168758.8502269289,172191.77529232335,178545.18478815723,190030.4561136479,189582.9523565574,178362.54787506402
11106,157747.7609841001,160910.6535433071,166313.05020538566,174805.85804416405,181419.14751899865,180779.6563071298,190765.59827507945,204303.67699910153,207371.39889451864,194862.17319963538
11109,57883.82092726499,77377.04240282686,98852.54046242774,135137.9255319149,158529.09836065574,161054.28370786516,181518.573816156,209040.42209631728,197182.35777126098,174150.5382352941
11201,656864.9132998915,784166.9607908847,901362.0148247979,1065234.292123629,1232247.9601941747,1282635.582733813,1539952.768405365,1812737.9010894496,1769194.3580799047,1961967.3635827932
11203,275074.68145761034,272038.9941972921,274580.6671191963,278036.9130201342,283567.2496012759,288096.0529661017,299433.81110820017,309631.94763290137,318219.79254756874,316207.87987437844
11204,214901.46146116944,219602.73776223775,223891.38874921433,232506.30962599633,241139.1371257485,242890.94096385542,250868.4825340438,257525.67118844,263560.5260523992,266263.4880651502
11205,128783.71559265825,134096.73228346457,138163.30259525124,146987.53365906622,156428.4510638298,163938.0548748002,180662.54257528557,195071.67875647667,199377.48223615464,206617.67735263702
11206,252562.06741506647,253628.57142857142,258176.35386370117,264696.84696423623,273542.47702702705,270909.82104686217,280911.9509383378,299233.3011452369,311144.01164294954,308164.087822313
11207,297865.8609354612,291318.25536209944,301801.6336489439,306979.100736517,318892.83037974685,324541.0307833678,337900.34844065516,347842.4822438362,360871.75874520425,365997.3465909091
11208,314882.56650127075,304883.1932319765,311683.94839942665,319580.2965788257,328369.0525838622,330767.05816859804,340641.37569552637,351340.5929144385,363053.79429198685,381855.398184444
11209,285956.99544632086,290777.99217809865,301389.9248589249,320252.72990353697,338493.4610934336,338553.1594840223,358301.0995923122,381161.5555233401,390997.0078579744,376399.9837421563
11210,217942.23381155488,225433.3245614035,227915.6213425129,245550.60575296107,248775.706256273,251082.3081099423,262425.46779089374,274791.7531239446,279909.432972241,267874.78117647057
11211,219169.2852482174,225476.6644090755,239668.88401048494,265611.0006462036,289056.88789524115,299527.5221324717,319051.14372794353,355398.3703819662,377841.78423366835,380506.0760598504
11212,276309.8496918892,271452.33983286907,276721.9534001626,283307.08339952346,288113.1324023791,288527.2918947094,296548.3572895277,305456.86438923393,315364.8865339881,321216.1844365841
11213,204103.19444544375,201083.16612259703,205348.37553041018,211253.87362258954,217761.2922713466,219001.9518771331,227286.15578389127,238921.1646199801,241729.3847941567,243541.07632093935
11214,255098.6353945137,259119.20919175912,264199.9344262295,272839.5367647059,283199.9338598223,286058.9610866373,295059.8149673044,306652.2024922118,312852.9645169024,322548.21660567244
11215,466761.3861636971,514541.5282065675,566117.8262238763,673634.1294921295,756275.3329369798,771208.7503795931,880545.4655797102,1041697.8810939358,1049580.9757072572,1050803.2384591869
11216,194656.0600648731,198204.87016885553,206839.61591569768,216199.99258736323,230361.9907818368,233620.9855272226,246954.56197514277,267237.2598530394,274737.4278540342,272379.668785547
11217,209935.58605106984,243365.03013698632,263503.0973884657,303332.0195971693,342670.962182604,364609.04472178884,466935.5796332046,549938.0328947369,553522.1680467608,588292.3523994184
11218,221989.48369064633,229516.98134328358,237294.98995127893,245284.27606992165,256915.5826533696,264775.764794686,277401.77717554953,294954.7509003601,300551.22870090633,301086.0633905205
11219,226345.22205582462,235163.07314814813,245697.01812688823,250348.11832740213,255129.4668797211,251426.51105868476,255961.7654540077,256225.41228327947,259003.73500291206,263667.6599777035
11220,349300.2842369292,369044.6036838978,381857.5647488936,396583.0614577478,406400.480744426,405145.8589981447,406699.07316623663,402125.8863258904,391150.5412965413,390920.7533381451
11221,255982.81104988398,257954.93040501996,268061.0383666758,279209.89546666667,288219.51464109874,302897.1935728745,321273.7558959397,342251.2085816448,353577.22274657857,347786.5935438266
11222,213085.19493473443,181069.1551724138,188038.77017225747,203344.56110615522,223237.08396268325,234245.90474080638,256168.90626368814,298496.3221704112,324253.2273511648,340504.29596602975
11223,218845.0835776643,226667.9187520312,231259.0915492958,239317.55006257823,256429.4932885906,256278.5601710446,267562.31323132315,281679.8199165176,285229.28686567163,293954.18791366904
11224,131902.1125123255,129399.98634453781,130731.98094747683,132111.3482688391,136267.6865375062,138754.61808300397,142159.71188949185,146943.55061728394,150540.62181090546,154814.8125
11225,220551.5684797864,220218.63499658238,225887.61055444222,229043.92322834645,233453.3464309103,240966.23562091505,251469.25683060108,263522.9434324065,268160.67359532317,262952.3668504703
11226,369161.5856956131,366497,372219.5607142857,383421.5927854938,388841.2339774249,395162.45342807757,408030.8910741301,429321.6504034528,438893.1405835544,438985.5150501672
11228,139551.9513154251,142568.07704918034,147190.47509373326,150484.57639620654,155984.34263565892,158806.45306950787,163998.29834254144,174258.1674925669,178124.05948317895,173552.98679245284
11229,251570.31285129927,257996.94979686593,262594.8266590389,276022.74218089605,286815.1579818031,288681.65034387895,304310.8843243243,321095.45019920316,332413.5576,333528.21881443297
11230,243794.1641591441,252800.3824235153,258430.64867256637,271190.4817813765,286247.2765355222,292858.4964778811,313814.3163575976,324876.21493027074,339883.26575716236,340079.4956704277
11231,202836.0326627219,234182.86769964243,260562.73215339234,320459.5710886377,358596.89486119314,382536.9988249119,448464.793814433,522067.7042334096,521628.3678362573,514833.3900174115
11232,83612.02495558752,86186.6916192026,87333.62063492063,90007.33048875097,92933.74752097635,91128.91446345257,94452.49197860963,96725.33768227168,97324.46771653544,96090.67176740627
11233,210738.02779149325,213175.21275862068,215863.06507080243,226428.25718015665,231796.74480996488,240922.95372107567,251800.53424657535,261099.14238008502,274376.1586351392,271589.932853717
11234,334448.5050375977,340793.77029360965,343254.93273433705,354807.3543117944,374129.2693848692,380643.43656015035,400131.4557079749,423531.37022367195,439446.19348079164,429846.54868871154
11235,259549.6298076923,258125.10311552248,261208.96822379142,273846.01304926764,285919.75,291410.57312661497,308034.96169354836,328050.4535749752,337984.10059910134,342829.4822966507
11236,349070.7678804206,338702.69513274333,344729.92372697726,351523.65279831045,362952.2407098121,369055.29111018364,384721.62515489466,404058.2694684796,415338.6012710127,415543.35495716037
11237,165837.0650163346,168861.50066755674,171140.71510347864,178057.96760443307,183307.17069109075,184944.31352718078,187884.36314249894,195851.05104981473,201131.107455227,189397.50123660345
11238,246504.81074628932,257034.09243986255,274124.8541168432,306371.93176470586,338038.5677461996,371520.18131868134,416640.3503787879,481867.5542093818,525593.395480226,536616.0675171126
11239,53591.656242742516,53652.055555555555,54259.69072164949,54241.96480938416,55337.34964028777,58710.393897364775,61179.4390896921,64496.456806282724,65387.34070221066,69522.67027677497
11354,168330.60211648096,172558.41941391942,179700.9439943642,186590.36369839645,193259.3082806784,198406.23307034845,208600.62547528517,215959.20341614907,215557.23961262105,225015.50104633783
11355,286888.9745134175,299567.89740797214,314042.4949579832,330752.3710691824,346564.09905288083,354592.3810832025,364729.53558411665,368998.55161290325,367673.5679198942,382168.04741301603
11356,76865.27144016593,78654.39698046181,82470.13440405748,84054.2338099243,87153.45762711864,87377.0718901454,89658.34789515489,92983.4365642238,95529.15384615384,97917.09272467902
11357,191431.76712612706,194367.8537735849,203275.5534883721,215034.22734254992,229373.6305668016,226227.68765743074,237532.56172533464,260004.22647058824,257649.70896619305,245613.50991501418
11358,133655.66689568304,137369.1760760201,141462.77808219177,144868.58215451578,149703.27151965993,151794.46259220233,158224.51084710745,164391.83519269776,165807.22166499498,165189.40200286123
11360,113676.20791776918,119426.1164453524,126542.41448692152,134177.376,140993.657,138471.22111553786,149329.8540433925,161287.59059745347,160173.02571711177,151160.52826510722
11361,113985.44168845723,116368.4217585693,119648.43183492999,123345.03646973013,128822.79448075527,128191.86934673367,135754.76735862563,140835.8700284091,141011.5690140845,139119.06425153793
11362,87746.9683305863,92689.25904317386,93929.50758459744,98796.13940092166,105046.29701834862,104935.5400457666,109442.56458797328,115904.68479467259,118260.9809630459,112820.13528138529
11363,48187.46656626506,49154.28739002933,52167.35014836795,62780.958579881655,65975.9349112426,66401.18950437318,70298.8448275862,73076.45714285714,70875.52873563218,63294.820512820515
11364,150501.9854303073,156135.16559391457,160678.20442930152,162982.390625,169708.9315849487,168883.62696629213,179044.42729805014,187649.51070840197,188620.7408219178,183951.32373333332
11365,150779.47563254382,154116.8347564038,157133.83192860684,162430.8917475728,168302.3255592575,170311.89566837446,174384.82045349374,183264.07071167883,185832.33948671768,182993.54852686307
11366,57213.708492148195,57790.392424242425,58278.92261001517,60591.44578313253,63851.584187408494,63652.25260029718,64965.76854599406,66787.20175438597,67512.97209985316,66178.20650636492
11367,139750.14991057396,133107.6833890747,135242.29824561405,139786.63200870986,143487.75920982382,143974.94432661717,148900.04894736843,159852.62995824634,158258.51015096303,153256.51012145748
11368,322554.11637656065,348913.4678156146,337137.33562674694,346618.52550808794,351756.99693376943,351299.07047187304,356082.10702547245,361335.181948718,359309.75723506144,377621.5245932299
11369,118767.90444161667,121198.99475524476,122614.19607843137,123350.80079681275,126546.50506186727,127612.04623955431,131046.21832144816,133077.368159204,133996.47603121516,138534.0465116279
11370,86819.92576628353,90924.71592649311,90487.26307692307,91996.58484848485,94587.86240601503,95125.5933484505,97723.33009708738,101890.92438843587,105688.35901162791,105403.14726027397
11372,231805.71975447753,238120.65142857144,236938.95572916666,243547.00085058124,246494.57730496454,249254.14077669903,254939.95375886525,263937.0556028369,267438.8929814385,264196.9942164693
11373,324712.8967854662,336595.96588139725,334460.91607251985,343958.2555885262,349427.62560999417,349914.9856496953,354500.9175176748,362198.34071054164,363259.60504694836,376488.6117021277
11374,170118.1501774825,172768.9668784029,177660.56564748203,186227.07597173145,195991.794053345,197402.2192139738,209158.63049095607,223372.38117546847,230599.48,220980.87279596977
11375,378507.43983532087,399850.0875497442,416986.16893424036,449066.0435520362,481074.9432485323,489735.44206371583,528562.0999720749,574816.9428810254,592405.0172706682,551723.1320754717
11377,294329.4881153517,298131.61030082044,303847.7436936937,310880.41232542676,320151.91078066913,322662.2134535063,329812.9756627553,339055.46153846156,343017.00484581495,345018.6506504406
11378,124243.00814971325,128092.88071216617,131197.89298245613,134270.24579710144,139958.76041072447,141223.84297052154,146765.07679372196,152878.95376044567,157315.78200111794,152244.64034151548
11379,150858.59239098962,154214.58188153311,158721.75476053086,167158.1951917573,177015.0774448841,177235.3661971831,185222.26726057907,197454.43584070797,201414.42014468557,190598.05561555075
11385,329074.13948000874,336269.5352891156,341561.82360379345,353514.0006200909,365499.67684789246,371923.72514859604,386152.27453365776,407265.1689433507,418496.5387557882,411218.86815336463
11411,83690.89032258064,83595.21153846153,84274.94900849859,85968.10859301228,88859.71785383904,90639.32063197026,93538.71626617375,98729.80772769089,101592.5059687787,100793.21538461538
11412,136209.01511557345,136600.68857938718,138896.23494302767,141461.438868126,147028.3282722513,150209.2572614108,157240.06758832565,166011.94385432472,171908.5981918634,174853.5452775073
11413,158721.73161872974,158100.77194703286,159656.00144023044,164005.67605633804,171433.332412523,174472.86780285582,181541.27726856095,189636.52838827838,195954.6358303249,198677.50287992912
11414,115507.91036961788,117162.610802224,119667.95518867925,129010.81278890601,137050.88897280965,138887.9954954955,147234.69001490314,155793.27205337287,158549.0544518028,152851.70699708455
11415,78174.60523814552,80446.98735511064,81627.5664556962,85190.28765690376,89135.78980228928,91385.21923474663,95949.65293511843,101248.52837977296,103707.16875,97616.44974093264
11416,83777.403359874,83674.24525043178,85523.62180579217,85556.11993243243,87838.19802793756,89943.71776155717,93384.78997613364,97533.23984375,101128.7020123839,106331.90021691973
11417,101476.91014285714,101843.03475177306,103704.20069444444,104643.83679114799,109240.97895451459,111391.07486631015,115760.23455149501,121008.5367936925,127564.95293359124,128524.50525015441
11418,117059.75427983789,116865.94933655007,119691.4732195409,122694.97928653625,125545.5116015846,127174.28740824392,131528.22,135830.9328896284,141214.5871459695,144639.24239298608
11419,176720.48373626373,161489.65754039498,164626.58710801395,161804.3201058201,165625.98965517242,168650.39601018676,174034.64442602568,180679.06740649405,185247.11863057324,192152.06895266494
11420,156452.66108332548,157353.53698501873,159798.23415977962,162704.73372249663,169202.87919755778,170879.51607298,178523.46179966044,187597.81024349286,192338.1733059548,196861.77864685177
11421,137108.70702344654,138454.43099897014,142477.66967871485,141089.51155778894,145880.8759881423,147695.84490398818,153932.70981713186,161604.89154323936,165240.71661081858,168750.17681818182
11422,121452.69490758692,122248.64423076923,123360.1973518285,126090.24487259168,131708.03575757577,134094.01449275363,139094.88161057694,146022.70683453238,149515.60106069534,151151.29298245613
11423,106906.25751131843,108809.1572881356,108238.2185608608,109626.94950166113,112563.96708360764,114277.6727748691,118120.22626788037,123035.38860103628,127389.37308673469,129996.840196681
11426,79990.29450841453,80360.88340807175,81670.20261437909,83854.52590959206,87665.88589881593,87270.67031763417,91452.2015086207,96452.12021276596,97930.80437044745,97905.88121827411
11427,92337.64459447762,89616.58251561107,91190.73281114011,93782.68027801912,96830.34358974358,97156.30710008554,103119.5409015025,108124.76554621849,110014.81954887218,110198.62632006498
11428,79587.08933859822,73568.74239350912,73419.9979757085,74653.6205852674,76731.3661971831,78466.55928853755,80746.73180458625,84982.21936758893,85691.58399209486,86350.19468186135
11429,95318.95416299383,94983.25237341772,95041.69073783359,97835.3361408882,100107.09249431387,103201.75112781955,107540.55703703704,110971.70044709388,115476.6380952381,116949.27358490566
11430,2087.8638269446114,1755.8,2088.823529411765,1729.4117647058824,1826.3125,2031.1666666666667,2104.6666666666665,NA,NA,NA
11432,182458.04734718733,186316.30977054033,189129.04432234433,194459.022556391,198809.93316831684,200650.3997175141,205430.0421388102,211674.27443342775,216717.7118043247,220674.81342780028
11433,108085.24925027262,110099.91578249336,111019.61236316807,113752.34066624765,118103.49815724816,121577.02297460701,125764.39928486293,132354.7342739565,139026.06008087812,144734.1747678864
11434,236824.59079459583,234885.97746105402,240665.80051563005,242616.17234848486,249443.07628165535,257630.17434008594,267912.7677710843,280331.6524590164,290203.5335501035,295560.97741094703
11435,176099.64673979033,177588.89872408294,181156.1725888325,185265.1044546851,186842.87414187644,192157.7864998104,199806.30746268656,209212.17142857143,214188.36549925484,214766.9865343728
11436,65618.97042449983,65577.69020501139,67297.7796234773,68729.12892741062,71627.78406708596,74271.3977389517,76262.88049029621,80271.18291457287,83887.34865134866,86039.38022813688
11501,107021.43571771483,111414.6837029894,116153.71183206108,122392.53541076487,132807.96235078052,138699.98171846435,147413.6735426009,160746.20720720722,165804.91882247993,159742.3894189072
11507,58178.09362054681,65331.802702702706,70401.02659574468,76304.5649867374,80821.89947089947,84367.2691292876,93714.86787564767,97196.13695090439,103872.83076923077,95832.81060606061
11509,42494.0459039548,50180,42836.81203007519,45960.86821705427,49951.48120300752,51414.59375,65858.33076923077,69212.18461538461,66682.29133858268,79609.76923076923
11510,181658.63609948862,185337.98665118977,188405.53876852908,197214.06113292204,208590.4760044643,208591.0253303965,221274.63112547118,230610.60801299405,236080.6409574468,238418.18073537026
11514,27352.748468762762,27815.34817813765,29250.97967479675,31301.45816733068,30685.964980544748,33001.93774319066,34153.5546875,37073.698039215684,38736.2891566265,37153.592885375496
11516,49759.83987915408,55553.124242424245,57529.82515337423,61788.4984984985,66166.30267062315,69762.01524390244,80121.85365853658,87151.23708206687,84778.79761904762,75766.2831858407
11518,66949.44277435711,67684.58563535912,75920.21245421245,77131.80036297641,89357.61785714286,91173.16607142857,98426.5392670157,106659.09861591696,107206.71305841925,112394.41848739496
11520,171278.12312312314,169682.4420131291,171566.39437229437,175610.74274744026,184421.7090984975,188213.79601163274,196237.1392871774,205105.24260834345,210398.57751623375,217340.79806576401
11530,578818.0788093655,617208.4172137126,738151.0423131171,847279.3633193864,921814.2005513438,865336.4679531357,1018908.3215017065,1310649.0898570456,1116799.6161202185,1250224.6962457339
11542,117896.56988339982,122513.0858433735,123263.52294958616,129944.5362210605,134482.60895522387,137274.60946745562,146804.77040816325,156600.96755587598,161262.16439339553,166403.0254996554
11545,352588.2677484787,468012.80067001673,413666.7041322314,424567.0814332248,494392.85643564357,529400.0382059801,526409.1164725458,616806.7097844112,620914.1112956811,544524.4029850747
11548,10102.583454281568,11776.757575757576,11272.923076923076,11724.39393939394,20031.358208955226,15361.585714285715,21331.285714285714,20079.130434782608,24305.847222222223,15468.550724637682
11550,189244.65134490977,191188.7706656913,198676.88092691623,202878.2715532286,207631.00242634316,209107.54201680672,218039.96305165926,223948.75127421,229986.8791059939,239166.57720471188
11552,118725.1434657927,124884.06965572458,129528.18873909596,134723.32207384132,142463.91240310078,144782.90755007704,154875.58294930877,164168.639666919,172332.0904334828,171049.85682819382
11553,99639.47878560719,102298.95977011495,103838.30889679716,106619.40531097134,109177.15532646049,110977.5816678153,113877.62356127285,117122.75236167341,118671.69713506139,123104.44600638977
11554,214209.5972845953,222477.9886069394,227457.87455197133,239701.14775051124,251898.9367728882,255901.4649390244,268011.4883838384,282743.41754916793,289425.0875949367,284991.63003480854
11557,111175.65004793865,135376.53170731707,126866.93811881189,152778.18316831684,155838.5243902439,154499.58737864078,170209.2757793765,184525.0293398533,173856.9315403423,152411.14146341462
11558,40241.6252125334,40188.7538071066,40455.3567839196,43347.226600985225,45488.660377358494,46553.62117647059,48843.93503480279,53402.35665914221,55363.651685393255,55680.45217391304
11559,150992.2467845659,332432.29333333333,239292.84656084655,330805.83727034123,218059.6062176166,210210.3834196891,235127.72680412373,263133.51688311686,256299.5942408377,232322.25068870524
11560,154638.24484991172,204217.13609467456,188820.73823529412,210032.3520710059,217374.84256559768,234733.9189189189,225280.78402366865,290277.412979351,240102.01474926254,308762.33040935674
11561,227107.14386482077,224115.71321160044,232993.7927543953,255021.0916271722,273626.30051282054,275569.8780864198,304784.974897541,333899.6888433982,350601.5866462793,345494.05662285135
11563,126741.52808002807,130665.56134157105,138684.78546409807,150394.80829015543,157301.57204861112,158033.72570937232,166843.7700258398,179423.44680851063,183938.43917169975,181785.19794344474
11565,68852.37575884446,75326.27330508475,77081.49471458774,84157.05508474576,88471.7234927235,91625.63674321503,99046.89121338913,105120.25894736842,108400.70315789474,109568.62655601659
11566,312122.2330330666,322827.2094707521,337967.13898117386,364617.82105837425,393123.80618892505,405853.6340262582,429176.00703844073,476154.5367965368,517801.23072717333,485695.52585737617
