"","zip_code","nyc_flag","year","avg_zhvi","housing_units","agi","total_pop","avg_zhvi_pct","agi_pct","percentile_diff","inner_third_flag","gap_25_pct","bottom_income_quartile","gap_years","first_gap","gentrification_signal"
"5611","10598",0,"2011",409701.353516667,9839,79045.5408436725,28970,0.679258726671321,0.127815096841069,0.551443629830252,1,1,1,1,NA,NA
"5612","10598",0,"2012",385991.639825,10003,79885.0953326713,29334,0.633060625213049,0.12526347383976,0.507797151373289,1,1,1,2,0,0
"5613","10598",0,"2013",393829.652508333,10013,82647.5110683349,29528,0.612338526264754,0.129038333408315,0.483300192856439,1,1,1,3,0,0
"5614","10598",0,"2014",418260.118525,10097,84842.2063339731,29789,0.609243665481708,0.12538410763722,0.483859557844488,1,1,1,4,0,0
"5615","10598",0,"2015",433845.062316667,10204,88152.8341232228,30118,0.595675435768376,0.124213603111561,0.471461832656815,1,1,1,5,0,0
"5616","10598",0,"2016",451410.705775,10276,89150.4323308271,29633,0.580717064025198,0.124442396885083,0.456274667140115,1,1,1,6,0,0
"5617","10598",0,"2017",476149.857516667,10384,93607.770295203,29562,0.587116776457358,0.122606082601673,0.464510693855685,1,1,1,7,0,0
"5618","10598",0,"2018",494091.063833333,10515,97347.5736505032,29392,0.533433376870253,0.11975281606004,0.413680560810213,1,1,1,8,0,0
"5619","10598",0,"2019",501073.558983333,10737,99176.3654545454,29474,0.493760952698142,0.115611590126807,0.378149362571334,1,1,1,9,0,0
"5620","10598",0,"2020",510146.378783333,10877,99862.0106382979,29428,0.470523612150477,0.116450872660544,0.354072739489933,1,1,1,10,0,0
"5621","10598",0,"2021",545094.335633333,10650,NA,NA,0.453389265164244,NA,NA,1,NA,NA,NA,NA,NA
"5622","10601",0,"2011",NA,1454,143475.814948801,2500,NA,0.346902404803514,NA,1,NA,0,NA,NA,0
"5623","10601",0,"2012",316715.317591667,1509,146806.881884945,2613,0.459251902288996,0.349801361367454,0.109450540921543,1,0,0,NA,NA,0
"5624","10601",0,"2013",307164.553808333,1493,150434.149271845,2866,0.385002228413677,0.353689521685073,0.0313127067286037,1,0,0,NA,NA,0
"5625","10601",0,"2014",320179.131458333,1511,156472.487893462,3320,0.357868608870513,0.353341709894637,0.00452689897587605,1,0,0,NA,NA,0
"5626","10601",0,"2015",343202.786625,1550,166704.696808511,3600,0.380900729016998,0.36030130059075,0.0205994284262479,1,0,0,NA,NA,0
"5627","10601",0,"2016",333703.747625,1516,168003.81861013,3534,0.304807929756557,0.360071178209156,-0.0552632484525996,1,0,0,NA,NA,0
"5628","10601",0,"2017",339041.798041667,1574,175482.755841121,3725,0.266980904376355,0.35636272118152,-0.089381816805165,1,0,0,NA,NA,0
"5629","10601",0,"2018",368855.7014,1590,182850.795953757,3267,0.269430524126144,0.352705484944742,-0.0832749608185979,1,0,0,NA,NA,0
"5630","10601",0,"2019",370744.16715,1589,189065.184119678,2968,0.230758075328289,0.358508515320896,-0.127750439992607,1,0,0,NA,NA,0
"5631","10601",0,"2020",380988.754875,4182,186882.213804714,7220,0.197069983329596,0.34625405910642,-0.149184075776824,1,0,0,NA,NA,0
"5632","10601",0,"2021",430870.7963,4216,NA,NA,0.2253721166258,NA,NA,1,NA,NA,NA,NA,NA
"5633","10603",0,"2011",364490.064925,6876,126068.422279496,16150,0.557837023971832,0.28351860407249,0.274318419899342,1,1,0,1,NA,0
"5634","10603",0,"2012",355807.830833333,6804,124255.310982659,15888,0.562928286382737,0.267665265877414,0.295263020505324,1,1,0,2,0,0
"5635","10603",0,"2013",352665.239491667,6667,127508.44301676,16095,0.527347233654312,0.270076215619306,0.257271018035005,1,1,0,3,0,0
"5636","10603",0,"2014",382148.701633333,6675,130744.260821918,15876,0.549315013878609,0.261094489357788,0.28822052452082,1,1,0,4,0,0
"5637","10603",0,"2015",402724.39205,6700,134157.841875682,15060,0.544508519898237,0.259034236570241,0.285474283327995,1,1,0,5,0,0
"5638","10603",0,"2016",419282.04225,6632,136445.135602377,15341,0.513383789531178,0.255529975693605,0.257853813837574,1,1,0,6,0,0
"5639","10603",0,"2017",439844.809,6724,141132.6624,15644,0.497327503004442,0.244348122343059,0.252979380661384,1,1,1,7,0,0
