zip_code,nyc_flag,year,avg_zhvi,housing_units,agi,total_pop,avg_zhvi_pct,agi_pct,percentile_diff,inner_third_flag,gap_25_pct,bottom_income_quartile,gap_years,first_gap,gentrification_signal,avg_rent,gross_rent_per_unit,evictions,eviction_filings,violations_a,violations_b,violations_c,total_violations,dob_calls_311,permits_alteration,permits_demolition,nypd_calls_311,arrests
10302,1,2015,329070.350183333,8190,201897.302684564,21877,0.336110998544111,0.46759663500742,-0.131485636463309,1,0,0,0,0,0,NA,1307.6808302808304,NA,NA,152,539,136,827,272,7,4,1133,769
10302,1,2016,355344.066191667,8246,204031.374,22102,0.359475150344849,0.465688948943695,-0.106213798598846,1,0,0,0,0,0,NA,1345.3419839922387,NA,NA,78,321,129,528,246,3,3,1312,869
10302,1,2017,395549.1236,8275,219147.741977734,22476,0.396573234891936,0.483422358569689,-0.086849123677753,1,0,0,0,0,0,NA,1367.802658610272,0,42,125,328,90,543,265,6,4,1572,605
10302,1,2018,434241.197358333,8318,231264.185041908,22724,0.402043184379295,0.492393584450475,-0.09035040007118,1,0,0,0,0,0,NA,1493.9358018754508,0,42,96,265,113,474,325,4,6,1643,489
10302,1,2019,452709.813,8252,233066.94893342,22290,0.376925542862653,0.480580235089901,-0.103654692227248,1,0,0,0,0,0,NA,1574.856640814348,0,44,129,256,71,456,362,7,6,1398,433
10302,1,2020,462753.028175,10431,228834.905919003,27921,0.374083511413624,0.456891379406762,-0.0828078679931379,1,0,0,0,0,0,NA,1487.943341961461,0,5,56,168,78,302,250,3,1,1920,307
10302,1,2021,483316.953641667,10413,NA,28799,0.342026983877973,NA,NA,1,NA,NA,NA,NA,NA,NA,1584.3909536156727,NA,NA,187,335,166,688,241,3,1,1796,383
10303,1,2011,247194.128041667,9399,87246.0982001306,26659,0.227506882130693,0.155403372182677,0.0721035099480155,1,0,1,0,0,0,NA,1167.7037982764125,NA,NA,47,345,47,439,290,2,1,721,1179
10303,1,2012,238031.257316667,9385,90130.5761166819,25207,0.22543241967074,0.151396539152692,0.0740358805180479,1,0,1,0,0,0,NA,1175.966968566862,NA,NA,124,557,93,774,246,6,3,749,942
10303,1,2013,241791.173491667,9371,90571.6915377616,24809,0.213749799922804,0.151090513380182,0.0626592865426226,1,0,1,0,0,0,NA,1161.5594920499414,NA,NA,126,732,196,1054,209,16,NA,784,1389
10303,1,2014,251382.751183333,9331,95716.6193029491,24981,0.205503750412312,0.155058450674809,0.0504452997375025,1,0,1,0,0,0,NA,1126.580966670239,NA,NA,150,838,275,1263,266,5,4,1299,2246
10303,1,2015,265779.474358333,9270,101573.39965096,24775,0.214861788913435,0.169980259414169,0.0448815294992662,1,0,1,0,0,0,NA,1149.8208198489751,NA,NA,142,469,155,766,220,3,2,1307,1844
10303,1,2016,292887.99155,9263,100889.034031414,25059,0.234737661351218,0.161281348213476,0.0734563131377419,1,0,1,0,0,0,NA,1162.7664903379034,NA,NA,251,553,181,985,351,3,4,1590,1792
10303,1,2017,331866.21115,9426,106397.865517241,26477,0.259165065234039,0.160904320162058,0.0982607450719812,1,0,1,0,0,0,NA,NA,0,89,168,398,126,692,313,6,7,1806,1583
10303,1,2018,368794.21475,9372,111758.779777207,26797,0.268622718254231,0.162062470440857,0.106560247813374,1,0,1,0,0,0,NA,1226.4728979940248,0,63,457,774,242,1473,325,2,9,2263,1401
10303,1,2019,390015.6065,9443,112782.528813559,27808,0.273043067781487,0.157154104905144,0.115888962876343,1,0,1,0,0,0,NA,1308.8256909880336,0,83,311,455,237,1003,368,3,3,2037,1412
10303,1,2020,402598.427041667,9711,114876.434499593,27604,0.253621882939382,0.155351530884484,0.0982703520548974,1,0,1,0,0,0,NA,1329.247451343837,0,13,252,439,246,937,217,5,5,2870,1176
10303,1,2021,420659.675866667,9634,NA,28241,0.200858423167778,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,376,565,304,1245,220,2,9,2311,1318
10304,1,2011,343634.562625,10160,323654.951708687,26916,0.521478034674154,0.862958667554362,-0.341480632880208,1,0,0,0,0,0,NA,1067.2172244094488,NA,NA,121,856,136,1113,496,19,5,1176,1828
10304,1,2012,333061.650491667,10208,334572.920697013,27135,0.511644116428845,0.849461183927505,-0.33781706749866,1,0,0,0,0,0,NA,1151.3604036050156,NA,NA,178,961,217,1356,466,19,4,1299,1605
10304,1,2013,339979.507983333,10430,341157.989803094,28026,0.49561262774750803,0.856992735378419,-0.361380107630911,1,0,0,0,0,0,NA,1189.6109300095875,NA,NA,288,1172,424,1884,487,12,6,1653,1384
10304,1,2014,355569.257216667,10557,361624.51476207,27955,0.479128182377863,0.865992689181788,-0.386864506803926,1,0,0,0,0,0,NA,1232.1271194468125,NA,NA,215,933,314,1462,447,17,11,2468,1294
10304,1,2015,377945.39845,10493,386959.468376068,27245,0.472849733583709,0.87160104070726,-0.398751307123552,1,0,0,0,0,0,NA,1199.6265129133708,NA,NA,299,787,272,1358,448,16,10,2445,994
10304,1,2016,419657.809083333,10703,378874.880260007,27531,0.514671642451911,0.858932666280238,-0.344261023828326,1,0,0,0,0,0,NA,1208.1420162571242,NA,NA,412,1049,299,1760,518,30,10,2746,1189
10304,1,2017,471679.634775,10788,398740.621181263,27796,0.569921131723096,0.845759975749098,-0.275838844026002,1,0,0,0,0,0,NA,1195.2558398220244,0,134,395,1032,416,1843,535,17,10,2945,1226
10304,1,2018,518853.837333333,10581,423469.035666218,26499,0.582728547455684,0.852382277620514,-0.269653730164829,1,0,0,0,0,0,NA,1160.7253567715718,0,156,608,1136,493,2237,577,20,22,3741,1196
10304,1,2019,540318.265458333,10877,429740.06141522,26844,0.575447402903262,0.852575700622164,-0.277128297718902,1,0,0,0,0,0,NA,1242.1403879746254,0,132,714,1263,744,2721,683,20,10,3472,926
10304,1,2020,548182.724258333,17148,424648.402021519,42907,0.552968607360331,0.854566726215963,-0.301598118855632,1,0,0,0,0,0,2242.409303971433,NA,0,18,270,764,471,1505,398,12,7,4217,519
10304,1,2021,563265.481075,17501,NA,44608,0.491264187671474,NA,NA,1,NA,NA,NA,NA,NA,2304.5735264076775,NA,0,11,462,1045,498,2005,529,8,7,4039,761
10305,1,2011,380101.478125,11576,376407.654679753,27296,0.60204240329866,0.905674741783111,-0.303632338484451,1,0,0,0,0,0,NA,952.875,NA,NA,74,185,36,295,478,10,9,1079,834
10305,1,2012,368612.832091667,11514,383360.889625287,27608,0.59466743125296,0.899866308681655,-0.305198877428694,1,0,0,0,0,0,NA,1006.3561750911932,NA,NA,73,213,49,335,525,10,7,879,840
10305,1,2013,371826.348666667,11360,391842.00908632,27839,0.568437876762048,0.90119583930933,-0.332757962547282,1,0,0,0,0,0,NA,1026.2263204225353,NA,NA,69,233,116,418,463,8,33,1123,792
10305,1,2014,378442.571041667,11368,410305.30333998,27801,0.541863241091492,0.895589184123638,-0.353725943032146,1,0,0,0,0,0,NA,1034.460063335679,NA,NA,68,212,85,365,465,18,14,1464,692
10305,1,2015,403004.882033333,11496,436829.694053787,28145,0.545863992114483,0.89910856442236,-0.353244572307878,1,0,0,0,0,0,NA,1015.0566283924844,NA,NA,59,121,46,226,403,14,9,1960,617
10305,1,2016,443744.774108333,11389,435177.808541973,27940,0.569814332246589,0.898676212883882,-0.328861880637293,1,0,0,0,0,0,NA,NA,NA,NA,33,149,30,212,415,13,18,2470,712
10305,1,2017,499996.43455,11483,454277.748725419,28448,0.62058898606761,0.88654059866569,-0.265951612598079,1,0,0,0,0,0,NA,1061.7087869023774,0,60,38,108,34,180,494,16,39,2417,599
10305,1,2018,557258.523716667,11526,471435.828248859,28249,0.630770299862374,0.877082984529108,-0.246312684666734,1,0,0,0,0,0,NA,1098.8368905084158,0,42,70,164,46,280,460,16,17,2202,545
10305,1,2019,582297.286183333,11514,481755.501441615,28268,0.636880783123697,0.878491591875804,-0.241610808752107,1,0,0,0,0,0,NA,1138.429911412194,0,42,107,187,90,384,537,19,13,2335,516
10305,1,2020,580768.469175,16397,469177.84732289,40826,0.616162877084558,0.87371843561346,-0.257555558528902,1,0,0,0,0,0,NA,NA,0,9,49,103,104,256,340,11,11,3038,323
10305,1,2021,581409.125108333,16622,NA,42826,0.546719691310166,NA,NA,1,NA,NA,NA,NA,NA,1714.6329632290167,NA,0,1,173,79,52,304,379,11,18,2695,327
10306,1,2011,390672.365108333,21055,169832.681941554,55050,0.623682366027328,0.434388102526381,0.189294263500947,1,0,0,0,0,0,NA,1318.8177155070057,NA,NA,27,197,9,233,654,30,13,1114,1447
10306,1,2012,377732.266983333,21068,164453.283044667,54973,0.609383513991133,0.409287062345536,0.200096451645597,1,0,0,0,0,0,NA,1328.099677235618,NA,NA,28,168,53,249,919,37,47,1161,1559
10306,1,2013,383872.447291667,21094,165152.309833857,54481,0.600727298420069,0.409911429941899,0.19081586847817,1,0,0,0,0,0,NA,1287.0426187541482,NA,NA,56,302,80,438,936,35,48,1303,1455
10306,1,2014,399118.918891667,20891,169679.029668412,54021,0.572877067139197,0.402317247834116,0.170559819305081,1,0,0,0,0,0,NA,1262.3539801828538,NA,NA,69,277,132,478,602,29,91,1791,1269
10306,1,2015,424172.418441667,21043,171924.749892934,54264,0.586608387420121,0.385721074028658,0.200887313391464,1,0,0,0,0,0,NA,1238.1865228341967,NA,NA,54,159,76,289,574,28,32,2142,1030
10306,1,2016,452418.76785,21081,173907.535422928,54046,0.589365328844904,0.388938468565398,0.200426860279506,1,0,0,0,0,0,NA,1298.0656040984773,NA,NA,52,119,38,209,610,33,61,2459,1185
10306,1,2017,500807.570791667,20927,180389.746526316,54064,0.623756997917965,0.376123873949181,0.247633123968784,1,0,0,0,0,0,NA,1427.0628852678358,0,60,71,155,48,274,773,39,88,2862,1093
10306,1,2018,547986.363416667,20920,190116.822527016,52667,0.613713967451363,0.380792843786817,0.232921123664546,1,0,0,0,0,0,NA,1480.4168738049714,0,70,54,150,26,230,623,30,26,2576,1137
10306,1,2019,580162.725891667,20951,200084.696269262,52845,0.628824426423188,0.388361270299789,0.2404631561234,1,0,0,0,0,0,NA,1452.678010596153,0,46,82,110,53,245,768,38,25,2544,1012
10306,1,2020,585688.775941667,22427,207433.101986249,58959,0.628892581960242,0.410648924787466,0.218243657172776,1,0,0,0,0,0,NA,1466.9270522138493,0,9,25,84,52,161,486,25,22,3244,704
10306,1,2021,596351.341391667,22683,NA,60760,0.585860602297267,NA,NA,1,NA,NA,NA,NA,NA,1660.5718632650423,1495.957721641758,0,1,111,118,51,280,572,17,24,3114,804
10307,1,2011,450235.90875,3299,286407.716193011,8937,0.750133031168099,0.788936673248987,-0.0388036420808878,0,0,0,0,0,0,NA,1415.1982418914822,NA,NA,11,35,NA,NA,213,9,6,257,368
10307,1,2012,445323.113766667,3373,270100.368496284,8964,0.741135909420261,0.747485440291965,-0.00634953087170365,0,0,0,0,0,0,NA,1441.7177586718055,NA,NA,6,38,5,49,188,3,4,233,382
10307,1,2013,455472.828775,3421,272953.25884017,9141,0.727694899190346,0.742294536881191,-0.014599637690845199,0,0,0,0,0,0,NA,1422.1783104355452,NA,NA,NA,7,1,NA,155,9,2,476,434
10307,1,2014,471694.317291667,3402,275163.899166667,9286,0.705293954887541,0.720077540125248,-0.0147835852377067,0,0,0,0,0,0,NA,1177.0199882422105,NA,NA,17,43,21,81,120,8,6,522,423
10307,1,2015,486557.895983333,3421,276619.366309426,9149,0.678069836169326,0.671373422659726,0.00669641350960093,0,0,0,0,0,0,NA,1178.5887167494884,NA,NA,8,44,28,80,142,8,12,621,463
10307,1,2016,507883.86395,3488,278068.253038674,9535,0.670683712832052,0.678582428292914,-0.00789871546086174,0,0,0,0,0,0,NA,1232.423165137615,NA,NA,7,12,5,24,163,10,7,479,425
10307,1,2017,551394.933433333,3499,284649.293112798,9584,0.684137046941473,0.657902649952028,0.0262343969894453,0,0,0,0,0,0,NA,1199.654758502429,0,9,NA,8,6,NA,187,5,3,576,506
10307,1,2018,590190.085391667,3552,293342.062516915,9639,0.673426016566432,0.639344477234812,0.0340815393316198,0,0,0,0,0,0,NA,1280.2162162162165,0,18,7,20,3,30,174,7,11,596,469
10307,1,2019,619060.83655,3561,301416.491702355,9465,0.675729239247366,0.643442594047482,0.0322866451998841,0,0,0,0,0,0,NA,1339.452401010952,0,14,3,1,2,6,222,12,10,820,409
10307,1,2020,632302.894183333,3541,317033.556933198,9877,0.67380427859525,0.65974038215231,0.0140638964429397,0,0,0,0,0,0,NA,1360.8647274781135,0,3,9,25,24,58,137,6,3,1006,376
10307,1,2021,651230.433466667,3590,NA,9892,0.645235764660068,NA,NA,0,NA,NA,NA,NA,0,NA,1448.5278551532033,NA,NA,5,NA,1,NA,136,3,3,993,320
10308,1,2011,385893.352891667,13228,299301.505645796,35207,0.612597942360846,0.824995764126089,-0.212397821765243,0,0,0,0,0,0,NA,NA,NA,NA,2,24,1,27,207,13,5,548,351
10308,1,2012,378444.535583333,13286,278266.962028825,35845,0.614511870893285,0.76276547308102,-0.148253602187735,0,0,0,0,0,0,NA,NA,NA,NA,4,32,7,43,188,5,8,555,314
10308,1,2013,388047.4536,13480,286672.540329107,35793,0.607288630349899,0.76526578178821,-0.15797715143831,0,0,0,0,0,0,NA,NA,NA,NA,NA,31,10,NA,185,16,2,582,298
10308,1,2014,402283.553425,13475,287102.146616541,36533,0.579771052607609,0.749114260355183,-0.169343207747574,0,0,0,0,0,0,NA,NA,NA,NA,9,46,12,67,180,8,2,881,195
10308,1,2015,418402.254866667,13601,290139.925270663,36765,0.577568677954223,0.740208581435049,-0.162639903480826,0,0,0,0,0,0,NA,NA,NA,NA,15,47,14,76,158,15,7,1365,190
10308,1,2016,447569.140591667,13563,287587.555851064,36419,0.576430189085188,0.689008049171074,-0.112577860085886,0,0,0,0,0,0,NA,NA,NA,NA,18,44,14,76,183,16,7,1354,183
10308,1,2017,494680.3715,13572,295361.310488058,36034,0.612878076872907,0.677588105726873,-0.0647100288539655,0,0,0,0,0,0,NA,NA,0,19,4,17,3,24,191,20,9,1409,215
10308,1,2018,533569.729975,13600,300801.226523673,36132,0.599580680808944,0.660055909968676,-0.060475229159732,0,0,0,0,0,0,NA,NA,0,15,14,15,1,30,242,15,5,1260,190
10308,1,2019,559717.773733333,13645,314892.445018069,35761,0.603638082855276,0.664774268652818,-0.0611361857975419,0,0,0,0,0,0,NA,NA,0,12,7,17,11,35,274,13,8,1486,180
10308,1,2020,562291.692183333,13634,328346.273689161,35546,0.580872932367575,0.695163558943168,-0.114290626575593,0,0,0,0,0,0,NA,NA,0,3,6,1,1,8,177,9,2,1658,124
10308,1,2021,578832.375941667,13943,NA,37429,0.543038437927345,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,28,20,4,52,386,9,14,1658,92
10309,1,2011,414811.089983333,6440,133337.786751698,18877,0.691736078218559,0.308463224945689,0.38327285327287,0,1,0,1,NA,0,NA,1369.926552795031,NA,NA,5,38,2,45,362,11,13,574,701
10309,1,2012,412123.123491667,6526,129258.11497006,18881,0.694748061354595,0.283618269432849,0.411129791921746,0,1,0,2,0,0,NA,1455.8870671161508,NA,NA,3,41,5,49,243,12,15,550,604
10309,1,2013,418540.650025,6684,132267.509654769,19308,0.678277894511352,0.288716512995903,0.389561381515449,0,1,0,3,0,0,NA,1424.0652304009575,NA,NA,6,56,23,85,220,7,7,816,605
10309,1,2014,436043.766658333,6864,135329.227401933,19104,0.647619746581938,0.280734835285347,0.366884911296591,0,1,0,4,0,0,NA,1409.8776223776224,NA,NA,16,53,26,95,263,10,12,970,614
10309,1,2015,452007.808008333,6871,136875.710055866,19289,0.633143485777524,0.266635124749943,0.366508361027581,0,1,0,5,0,0,NA,1357.5504293407073,NA,NA,2,14,14,30,234,6,15,1068,574
10309,1,2016,477137.585591667,6865,137101.20359955,19125,0.63530783808015,0.257663537099952,0.377644300980198,0,1,0,6,0,0,NA,1214.3660597232338,NA,NA,6,33,6,45,339,4,9,1037,626
10309,1,2017,522451.534875,6981,141229.590154867,20101,0.650804965767252,0.248388971784068,0.402415993983184,0,1,1,7,0,0,NA,1230.6562097120757,0,23,15,29,10,54,358,9,15,1390,640
10309,1,2018,563349.787316667,7068,146263.827472527,19784,0.643943681442985,0.239597440716581,0.404346240726405,0,1,1,8,0,0,NA,1220.8217317487267,0,34,20,52,20,92,329,10,11,1363,410
10309,1,2019,595174.549175,7085,154692.34373319,21019,0.645044143987973,0.254189663416442,0.390854480571531,0,1,0,9,0,0,NA,1192.4060691601976,0,21,17,24,8,49,373,11,16,1857,278
10309,1,2020,604638.697158333,12607,160539.16598778,35207,0.653445416773648,0.263115897649357,0.390329519124291,0,1,0,10,0,0,NA,NA,0,4,9,17,3,29,270,7,19,2144,162
10309,1,2021,624752.172791667,12943,NA,36603,0.625241684124083,NA,NA,0,NA,NA,NA,NA,0,NA,1789.1005176543306,0,1,8,26,10,44,258,10,12,2087,253
10310,1,2011,346135.588566667,9203,301761.198521023,24563,0.524778458459991,0.829950488543472,-0.30517203008348,1,0,0,0,0,0,NA,1284.2660002173204,NA,NA,62,440,68,570,258,5,3,973,1063
10310,1,2012,338989.689466667,9183,296244.718205805,24380,0.521583763287929,0.80966266559323,-0.2880789023053,1,0,0,0,0,0,NA,1284.6554502885767,NA,NA,50,255,89,394,222,7,1,792,1081
10310,1,2013,345868.9657,9100,302194.393041237,24968,0.517079504489605,0.811781836585863,-0.294702332096258,1,0,0,0,0,0,NA,1231.314175824176,NA,NA,60,394,117,571,185,2,NA,950,731
10310,1,2014,358125.446883333,9207,312022.908570005,24304,0.48180460585543,0.794860739520921,-0.31305613366549,1,0,0,0,0,0,NA,1135.1163245356793,NA,NA,114,625,184,923,219,2,1,1422,669
10310,1,2015,384414.585391667,9147,315358.466206216,23242,0.490565031379375,0.773829585653024,-0.283264554273649,1,0,0,0,0,0,NA,1107.8219088225649,NA,NA,104,467,121,692,204,10,5,1844,538
10310,1,2016,416974.331016667,9147,315809.384005942,23227,0.500771003034979,0.772059027059483,-0.271288024024503,1,0,0,0,0,0,NA,1147.329288291243,NA,NA,95,352,105,552,288,4,1,1804,615
10310,1,2017,461273.8585,9068,319486.479843635,22718,0.537080794137056,0.750794325001093,-0.213713530864037,1,0,0,0,0,0,NA,1189.9644905161006,0,64,83,280,115,478,297,12,5,2184,640
10310,1,2018,508311.160466667,9042,327326.11,22167,0.564745544834921,0.711696837572231,-0.14695129273731,1,0,0,0,0,0,NA,1316.555186905552,0,43,100,385,140,625,334,8,8,2094,614
10310,1,2019,529664.451625,8991,337456.147442085,22414,0.549485609407794,0.711255912862241,-0.161770303454447,1,0,0,0,0,0,NA,1348.4227560894228,0,51,121,193,109,423,268,9,2,2414,407
10310,1,2020,536802.066308333,10694,354197.438346728,27330,0.520201017195135,0.750086242556295,-0.22988522536116,1,0,0,0,0,0,NA,1493.6132410697587,0,6,40,127,78,245,206,9,5,3148,262
10310,1,2021,554909.072466667,10718,NA,28346,0.474234757317108,NA,NA,1,NA,NA,NA,NA,NA,NA,1568.2778503452137,0,3,156,261,154,571,222,3,2,2852,339
10312,1,2011,395739.874466667,13230,245151.637805759,35508,0.647323183832573,0.695207925923063,-0.0478847420904904,0,0,0,0,0,0,NA,1245.9880574452004,NA,NA,6,33,4,43,546,31,6,1144,515
10312,1,2012,389030.924116667,13352,235471.463011032,36151,0.637752930559409,0.654053205676856,-0.0163002751174461,0,0,0,0,0,0,NA,1226.7082834032356,NA,NA,8,55,9,72,444,23,10,1091,468
10312,1,2013,399959.335483333,13432,243084.886056028,36369,0.628812961312008,0.653940717117285,-0.0251277558052763,0,0,0,0,0,0,NA,1195.168776057177,NA,NA,25,199,41,265,451,23,10,1400,502
10312,1,2014,415771.847508333,13613,247216.372057001,37252,0.600267403434704,0.627239600332184,-0.0269721968974802,0,0,0,0,0,0,NA,1240.033056637038,NA,NA,29,115,46,190,400,27,20,1835,566
10312,1,2015,433933.276683333,13776,251989.679176755,37858,0.597461774729993,0.611549386663226,-0.0140876119332325,0,0,0,0,0,0,NA,1168.500580720093,NA,NA,21,46,23,90,463,33,14,2621,473
10312,1,2016,460263.771966667,13903,249934.449266504,37961,0.608055131843153,0.602436520864336,0.00561861097881777,0,0,0,0,0,0,NA,NA,NA,NA,14,29,7,50,441,32,21,2964,563
10312,1,2017,506290.634591667,13963,255463.686540199,38186,0.636414403931346,0.57902559974773,0.0573888041836162,0,0,0,0,0,0,NA,NA,0,31,14,49,19,82,520,17,16,2637,502
10312,1,2018,544535.482,14100,263819.50565813,38513,0.607775761579214,0.568741143990254,0.03903461758896,0,0,0,0,0,0,NA,NA,0,17,13,26,12,51,520,25,18,2564,368
10312,1,2019,572928.838108333,14024,274410.667254556,38414,0.616554542253361,0.577650027198848,0.0389045150545125,0,0,0,0,0,0,NA,1326.718767826583,0,34,35,68,17,120,621,28,15,2960,333
10312,1,2020,578862.562133333,20458,291424.218494272,56809,0.609939298166565,0.609455888060738,4.834101058273e-4,0,0,0,0,0,0,NA,NA,0,6,17,51,11,79,512,32,26,3828,218
10312,1,2021,596168.73345,20818,NA,59098,0.580286986813744,NA,NA,0,NA,NA,NA,NA,0,1895.3213405003985,NA,0,4,48,37,6,91,637,14,21,3463,259
10314,1,2011,338916.432958333,19140,247319.667807269,49968,0.516020855790898,0.70388267089398,-0.187861815103081,1,0,0,0,0,0,NA,1251.5027690700103,NA,NA,30,205,20,255,747,26,7,1880,1701
10314,1,2012,334272.69465,19013,239672.530071673,50418,0.515518102111331,0.66205824241955,-0.146540140308219,1,0,0,0,0,0,NA,1246.7489612370484,NA,NA,36,158,35,229,672,35,5,1699,1395
10314,1,2013,345389.7756,18959,246036.895183278,49962,0.513011580700602,0.669648588483968,-0.156637007783365,1,0,0,0,0,0,NA,1318.8071628250434,NA,NA,65,273,60,398,634,31,13,2334,1487
10314,1,2014,362355.134616667,19139,251684.351215175,50548,0.494230175106843,0.639532224686771,-0.145302049579928,1,0,0,0,0,0,NA,1300.3521082606196,NA,NA,78,277,95,450,547,29,16,2713,1646
10314,1,2015,382407.455083333,19416,256294.713086277,51244,0.481634900921507,0.625893078182106,-0.144258177260599,1,0,0,0,0,0,NA,1310.536876802637,NA,NA,71,190,63,324,475,34,19,3249,1265
10314,1,2016,419257.0548,19549,256623.493006993,52214,0.511438749016745,0.6273359610887,-0.115897212071955,1,0,0,0,0,0,NA,1436.861373983324,NA,NA,63,126,38,227,636,26,14,3797,1198
10314,1,2017,473618.096316667,19736,261597.105946882,52929,0.581875307432176,0.596554097575747,-0.0146787901435713,1,0,0,0,0,0,NA,1492.4114815565465,0,74,89,228,78,395,820,23,15,4464,980
10314,1,2018,523193.250133333,19757,268884.413970799,53238,0.587235812402746,0.585563705369142,0.00167210703360343,1,0,0,0,0,0,NA,1533.6749000354305,0,63,91,204,36,331,907,21,14,4989,833
10314,1,2019,547715.225166667,19718,277589.258669699,53087,0.585456255332778,0.593882247473001,-0.00842599214022366,1,0,0,0,0,0,NA,1565.2942996247084,0,52,153,238,74,465,901,27,12,5382,751
10314,1,2020,554228.94345,23376,291106.976658799,64421,0.57298366707886,0.605509973374523,-0.0325263062956639,1,0,0,0,0,0,1574.4917759461862,NA,0,8,51,172,76,299,533,29,15,5708,452
10314,1,2021,566681.904458333,23538,NA,67111,0.502053337725221,NA,NA,1,NA,NA,NA,NA,NA,1608.2563790196425,NA,0,4,185,230,48,463,736,11,8,5105,556
10451,1,2011,115993.535641667,16704,172576.358498864,41603,0.0145511458312455,0.44539126994357,-0.430840124112324,1,0,0,0,0,0,NA,762.634997605364,NA,NA,408,1080,232,1720,399,1,4,1460,6302
10451,1,2012,109299.2796,17017,159607.142095053,43353,0.0141110940680012,0.39845089071243,-0.384339796644429,1,0,0,0,0,0,NA,776.072104366222,NA,NA,481,1363,386,2230,368,5,4,1480,6113
10451,1,2013,105058.553993333,17285,158785.94295302,44974,0.0140642830215879,0.379885650718716,-0.365821367697128,1,0,0,0,0,0,NA,796.022562915823,NA,NA,823,2281,785,3889,367,3,NA,1952,6324
10451,1,2014,112140.036683333,17516,159499,45955,0.0128676330600118,0.359555781479245,-0.346688148419233,1,0,0,0,0,0,NA,814.9362868234757,NA,NA,893,3042,1018,4953,301,NA,3,2551,6352
10451,1,2015,122959.506308333,17492,162293.617522374,45423,0.0136152848637049,0.348117897935598,-0.334502613071893,1,0,0,0,0,0,NA,839.4495769494627,NA,NA,1395,3545,1008,5948,360,1,NA,3078,6503
10451,1,2016,143857.3217,17309,163491.371240601,44594,0.0177667984013537,0.34739650616409,-0.329629707762736,1,0,0,0,0,0,NA,869.2249696689584,NA,NA,996,3390,1112,5498,485,1,2,3294,5720
10451,1,2017,160295.405391667,17441,169067.989819528,44262,0.0197864309531366,0.340179441346903,-0.320393010393766,1,0,0,0,0,0,NA,898.2183934407431,0,278,1254,3182,1041,5477,536,2,1,4179,4639
10451,1,2018,219286.290233333,17670,172643.711715867,43585,0.0362564233168058,0.316487404271211,-0.280230980954406,1,0,0,0,0,0,NA,958.5360498019242,0,322,1193,2901,957,5051,508,3,2,4353,4160
10451,1,2019,240931.871108333,17797,179491.916401636,43639,0.0355868840783822,0.325916455446838,-0.290329571368455,1,0,0,0,0,0,NA,982.1536213968648,1,266,1281,2690,1747,5718,635,8,1,4975,4389
10451,1,2020,287445.865483333,19823,188880.252344416,48765,0.0527986406792168,0.356879582981317,-0.3040809423021,1,0,0,0,0,0,NA,NA,0,63,774,1613,1141,3528,405,2,10,10559,2330
10451,1,2021,316425.004491667,20413,NA,50831,0.0409474572534998,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1557,2985,1952,6494,446,2,6,10245,2544
10452,1,2011,128587.022825,25880,185193.533573485,74417,0.0262058968335191,0.47792157862134,-0.45171568178782,1,0,0,0,0,0,NA,918.4588485316848,NA,NA,1182,2794,506,4482,457,4,2,2782,7187
10452,1,2012,124182.035325,26046,184080.620336203,74145,0.0277463248102594,0.471928380675866,-0.444182055865606,1,0,0,0,0,0,NA,950.4216386393304,NA,NA,1840,5144,1393,8377,638,NA,2,3465,6704
10452,1,2013,125973.064025,26030,185808.403238866,74549,0.0334274802484242,0.464996578875946,-0.431569098627521,1,0,0,0,0,0,NA,988.5571648098348,NA,NA,2125,6325,2169,10619,591,3,1,4113,6703
10452,1,2014,137284.5936,26278,184462.969499797,74791,0.0353908625015063,0.430867203597284,-0.395476341095777,1,0,0,0,0,0,NA,1017.585889337088,NA,NA,2341,7051,2388,11780,537,2,2,4911,5991
10452,1,2015,148566.673325,26565,186257.360128617,74998,0.0350550025536155,0.424556614122881,-0.389501611569265,1,0,0,0,0,0,NA,1034.103707886317,NA,NA,2708,6898,2038,11644,729,3,1,5950,5246
10452,1,2016,167802.907891667,26838,190644.578423567,74841,0.0380653960346463,0.435688501263597,-0.39762310522895,1,0,0,0,0,0,NA,1057.6597361949475,NA,NA,2683,8519,2354,13556,1064,2,1,6964,4517
10452,1,2017,195613.411933333,26848,199010.351257253,77629,0.045895797093433,0.42539483760441,-0.379499040510977,1,0,0,0,0,0,NA,1097.0385876042908,0,445,3707,9543,2497,15747,868,6,4,8215,3995
10452,1,2018,238015.691766667,26959,207273.233815689,75702,0.0563400749235893,0.419856580306358,-0.363516505382769,1,0,0,0,0,0,NA,1128.7604881486702,0,386,3137,9442,2567,15146,1012,3,8,8915,3855
10452,1,2019,257881.063766667,27253,215236.815024538,75233,0.0477408837663234,0.423450678465826,-0.375709794699502,1,0,0,0,0,0,NA,1159.780574615639,0,369,3272,7107,4736,15115,900,4,4,10981,3489
10452,1,2020,286201.4016,27620,229646.041565639,73960,0.0480175862642162,0.459469422306117,-0.411451836041901,1,0,0,0,0,0,NA,1160.8024981897177,0,65,1948,4081,3290,9319,725,4,5,18115,2219
