zip_code,year,gross_rent_per_unit
07733,2012,NA
07733,2013,NA
07733,2014,NA
07733,2015,NA
07733,2016,NA
07733,2017,NA
07733,2018,NA
07733,2019,NA
07733,2020,NA
07733,2021,NA
07734,2011,1083.3207382900923
07734,2012,1144.4370534195305
07734,2013,1153.8081546458739
07734,2014,1113.9921494740147
07734,2015,1053.0184732824428
07734,2016,1120.7178187403995
07734,2017,1115.4111127751985
07734,2018,1142.4565582531684
07734,2019,1354.5188042430086
07734,2020,1388.5896086813548
07734,2021,1493.063965170797
07735,2011,1189.921475312314
07735,2012,1053.9103921276278
07735,2013,NA
07735,2014,1233.656122294536
07735,2015,1391.4936473504804
07735,2016,1341.952086553323
07735,2017,1349.5397210430565
07735,2018,1322.3657400450788
07735,2019,1327.6336270190895
07735,2020,1176.5211227672244
07735,2021,NA
07738,2011,774
07738,2012,798
07738,2013,396
07738,2014,397
07738,2015,395
07738,2016,371
07738,2017,392
07738,2018,538
07738,2019,420
07738,2020,559
07738,2021,809
07739,2011,2001
07739,2012,2001
07739,2013,1688
07739,2014,2001
07739,2015,2129
07739,2016,2187
07739,2017,2254
07739,2018,2308
07739,2019,2469
07739,2020,3501
07739,2021,3501
07740,2011,1207.7819975864272
07740,2012,1258.0450531877912
07740,2013,1256.6828633999453
07740,2014,1276.8351610455893
07740,2015,1270.2957831730446
07740,2016,1277.3052986837665
07740,2017,1268.0208955223882
07740,2018,1297.9763682444002
07740,2019,1297.838072453862
07740,2020,1394.5718642000406
07740,2021,1484.4426196675345
07746,2011,2001
07746,2012,2001
07746,2013,NA
07746,2014,NA
07746,2015,2561.705860805861
07746,2016,1912.2836697247706
07746,2017,NA
07746,2018,NA
07746,2019,NA
07746,2020,NA
07746,2021,NA
07747,2011,1223.8970345162859
07747,2012,1322.7534339330625
07747,2013,1307.30430603614
07747,2014,1359.746453220859
07747,2015,1404.4523262492821
07747,2016,1435.5325403732713
07747,2017,1557.830378020265
07747,2018,NA
07747,2019,1671.3156089193826
07747,2020,NA
07747,2021,1802.280589254766
07748,2011,NA
07748,2012,NA
07748,2013,NA
07748,2014,NA
07748,2015,NA
07748,2016,NA
07748,2017,NA
07748,2018,NA
07748,2019,NA
07748,2020,NA
07748,2021,NA
07750,2011,1586
07750,2012,1736
07750,2013,1743
07750,2014,1660
07750,2015,1810
07750,2016,1988
07750,2017,2372
07750,2018,2393
07750,2019,2534
07750,2020,1912
07750,2021,2055
07751,2020,NA
07751,2021,NA
07753,2011,1274.6186773547095
07753,2012,1353.8343712090577
07753,2013,1447.911604012069
07753,2014,1493.322077491081
07753,2015,1492.4286190793862
07753,2016,1499.1167250291812
07753,2017,1456.2649818900231
07753,2018,1438.6196071986194
07753,2019,1453.521487204249
07753,2020,1606.3390245516512
07753,2021,1724.4347619693476
07755,2011,2001
07755,2012,1906
07755,2013,1735
07755,2014,1750
07755,2015,1538
07755,2016,1675
07755,2017,1534
07755,2018,1463
07755,2019,1730
07755,2020,1733
07755,2021,2163
07756,2020,1271.0536864710093
07756,2021,1279.534793359237
07757,2011,718
07757,2012,497
07757,2013,492
07757,2014,575
07757,2015,1067
07757,2016,NA
07757,2017,1375
07757,2018,1250
07757,2019,NA
07757,2020,NA
07757,2021,NA
07758,2011,1810.297602739726
07758,2012,1911.5001712915382
07758,2013,2001
07758,2014,1775.9441206719232
07758,2015,2078.159273489347
07758,2016,2071.581715495941
07758,2017,2144.358630427109
07758,2018,2057.6734124214936
07758,2019,1990.4546722454672
07758,2020,2031.7858800132583
07758,2021,2107.1708839960565
07760,2011,NA
07760,2012,NA
07760,2013,NA
07760,2014,NA
07760,2015,NA
07760,2016,NA
07760,2017,NA
07760,2018,NA
07760,2019,NA
07760,2020,NA
07760,2021,NA
07762,2011,1635
07762,2012,1477
07762,2013,1465
07762,2014,1633
07762,2015,1760
07762,2016,1781
07762,2017,1797
07762,2018,1797
07762,2019,2068
07762,2020,1769.9581264839196
07762,2021,2259.220303285594
07764,2011,1219.9879891514918
07764,2012,1286.3340790454884
07764,2013,1259.385938668661
07764,2014,1133.8890838890838
07764,2015,1522.9763313609467
07764,2016,NA
07764,2017,1579.5986867516415
07764,2018,1787.1625139457046
07764,2019,2149.4279585269933
07764,2020,NA
07764,2021,NA
07801,2011,1322.6406191719507
07801,2012,1404.3497409326426
07801,2013,1457.6991572004397
07801,2014,1428.1442217643753
07801,2015,1436.258319841698
07801,2016,1498.080602302923
07801,2017,1496.8034671855653
07801,2018,1419.7448802499132
07801,2019,1612.7401071366858
07801,2020,1662.6456146291907
07801,2021,1720.2458238086865
07803,2011,1204
07803,2012,1225
07803,2013,1228
07803,2014,1034
07803,2015,1098
07803,2016,1133
07803,2017,1045
07803,2018,1179
07803,2019,1706
07803,2020,1764
07803,2021,1821
07821,2011,1287.862660944206
07821,2012,1330.2812672176308
07821,2013,1472.4142897486586
07821,2014,1545.6503653738055
07821,2015,1480.016068866571
07821,2016,1500.7527706734868
07821,2017,1692.0511811023623
07821,2018,1646.5719414526375
07821,2019,1554.984717977216
07821,2020,1736.013452914798
07821,2021,1849.9188382193267
07826,2011,1233.849315068493
07826,2012,1233.19921875
07826,2013,1264.8816140083745
07826,2014,1257.4194294525828
07826,2015,1292.9018525817896
07826,2016,1281.3519417475727
07826,2017,1491.2433293508561
07826,2018,1453.4055244195356
07826,2019,1442.1617021276595
07826,2020,1466.331675592961
07826,2021,1546.8280230326295
07827,2011,1107
07827,2012,1242
07827,2013,1238
07827,2014,1192
07827,2015,1154
07827,2016,1133
07827,2017,1002
07827,2018,1050
07827,2019,1054
07827,2020,873
07827,2021,1159
07828,2020,1475.040015171629
07828,2021,NA
07830,2020,1310
07830,2021,1301
07834,2011,1383.0199829205808
07834,2012,1659.6084317032041
07834,2013,1692.2096474953619
07834,2014,1860.4121610240863
07834,2015,1885.8509232593597
07834,2016,1889.7190972222222
07834,2017,2074.1529411764704
07834,2018,2014.1525245441794
07834,2019,1862.9808469513266
07834,2020,1820.668784029038
07834,2021,NA
07836,2011,1108.2646315380127
07836,2012,1122.9765062523684
07836,2013,1179.0861261935968
07836,2014,1211.8519134775374
07836,2015,1190.6122525214794
07836,2016,1171.2808022922636
07836,2017,1200.9815950920245
07836,2018,1260.4785865181486
07836,2019,1301.9225181598063
07836,2020,1481.5774943735935
07836,2021,1630.694527067222
07843,2011,1597.3814524741902
07843,2012,1748.0206810483153
07843,2013,1730.05403930131
07843,2014,1759.466504034528
07843,2015,1343.5654266148435
07843,2016,1332.5674342105262
07843,2017,1443.4464864864865
07843,2018,1371.487893682869
07843,2019,1451.2874336283187
07843,2020,1550.2336701551787
07843,2021,1479.0655498907502
07848,2011,1022.8472762645914
07848,2012,1349.3860487338748
07848,2013,1510.5562015503876
07848,2014,1677.8859857482184
07848,2015,1540.0366088631984
07848,2016,1565.0957760314343
07848,2017,1325.727008712488
07848,2018,1335.5209523809524
07848,2019,1269.7069701280227
07848,2020,1361.5374639769452
07848,2021,1481.30378578024
07849,2011,1282
07849,2012,1302
07849,2013,1367
07849,2014,1366
07849,2015,1438
07849,2016,1677
07849,2017,1489
07849,2018,1507
07849,2019,1551
07849,2020,1524
07849,2021,1496
07850,2011,975
07850,2012,974
07850,2013,1053
07850,2014,1156
07850,2015,1115
07850,2016,1130
07850,2017,1147
07850,2018,1179
07850,2019,1173
07850,2020,1333
07850,2021,1651
07853,2011,1488.3128482972136
07853,2012,1445.7536499154755
07853,2013,1485.775875248433
07853,2014,1567.3791151497096
07853,2015,NA
07853,2016,NA
07853,2017,NA
07853,2018,NA
07853,2019,NA
07853,2020,NA
07853,2021,NA
07856,2020,1931.8354173707335
07856,2021,2034.0771954674221
07857,2011,1110
07857,2012,1109
07857,2013,1094
07857,2014,1129
07857,2015,1132
07857,2016,1165
07857,2017,1165
07857,2018,1191
07857,2019,1166
07857,2020,1230.4512951477564
07857,2021,NA
07860,2011,1108.4592818587187
07860,2012,1130.0910695375926
07860,2013,1164.17993993994
07860,2014,1143.760351468464
07860,2015,1182.594124559342
07860,2016,1251.5680304471932
07860,2017,1288.6141193420578
07860,2018,1295.0382494426844
07860,2019,1333.5288049148023
07860,2020,1409.4939200926462
07860,2021,1384.0139142335765
07866,2011,1441.1230986911921
07866,2012,1438.5021949078139
07866,2013,NA
07866,2014,NA
07866,2015,NA
07866,2016,NA
07866,2017,NA
07866,2018,1489.9454789464855
07866,2019,1451.3250628667226
07866,2020,1494.052311435523
07866,2021,1558.6361574231598
07869,2011,1334.8465157306675
07869,2012,1486.9773082942097
07869,2013,1532.8461386138613
07869,2014,1470.961224489796
07869,2015,1466.7649769585253
07869,2016,1424.31735003425
07869,2017,1514.0302000388424
07869,2018,1567.5372743156668
07869,2019,1538.2713065424189
07869,2020,NA
07869,2021,1927.1958731756417
07871,2011,NA
07871,2012,907.4108761329305
07871,2013,NA
07871,2014,1366.956566548881
07871,2015,1402.3824515376766
07871,2016,1300.0407102641836
07871,2017,NA
07871,2018,NA
07871,2019,NA
07871,2020,NA
07871,2021,NA
07874,2011,1506.1456898000336
07874,2012,1592.3519298837014
07874,2013,1499.6816422682148
07874,2014,1547.0646280991737
07874,2015,1540.9232045115277
07874,2016,1621.6570349696274
07874,2017,NA
07874,2018,NA
07874,2019,NA
07874,2020,NA
07874,2021,1633.602838063439
07876,2011,1825
07876,2012,2001
07876,2013,2001
07876,2014,2001
07876,2015,NA
07876,2016,NA
07876,2017,NA
07876,2018,NA
07876,2019,NA
07876,2020,1856.3609644491376
07876,2021,NA
07885,2011,1480.859255481897
07885,2012,1484.637542490243
07885,2013,1476.8452277522651
07885,2014,1326.617332513829
07885,2015,1410.3406674000732
07885,2016,1391.9618329889388
07885,2017,1411.4780033840948
07885,2018,1492.1253654543327
07885,2019,1601.9795044001853
07885,2020,1786.7642653352355
07885,2021,1811.8949176637839
07901,2011,1543.6859078930856
07901,2012,1523.4680113847296
07901,2013,1532.929369856283
07901,2014,1601.6311842264424
07901,2015,1599.55754601227
07901,2016,1732.5582237239048
07901,2017,1774.584262701363
07901,2018,1784.6236626026375
07901,2019,1807.58541744432
07901,2020,1880.0345619335346
07901,2021,1992.3807641633728
07920,2011,1467.3822566239953
07920,2012,1481.4499927209201
07920,2013,1496.504620800939
07920,2014,1512.7735130383826
07920,2015,1540.7911829537104
07920,2016,1584.396748681898
07920,2017,1641.0615362020856
07920,2018,1643.4349956759872
07920,2019,1629.807476635514
07920,2020,2013.6789129927688
07920,2021,2137.8318150762925
07921,2011,1750
07921,2012,1779
07921,2013,1702
07921,2014,2001
07921,2015,2136
07921,2016,2244
07921,2017,2435
07921,2018,2605
07921,2019,2563
07921,2020,2167.043407988917
07921,2021,2092.1856232939035
07922,2011,NA
07922,2012,NA
07922,2013,NA
07922,2014,1292.5859409431469
07922,2015,1649.5544063779357
07922,2016,1456.822030237581
07922,2017,NA
07922,2018,2472.694510739857
07922,2019,2706.446474086661
07922,2020,2826.321344465853
07922,2021,2847.3640275387265
07924,2020,NA
07924,2021,NA
07927,2011,2001
07927,2012,2001
07927,2013,2001
07927,2014,2001
07927,2015,2037
07927,2016,2071
07927,2017,2127
07927,2018,2341
07927,2019,2477
07927,2020,2633
07927,2021,2790
07928,2011,1753.5776621297039
07928,2012,1734.0814094775212
07928,2013,1774.5797221075802
07928,2014,1757.0671206225682
07928,2015,1767.1337685789692
07928,2016,1802.7448206886697
07928,2017,1841.395542774982
07928,2018,1956.5677053824363
07928,2019,2187.518010291595
07928,2020,2168.207836205627
07928,2021,2127.662553191489
07930,2011,904
07930,2012,1071
07930,2013,1063
07930,2014,1117
07930,2015,1293
07930,2016,1255
07930,2017,1319
07930,2018,1475
07930,2019,1500
07930,2020,NA
07930,2021,NA
07931,2011,1292
07931,2012,1365
07931,2013,1466
07931,2014,1841
07931,2015,2000
07931,2016,2075
07931,2017,2477
07931,2018,3000
07931,2019,2167
07931,2020,2794.9386106623588
07931,2021,2762.5010427528678
07932,2011,1428.6495198902605
07932,2012,1655.8345250255363
07932,2013,1739.3335621139327
07932,2014,1716.7915811088296
07932,2015,1769.853557923685
07932,2016,2025.3059313215401
07932,2017,1931.7944090587403
07932,2018,NA
07932,2019,2156.19
07932,2020,2556.9479166666665
07932,2021,2654.1407487401007
07933,2011,1846
07933,2012,1740
07933,2013,1788
07933,2014,1716
07933,2015,1724
07933,2016,1747
07933,2017,1610
07933,2018,1729
07933,2019,1644
07933,2020,1856
07933,2021,1839
07934,2011,1500
07934,2012,1458
07934,2013,1440
07934,2014,1492
07934,2015,1423
07934,2016,1390
07934,2017,1458
07934,2018,1613
07934,2019,1526
07934,2020,1715
07934,2021,1854
07936,2011,1521.4871399176955
07936,2012,1555.4493081761007
07936,2013,1553.9412353088271
07936,2014,1578.5387280376144
07936,2015,1745.763326752221
07936,2016,1717.4792021405983
07936,2017,1805.6170266836086
07936,2018,NA
07936,2019,NA
07936,2020,NA
07936,2021,NA
07940,2011,1570.1647727272727
07940,2012,1562.4828178694158
07940,2013,1570.5310173697271
07940,2014,1552.1408893185114
07940,2015,1529.4116633858268
07940,2016,1560.3658536585365
07940,2017,1709.4782717910073
07940,2018,1829.0533763654419
07940,2019,1971.9722089123143
07940,2020,1943.9586175534334
07940,2021,2086.352539284901
07945,2011,1973.1636695334896
07945,2012,1776.1101403230077
07945,2013,1679.2101372756072
07945,2014,1681.651712237855
07945,2015,1833.0433261571582
07945,2016,1825.0747835213854
07945,2017,1906.0157687253613
07945,2018,1534.0308529945553
07945,2019,1688.387323943662
07945,2020,1580.527027027027
07945,2021,1675.543661971831
07946,2011,875
07946,2012,825
07946,2013,841
07946,2014,805
07946,2015,785
07946,2016,1255
07946,2017,898
07946,2018,950
07946,2019,950
07946,2020,1671
07946,2021,NA
07950,2011,1683.534282700422
07950,2012,1440.4894016635365
07950,2013,1565.7082235108066
07950,2014,1442.5446333687566
07950,2015,NA
07950,2016,NA
07950,2017,2671.496136424194
07950,2018,2747.658440535574
07950,2019,2814.958712022851
07950,2020,2262.1496898690557
07950,2021,2429.545254434805
07960,2011,1497.7502859321387
07960,2012,1612.839391056137
07960,2013,1591.3162245290273
07960,2014,1609.0566751821364
07960,2015,1734.8545628284758
07960,2016,1656.485588620625
07960,2017,NA
07960,2018,NA
07960,2019,1734.1722263177294
07960,2020,NA
07960,2021,NA
07974,2011,1445
07974,2012,1472
07974,2013,1633
07974,2014,1656
07974,2015,1640
07974,2016,1551
07974,2017,1692
07974,2018,1732
07974,2019,1747
07974,2020,1827.5535242738167
07974,2021,1911.3021682912274
07981,2011,1848.2225591267436
07981,2012,1911.2393502911432
07981,2013,1954.7055214723925
07981,2014,1935.019349164468
07981,2015,2127.375918598078
07981,2016,2212.546208869814
07981,2017,2147.835537665325
07981,2018,2209.3118279569894
07981,2019,2198.224852071006
07981,2020,2328.6993234100137
07981,2021,2369.428646379853
08005,2011,1419.8905241414923
08005,2012,1482.1950718685832
08005,2013,1490.4128553770086
08005,2014,1473.19362685478
08005,2015,1350.40380447869
08005,2016,1398.8939644970415
08005,2017,1414.5161586064635
08005,2018,1627.1909212283044
08005,2019,1612.4551559792028
08005,2020,NA
08005,2021,NA
08008,2011,NA
08008,2012,NA
08008,2013,NA
08008,2014,NA
08008,2015,NA
08008,2016,NA
08008,2017,NA
08008,2018,NA
08008,2019,NA
08008,2020,NA
08008,2021,NA
08050,2011,1400.656340057637
08050,2012,1478.083297429269
08050,2013,1276.0491390172197
08050,2014,1355.1416363126925
08050,2015,1519.6146451795307
08050,2016,1549.3653006618786
08050,2017,1609.7807115063924
08050,2018,1569.8016574585636
08050,2019,1591.7239831315467
08050,2020,NA
08050,2021,NA
08087,2011,NA
08087,2012,NA
08087,2013,NA
08087,2014,NA
08087,2015,NA
08087,2016,NA
08087,2017,NA
08087,2018,NA
08087,2019,NA
08087,2020,NA
08087,2021,NA
08092,2011,813.0681541582151
08092,2012,809.5221030604238
08092,2013,848.8245749613601
08092,2014,1246.326160815402
08092,2015,1434.307614978638
08092,2016,1556.0963855421687
08092,2017,1350.5739960337135
08092,2018,1472.402990562569
08092,2019,1568.7635516311013
08092,2020,1229.889614889615
08092,2021,1386.6834301743138
08501,2011,1198
08501,2012,1213
08501,2013,1184
08501,2014,1132
08501,2015,1098
08501,2016,1108
08501,2017,1127
08501,2018,1191
08501,2019,1229
08501,2020,1246
08501,2021,1370
08502,2011,1789.8336731226639
08502,2012,NA
08502,2013,NA
08502,2014,NA
08502,2015,NA
08502,2016,NA
08502,2017,NA
08502,2018,NA
08502,2019,NA
08502,2020,1793.3305249513935
08502,2021,NA
08510,2011,NA
08510,2012,2001
08510,2013,NA
08510,2014,1750
08510,2015,1132
08510,2016,NA
08510,2017,NA
08510,2018,1861
08510,2019,1795
08510,2020,1869
08510,2021,2212
08512,2011,1127.443305785124
08512,2012,1079.1192008127327
08512,2013,1333.1420511118486
08512,2014,1408.5575916230366
08512,2015,1794.8453341943816
08512,2016,1706.1959394134708
08512,2017,1663.0031387319523
08512,2018,1717.6121875
08512,2019,1892.57779886148
08512,2020,1865.1815995189418
08512,2021,1929.2831625183017
08514,2011,1267
08514,2012,1043
08514,2013,1196
08514,2014,1206
08514,2015,1402
08514,2016,1390
08514,2017,1213
08514,2018,NA
08514,2019,NA
08514,2020,NA
08514,2021,NA
08527,2011,1341.316685353175
08527,2012,1243.688663612438
08527,2013,NA
08527,2014,NA
08527,2015,1344.9874195989405
08527,2016,NA
08527,2017,NA
08527,2018,NA
08527,2019,NA
08527,2020,NA
08527,2021,1689.9523983220865
08530,2011,1110
08530,2012,1139
08530,2013,1289
08530,2014,1212
08530,2015,1211
08530,2016,1209
08530,2017,1218
08530,2018,1314
08530,2019,1328
08530,2020,1366
08530,2021,1443
08535,2011,1636
08535,2012,1842
08535,2013,1875
08535,2014,1427
08535,2015,1471
08535,2016,1375
08535,2017,1371
08535,2018,1396
08535,2019,1549
08535,2020,1949
08535,2021,2224
08536,2011,1365.5870646766168
08536,2012,1386.3586656138966
08536,2013,1417.3035027133694
08536,2014,1445.4241007537448
08536,2015,1577.69209391471
08536,2016,1614.0634423897582
08536,2017,1689.4310655659929
08536,2018,1672.6545819781902
08536,2019,1835.8613851901523
08536,2020,1826.6116700201208
08536,2021,1744.8016465632777
08551,2011,1218
08551,2012,1288
08551,2013,1354
08551,2014,1376
08551,2015,1346
08551,2016,1376
08551,2017,1696
08551,2018,1637
08551,2019,1686
08551,2020,NA
08551,2021,1819.7497563827715
08553,2011,1212
08553,2012,1143
08553,2013,1169
08553,2014,1344
08553,2015,1492
08553,2016,1938
08553,2017,1938
08553,2018,1792
08553,2019,1833
08553,2020,1700
08553,2021,1500
08558,2011,2001
08558,2012,2001
08558,2013,NA
08558,2014,NA
08558,2015,1568
08558,2016,1618
08558,2017,1679
08558,2018,2188
08558,2019,2125
08558,2020,2296
08558,2021,2136
08559,2011,1465
08559,2012,1746
08559,2013,1675
08559,2014,1629
08559,2015,1227
08559,2016,1196
08559,2017,1260
08559,2018,1246
08559,2019,1558
08559,2020,1713
08559,2021,1779
08701,2011,1433.801600673968
08701,2012,1387.7703052995391
08701,2013,1337.2159358446145
08701,2014,1301.8008532683225
08701,2015,1306.8536931818182
08701,2016,1308.2527665420132
08701,2017,1367.8575281245185
08701,2018,1449.2562779232783
08701,2019,1450.5333750195405
08701,2020,1417.3943868349866
08701,2021,1538.0880124166895
08720,2011,2001
08720,2012,2001
08720,2013,2001
08720,2014,1868
08720,2015,1833
08720,2016,1958
08720,2017,1936
08720,2018,2194
08720,2019,1881
08720,2020,1928
08720,2021,1904
08721,2011,1393.4362492263256
08721,2012,1417.1125868410297
08721,2013,1434.4756554307116
08721,2014,1529.4208396560446
08721,2015,1543.7830762987012
08721,2016,NA
08721,2017,1307.2089794263707
08721,2018,1330.7618317489523
08721,2019,1376.0345040049292
08721,2020,NA
08721,2021,NA
08722,2011,1563.909090909091
08722,2012,1372.180890052356
08722,2013,1390.5729138896295
08722,2014,1572.5418043202033
08722,2015,1572.010408733181
08722,2016,1586.3730199284619
08722,2017,1562.2244585987262
08722,2018,1669.7496852178292
08722,2019,1669.7740480961925
08722,2020,1788.1657060518733
08722,2021,1768.172744721689
08723,2011,1268.2843555014458
08723,2012,1367.8640508851254
08723,2013,NA
08723,2014,1477.8413897280966
08723,2015,1381.2298150654037
08723,2016,1412.5552151823072
08723,2017,1540.0100807946037
08723,2018,1575.6445309575504
08723,2019,NA
08723,2020,1720.0185964643758
08723,2021,NA
08724,2011,1409.770599059497
08724,2012,1394.5704656547466
08724,2013,1405.3910101993747
08724,2014,1412.7449250229522
08724,2015,NA
08724,2016,NA
08724,2017,NA
08724,2018,NA
08724,2019,NA
08724,2020,1579.795343009293
08724,2021,NA
08730,2011,1483
08730,2012,1684
08730,2013,1681
08730,2014,1625
08730,2015,1780
08730,2016,1970
08730,2017,2150
08730,2018,2138
08730,2019,2205
08730,2020,2273
08730,2021,2389
08731,2011,1140.075221238938
08731,2012,894.1021897810219
08731,2013,1292.3181693614688
08731,2014,1296.9952051145444
08731,2015,1193.4959850107066
08731,2016,1272.9439598202484
08731,2017,1253.6764783876956
08731,2018,1267.9126569037658
08731,2019,1725.6134825611662
08731,2020,NA
08731,2021,1655.1772908366534
08732,2011,1431
08732,2012,1389
08732,2013,1345
08732,2014,1411
08732,2015,1477
08732,2016,1544
08732,2017,1571
08732,2018,1615
08732,2019,1651
08732,2020,1563
08732,2021,1744
08733,2011,1802.6293216630197
08733,2012,1744.9241320188598
08733,2013,1802.326164874552
08733,2014,NA
08733,2015,NA
08733,2016,NA
08733,2017,NA
08733,2018,967.4545454545455
08733,2019,NA
08733,2020,771.2232258064516
08733,2021,NA
08734,2011,1525.3371610065967
08734,2012,1285.0824372759857
08734,2013,1238.0153301886792
08734,2014,1227.1979553903345
08734,2015,1212.889644232948
08734,2016,NA
08734,2017,1409.5752073526114
08734,2018,NA
08734,2019,1542.8232558139534
08734,2020,NA
08734,2021,1294.684347261312
08735,2011,1125.9807533681605
08735,2012,1129.6906474820144
08735,2013,1153.9247964675037
08735,2014,1244.666950596252
08735,2015,1278.9913867355729
08735,2016,1004.6026030368763
08735,2017,1055.390857804137
08735,2018,1080.7909883720931
08735,2019,1401.461923131876
08735,2020,NA
08735,2021,NA
08736,2011,1151.9078378378379
08736,2012,1190.2693362589139
08736,2013,1226.7758136924804
08736,2014,1243.8065610859728
08736,2015,1281.9947598253275
08736,2016,1306.9976176295413
08736,2017,1276.826706231454
08736,2018,1219.7424373379429
08736,2019,1201.2004114017043
08736,2020,1284.2170212765957
08736,2021,1290.7725421756836
08738,2020,1854
08738,2021,1789
08740,2011,1009
08740,2012,1169
08740,2013,1276
08740,2014,1474
08740,2015,1633
08740,2016,1611
08740,2017,1661
08740,2018,1634
08740,2019,1651
08740,2020,1529
08740,2021,1773
08741,2011,1686
08741,2012,1623
08741,2013,1653
08741,2014,1719
08741,2015,1618
08741,2016,1618
08741,2017,1170
08741,2018,1428
08741,2019,1435
08741,2020,1635
08741,2021,1350
08742,2011,1436.5047757224036
08742,2012,1412.0243213364452
08742,2013,1393.0350407592164
08742,2014,1459.0460534416943
08742,2015,1521.6424457787036
08742,2016,1550.192647409883
08742,2017,1524.9306406029204
08742,2018,1490.3975038266808
08742,2019,1590.1193637124745
08742,2020,1648.8011078871011
08742,2021,1750.5821731897381
08750,2011,1389.6928635953027
08750,2012,1457.5675182481752
08750,2013,1472.0268638696045
08750,2014,1523.7382388419783
08750,2015,1627.2745398773006
08750,2016,1548.6776734322932
08750,2017,1576.843429636533
08750,2018,1376.6108695652174
08750,2019,NA
08750,2020,NA
08750,2021,NA
08751,2011,888
08751,2012,1398
08751,2013,1413
08751,2014,1500
08751,2015,1711
08751,2016,1663
08751,2017,1548
08751,2018,1704
08751,2019,1689
08751,2020,1462.1789868667918
08751,2021,1435.36887835703
08752,2011,NA
08752,2012,NA
08752,2013,NA
08752,2014,NA
08752,2015,NA
08752,2016,NA
08752,2017,NA
08752,2018,NA
08752,2019,NA
08752,2020,NA
08752,2021,NA
08753,2011,1448.7869522064436
08753,2012,1493.0957085637995
08753,2013,1486.8019026514862
08753,2014,1536.582177610911
08753,2015,1479.5349123346662
08753,2016,NA
08753,2017,NA
08753,2018,1513.488415731628
08753,2019,NA
08753,2020,NA
08753,2021,NA
08755,2011,1251.5026079397276
08755,2012,1272.8368814729574
08755,2013,1421.3304867634502
08755,2014,1403.8582100070473
08755,2015,1306.5666898954703
08755,2016,1232.6577245838491
08755,2017,1342.7083789704272
08755,2018,1419.3479444595698
08755,2019,1419.1142465753426
08755,2020,1528.7869200258278
08755,2021,1655.778058690745
08757,2011,1248.202515386674
08757,2012,1158.5829515183805
08757,2013,NA
08757,2014,1242.8769740998105
08757,2015,NA
08757,2016,NA
08757,2017,NA
08757,2018,1429.0049211018988
08757,2019,1423.6604109367415
08757,2020,1420.940533658692
08757,2021,NA
08758,2020,1073
08758,2021,1131
08759,2011,NA
08759,2012,1052.3777145566619
08759,2013,NA
08759,2014,1189.564988730278
08759,2015,1435.2331431777798
08759,2016,1279.2590692903104
08759,2017,NA
08759,2018,1314.0536875858909
08759,2019,1180.3706023208695
08759,2020,NA
08759,2021,NA
08801,2011,1186
08801,2012,1186
08801,2013,1248
08801,2014,1333
08801,2015,1097
08801,2016,1307
08801,2017,1220
08801,2018,1170
08801,2019,1217
08801,2020,1185
08801,2021,1210
08802,2011,1008.3413214652517
08802,2012,1088.179487179487
08802,2013,1150.4567642956765
08802,2014,1224.330204492122
08802,2015,1279.3590863285187
08802,2016,1381.4222222222222
08802,2017,1356.3663268661624
08802,2018,1336.0913477002252
08802,2019,1620.4931067649889
08802,2020,1367.6190327613106
08802,2021,1448.4461839530334
08805,2011,1240.6876283367556
08805,2012,1205.7979643765902
08805,2013,1155.5969791416926
08805,2014,1202.4513739545998
08805,2015,1187.6483807005948
08805,2016,1275.9880897847
08805,2017,1345.9188832710486
08805,2018,1439.1037537887619
08805,2019,1474.4191355026712
08805,2020,1454.2562085074994
08805,2021,1502.821707016824
08807,2011,NA
08807,2012,1750.8758731489243
08807,2013,NA
08807,2014,NA
08807,2015,NA
08807,2016,NA
08807,2017,NA
08807,2018,1721.9941666073842
08807,2019,1731.5783772302464
08807,2020,1820.495341614907
08807,2021,1923.2924439037579
08809,2011,1179
08809,2012,1193
08809,2013,1204
08809,2014,1173
08809,2015,1164
08809,2016,1196
08809,2017,1250
08809,2018,1232
08809,2019,1377
08809,2020,1458
08809,2021,1486
08810,2020,1863.7054390563565
08810,2021,NA
08812,2011,1485.177771477176
08812,2012,1389.2438136826784
08812,2013,1516.6415812591508
08812,2014,1341.0847407407407
08812,2015,1313.0106350653298
08812,2016,1291.8664909288261
08812,2017,1427.1990886235071
08812,2018,1500.8623655913977
08812,2019,1571.2663471943113
08812,2020,1563.236725325172
08812,2021,1610.4561480828559
08816,2011,NA
08816,2012,NA
08816,2013,NA
08816,2014,NA
08816,2015,NA
08816,2016,NA
08816,2017,NA
08816,2018,NA
08816,2019,NA
08816,2020,NA
08816,2021,NA
08817,2011,1412.350530446156
08817,2012,1418.0045419061812
08817,2013,1438.7901129341572
08817,2014,1452.349755073478
08817,2015,1401.8163082437277
08817,2016,1389.041581597931
08817,2017,1495.7852888211664
08817,2018,1549.4315971024491
08817,2019,1584.5577705732221
08817,2020,NA
08817,2021,NA
08820,2011,1480.8621574557785
08820,2012,1463.0385921029122
08820,2013,NA
08820,2014,NA
08820,2015,NA
08820,2016,NA
08820,2017,NA
08820,2018,NA
08820,2019,1874.7286445701968
08820,2020,1791.6685588720015
08820,2021,NA
08822,2011,1492.278659611993
08822,2012,NA
08822,2013,NA
08822,2014,NA
08822,2015,1454.623013350286
08822,2016,1415.8176867784796
08822,2017,1498.9555701466404
08822,2018,NA
08822,2019,NA
