zip_code
11368
11385
11208
11373
10467
11236
11226
11207
10025
11214
11220
10314
11219
11234
11221
10456
11206
10458
11223
11235
11377
11229
11230
11233
11204
10453
10457
11355
10452
11203
10468
11218
10469
10462
11212
10029
10002
10466
11375
10463
11691
11215
11209
11213
11201
11372
10027
11210
10023
10472
11211
11434
10312
11432
10024
10032
11216
11238
10033
10009
11435
10460
10473
11225
10128
10031
11354
10306
10003
11420
10451
10016
10461
10459
10011
11205
11419
11237
11374
10028
11228
11224
11413
10040
10465
10305
11365
11357
10304
10019
11421
10034
11367
11217
11412
10455
11249
11222
11433
10021
11231
10026
11106
10301
11364
11418
11379
11378
11358
11105
10309
11101
10035
10010
11103
10022
11422
11417
10030
11369
10014
11361
10065
11414
11423
10308
10036
11102
11232
10075
10013
11429
11416
10303
10001
11104
10039
11356
11427
10310
10471
10012
11426
11370
11428
11694
11411
11436
10037
11692
11360
11362
11415
10302
10017
10470
11004
11366
11693
10307
10044
10007
10018
10005
11363
10280
10282
10004
10464
10006
10069
