zip_code,year,avg_rent
10033,2021,2183.6171062589547
10033,2022,2401.085369745166
10033,2023,2545.0982441891447
10034,2012,NA
10034,2013,NA
10034,2014,NA
10034,2015,1820.4867278543898
10034,2016,1864.4349294267515
10034,2017,1882.6367440650586
10034,2018,1950.0391644032256
10034,2019,1988.6853248550237
10034,2020,1976.3230720125066
10034,2021,1929.402700490606
10034,2022,2094.3945457207274
10034,2023,2161.2250534503246
10035,2012,NA
10035,2013,NA
10035,2014,NA
10035,2015,2270.75381508254
10035,2016,2364.640104791023
10035,2017,2451.9058270058654
10035,2018,2500.39142262872
10035,2019,2561.684880291264
10035,2020,2500.5190339662604
10035,2021,2440.0572640541504
10035,2022,2717.28231420018
10035,2023,2834.233707767001
10036,2012,3138.792070230127
10036,2013,3199.6872416309297
10036,2014,3278.2924048546156
10036,2015,3389.0137689235635
10036,2016,3389.6383352584703
10036,2017,3393.024754270468
10036,2018,3399.438583333729
10036,2019,3476.7873491110563
10036,2020,3283.8626149085458
10036,2021,3281.421085025991
10036,2022,4053.873643860213
10036,2023,4101.867348178175
10037,2012,NA
10037,2013,NA
10037,2014,NA
10037,2015,NA
10037,2016,1994.932344825536
10037,2017,2039.2235081892777
10037,2018,2102.839351215337
10037,2019,2161.157808544293
10037,2020,2116.926826500093
10037,2021,2048.2739785545614
10037,2022,2326.131800651686
10037,2023,2451.943222507743
10038,2012,NA
10038,2013,3015.4017248822747
10038,2014,3159.5482399760194
10038,2015,3387.396453867751
10038,2016,3370.7735799060097
10038,2017,3389.140939098204
10038,2018,3422.1894431478495
10038,2019,3581.757236088962
10038,2020,3342.6593391817723
10038,2021,3425.75483011329
10038,2022,4271.879289957072
10038,2023,4354.991894511648
10039,2012,NA
10039,2013,NA
10039,2014,NA
10039,2015,NA
10039,2016,NA
10039,2017,NA
10039,2018,NA
10039,2019,NA
10039,2020,2061.97163605211
10039,2021,1991.8803118141584
10039,2022,2282.1682238098983
10039,2023,2381.6546086019744
10040,2012,NA
10040,2013,1693.5767259853108
10040,2014,1706.6390143989897
10040,2015,1818.6180005948245
10040,2016,1874.2176210831299
10040,2017,1942.6032299401716
10040,2018,1992.8851363633655
10040,2019,2033.4714917420104
10040,2020,2045.2464056883732
10040,2021,1995.7564210552068
10040,2022,2227.700117407318
10040,2023,2303.471854422575
10044,2012,NA
10044,2013,NA
10044,2014,NA
10044,2015,NA
10044,2016,NA
10044,2017,NA
10044,2018,NA
10044,2019,NA
10044,2020,3329.305455333068
10044,2021,3373.0265650056513
10044,2022,4098.165762907293
10044,2023,4117.168193522726
10065,2012,2783.6697675764235
10065,2013,2891.197335319962
10065,2014,2991.3411313745573
10065,2015,3072.1807846159572
10065,2016,3123.171370518222
10065,2017,3144.1449997587906
10065,2018,3191.573303146416
10065,2019,3275.806562897029
10065,2020,3133.848511882507
10065,2021,3043.630059228605
10065,2022,3704.2593805528186
10065,2023,3810.341194934779
10069,2012,NA
10069,2013,NA
10069,2014,NA
10069,2015,NA
10069,2016,NA
10069,2017,4292.056294744895
10069,2018,4344.413524060466
10069,2019,4545.571977893185
10069,2020,4211.994765218182
10069,2021,4418.845923358007
10069,2022,5224.294969275236
10069,2023,5135.942199242208
10075,2012,2281.068856353959
10075,2013,2363.1925439847937
10075,2014,2428.3664308925986
10075,2015,2513.3613597719745
10075,2016,2565.4702641502754
10075,2017,2576.1158059105555
10075,2018,2612.224609490958
10075,2019,2697.95061143504
10075,2020,2584.2469072134227
10075,2021,2487.845576381183
10075,2022,3122.8935940694378
10075,2023,3200.5074222880703
10128,2012,2311.3016162323056
10128,2013,2429.870142723922
10128,2014,2505.843829239055
10128,2015,2607.609334166944
10128,2016,2648.4804058232316
10128,2017,2675.241858203917
10128,2018,2733.529147908785
10128,2019,2820.55984681525
10128,2020,2710.8374769146317
10128,2021,2614.5782871766114
10128,2022,3228.661766635278
10128,2023,3332.46007346285
10162,2012,NA
10162,2013,NA
10162,2014,NA
10162,2015,NA
10162,2016,NA
10162,2017,NA
10162,2018,NA
10162,2019,NA
10162,2020,NA
10162,2021,NA
10162,2022,NA
10162,2023,6295
10280,2012,NA
10280,2013,NA
10280,2014,NA
10280,2015,NA
10280,2016,3371.3295976071818
10280,2017,3329.438064228464
10280,2018,3436.4002200802042
10280,2019,3585.1107111388988
10280,2020,3373.5757116868613
10280,2021,3513.404208656958
10280,2022,4180.127461648319
10280,2023,4181.700422734768
10282,2012,NA
10282,2013,NA
10282,2014,NA
10282,2015,5150.567410249242
10282,2016,5130.571894439118
10282,2017,5208.6359956454335
10282,2018,5182.635256454504
10282,2019,5407.446426531187
10282,2020,5196.907395238214
10282,2021,5459.1147491721495
10282,2022,6869.57471954486
10282,2023,7267.151154741932
10301,2012,NA
10301,2013,NA
10301,2014,NA
10301,2015,NA
10301,2016,NA
10301,2017,NA
10301,2018,NA
10301,2019,NA
10301,2020,NA
10301,2021,NA
10301,2022,2245.488277471148
10301,2023,2362.519090766571
10303,2012,NA
10303,2013,NA
10303,2014,NA
10303,2015,NA
10303,2016,NA
10303,2017,NA
10303,2018,NA
10303,2019,NA
10303,2020,NA
10303,2021,NA
10303,2022,NA
10303,2023,2300
10304,2012,NA
10304,2013,NA
10304,2014,NA
10304,2015,NA
10304,2016,NA
10304,2017,NA
10304,2018,NA
10304,2019,NA
10304,2020,2242.4093039714326
10304,2021,2304.5735264076775
10304,2022,2442.474670364941
10304,2023,2643.9708901294985
10305,2012,NA
10305,2013,NA
10305,2014,NA
10305,2015,NA
10305,2016,NA
10305,2017,NA
10305,2018,NA
10305,2019,NA
10305,2020,NA
10305,2021,1714.6329632290167
10305,2022,1878.6094571818815
10305,2023,2292.8207225913543
10306,2012,NA
10306,2013,NA
10306,2014,NA
10306,2015,NA
10306,2016,NA
10306,2017,NA
10306,2018,NA
10306,2019,NA
10306,2020,NA
10306,2021,1660.5718632650423
10306,2022,1843.6261590266236
10306,2023,1978.5164883088135
10309,2012,NA
10309,2013,NA
10309,2014,NA
10309,2015,NA
10309,2016,NA
10309,2017,NA
10309,2018,NA
10309,2019,NA
10309,2020,NA
10309,2021,NA
10309,2022,1658.098432082465
10309,2023,1624.6422571660848
10312,2012,NA
10312,2013,NA
10312,2014,NA
10312,2015,NA
10312,2016,NA
10312,2017,NA
10312,2018,NA
10312,2019,NA
10312,2020,NA
10312,2021,1895.3213405003985
10312,2022,1979.8538570992214
10312,2023,2164.6024105908064
10314,2012,NA
10314,2013,NA
10314,2014,NA
10314,2015,NA
10314,2016,NA
10314,2017,NA
10314,2018,NA
10314,2019,NA
10314,2020,1574.4917759461862
10314,2021,1608.2563790196423
10314,2022,1834.8404701376478
10314,2023,2133.218099879766
10451,2012,NA
10451,2013,NA
10451,2014,NA
10451,2015,NA
10451,2016,NA
10451,2017,NA
10451,2018,NA
10451,2019,NA
10451,2020,NA
10451,2021,NA
10451,2022,NA
10451,2023,2635.185942351733
10452,2012,NA
10452,2013,NA
10452,2014,NA
10452,2015,NA
10452,2016,NA
10452,2017,NA
10452,2018,NA
10452,2019,NA
10452,2020,NA
10452,2021,NA
10452,2022,NA
10452,2023,2157.007805710129
10453,2012,NA
10453,2013,NA
10453,2014,NA
10453,2015,NA
10453,2016,NA
10453,2017,NA
10453,2018,NA
10453,2019,NA
10453,2020,NA
10453,2021,NA
10453,2022,1805.2485388120401
10453,2023,1902.5424629008974
10454,2012,NA
10454,2013,NA
10454,2014,NA
10454,2015,NA
10454,2016,NA
10454,2017,NA
10454,2018,NA
10454,2019,NA
10454,2020,NA
10454,2021,NA
10454,2022,2614.720861317346
10454,2023,2681.7758439757445
10455,2012,NA
10455,2013,NA
10455,2014,NA
10455,2015,NA
10455,2016,NA
10455,2017,NA
10455,2018,NA
10455,2019,NA
10455,2020,NA
10455,2021,NA
10455,2022,NA
10455,2023,2320
10456,2012,NA
10456,2013,NA
10456,2014,NA
10456,2015,NA
10456,2016,NA
10456,2017,NA
10456,2018,NA
10456,2019,NA
10456,2020,NA
10456,2021,NA
10456,2022,2152.7450158297925
10456,2023,2246.196118523421
10457,2012,NA
10457,2013,NA
10457,2014,NA
10457,2015,NA
10457,2016,NA
10457,2017,1735.2989121055753
10457,2018,1871.913750816425
10457,2019,1954.8180946203533
10457,2020,2077.949729759501
10457,2021,2105.313097392346
10457,2022,2243.6683714302276
10457,2023,2491.7783412045187
10458,2012,NA
10458,2013,NA
10458,2014,NA
10458,2015,NA
10458,2016,1559.073514659853
10458,2017,1668.0084175919314
10458,2018,1747.1701781975567
10458,2019,1784.5088354765205
10458,2020,1841.1260814385496
10458,2021,1890.709330399359
10458,2022,1984.9518570670248
10458,2023,2069.253453735099
10460,2012,NA
10460,2013,NA
10460,2014,NA
10460,2015,NA
10460,2016,NA
10460,2017,NA
10460,2018,NA
10460,2019,NA
10460,2020,NA
10460,2021,NA
10460,2022,NA
10460,2023,1948.7183975132768
10461,2012,NA
10461,2013,NA
10461,2014,NA
10461,2015,NA
10461,2016,NA
10461,2017,1689.3302180045082
10461,2018,1744.6222544479983
10461,2019,1818.8606123447028
10461,2020,1910.7860850652853
10461,2021,1956.0520436983575
10461,2022,2068.770309195069
10461,2023,2167.972339313194
10462,2012,NA
10462,2013,NA
10462,2014,NA
10462,2015,NA
10462,2016,1358.0025682798416
10462,2017,1351.5118834337147
10462,2018,1432.709293400403
10462,2019,1508.9576054859851
10462,2020,1561.589806340425
10462,2021,1613.3324046070998
10462,2022,1737.5491954081867
10462,2023,1847.1659075739713
10463,2012,NA
10463,2013,NA
10463,2014,NA
10463,2015,1889.1844994601763
10463,2016,1988.4217832098052
10463,2017,2084.4713980013717
10463,2018,2141.707899331959
10463,2019,2178.974435039953
10463,2020,2246.012824092021
10463,2021,2266.5825019146628
10463,2022,2434.458165764572
10463,2023,2515.8080647266706
10465,2012,NA
10465,2013,NA
10465,2014,NA
10465,2015,NA
10465,2016,NA
10465,2017,NA
10465,2018,NA
10465,2019,1799.6546722126877
10465,2020,1870.120538180909
10465,2021,1988.3400167382133
10465,2022,2209.046671927239
10465,2023,2407.322751287813
10466,2012,NA
10466,2013,NA
10466,2014,NA
10466,2015,NA
10466,2016,NA
10466,2017,NA
10466,2018,NA
10466,2019,NA
10466,2020,NA
10466,2021,NA
10466,2022,2156.4765135862754
10466,2023,2295.4790604710656
10467,2012,NA
10467,2013,NA
10467,2014,NA
10467,2015,NA
10467,2016,1407.7001335283476
10467,2017,1509.0296664212626
10467,2018,1619.58003547691
10467,2019,1707.5143540158617
10467,2020,1788.0822384215521
10467,2021,1820.7626069914961
10467,2022,1930.3972882736787
10467,2023,2018.868482767315
10468,2012,NA
10468,2013,NA
10468,2014,NA
10468,2015,NA
10468,2016,NA
10468,2017,NA
10468,2018,NA
10468,2019,NA
10468,2020,NA
10468,2021,NA
10468,2022,2077.3179358399575
10468,2023,2163.52899713662
10469,2012,NA
10469,2013,NA
10469,2014,NA
10469,2015,NA
10469,2016,NA
10469,2017,NA
10469,2018,NA
10469,2019,NA
10469,2020,NA
10469,2021,NA
10469,2022,2049.209174236688
10469,2023,2285.9005521828262
10471,2012,NA
10471,2013,NA
10471,2014,NA
10471,2015,NA
10471,2016,NA
10471,2017,NA
10471,2018,NA
10471,2019,NA
10471,2020,NA
10471,2021,NA
10471,2022,2123.668728613479
10471,2023,2256.570957501875
10473,2012,NA
10473,2013,NA
10473,2014,NA
10473,2015,NA
10473,2016,NA
10473,2017,NA
10473,2018,NA
10473,2019,NA
10473,2020,NA
10473,2021,NA
10473,2022,NA
10473,2023,3000
11101,2012,NA
11101,2013,NA
11101,2014,2835.5705701430898
11101,2015,2869.4076245422643
11101,2016,2938.400937990106
11101,2017,2971.8409892783834
11101,2018,2964.8091968090857
11101,2019,3139.9596883244394
11101,2020,3111.644680581625
11101,2021,3182.1291101629527
11101,2022,3640.5651969456962
11101,2023,3737.312567440494
11102,2012,NA
11102,2013,NA
11102,2014,NA
11102,2015,2257.87141017233
11102,2016,2308.605885098693
11102,2017,2377.750503081719
11102,2018,2379.268581910422
11102,2019,2426.912423366804
11102,2020,2416.983892079846
11102,2021,2361.96368233036
11102,2022,2654.6893519974265
11102,2023,2785.653438510453
11103,2012,NA
11103,2013,NA
11103,2014,1906.0320487533645
11103,2015,1928.773215757694
11103,2016,2033.9756885998752
11103,2017,2049.7184659114328
11103,2018,2059.9871969274823
11103,2019,2137.6803380175156
11103,2020,2128.4981838626827
11103,2021,2131.9499166479654
11103,2022,2403.9549299208165
11103,2023,2523.5415036734394
11104,2012,NA
11104,2013,NA
11104,2014,NA
11104,2015,NA
11104,2016,NA
11104,2017,NA
11104,2018,NA
11104,2019,NA
11104,2020,1928.309087054553
11104,2021,1887.767887891429
11104,2022,2132.136199960863
11104,2023,2334.878364292237
11105,2012,NA
11105,2013,NA
11105,2014,NA
11105,2015,NA
11105,2016,NA
11105,2017,NA
11105,2018,NA
11105,2019,NA
11105,2020,2088.3268117144694
11105,2021,2079.4983103714276
11105,2022,2329.8669198434172
11105,2023,2502.3954962014955
11106,2012,NA
11106,2013,NA
11106,2014,NA
11106,2015,1996.9286193799962
11106,2016,2091.758003518341
11106,2017,2117.2594346758565
11106,2018,2120.310692028118
11106,2019,2196.1963497203415
11106,2020,2192.0114890525465
11106,2021,2115.2668689470006
11106,2022,2385.0896278560585
11106,2023,2490.4607964452243
11109,2012,NA
11109,2013,NA
11109,2014,NA
11109,2015,NA
11109,2016,3274.285834908246
11109,2017,3244.0663573009124
11109,2018,3214.84429489321
11109,2019,3427.464040308528
11109,2020,3402.415145505902
11109,2021,3541.836245513167
11109,2022,4195.992911274645
11109,2023,4284.3724635010285
11201,2012,NA
11201,2013,2965.6583581733585
11201,2014,3085.550078391475
11201,2015,3176.626447968623
11201,2016,3232.8806244398484
11201,2017,3236.8821837712117
11201,2018,3295.5287093834804
11201,2019,3429.726573343652
11201,2020,3342.442736208728
11201,2021,3452.9341145969274
11201,2022,4013.20155879766
11201,2023,4164.089372743417
11203,2012,NA
11203,2013,NA
11203,2014,NA
11203,2015,NA
11203,2016,NA
11203,2017,NA
11203,2018,NA
11203,2019,NA
11203,2020,NA
11203,2021,2244.998993146727
11203,2022,2528.7446068882487
11203,2023,2652.610057556144
11204,2012,NA
11204,2013,NA
11204,2014,NA
11204,2015,NA
11204,2016,NA
11204,2017,NA
11204,2018,NA
11204,2019,NA
11204,2020,NA
11204,2021,NA
11204,2022,NA
11204,2023,1911.9461214377088
11205,2012,NA
11205,2013,NA
11205,2014,2392.79960352298
11205,2015,2488.035377265243
11205,2016,2560.1232429482075
11205,2017,2593.0367959795512
11205,2018,2680.8884739762507
11205,2019,2826.4345877915457
11205,2020,2800.7811003069164
11205,2021,2816.432591303177
11205,2022,3370.7152011854946
11205,2023,3449.2443381484322
11206,2012,NA
11206,2013,NA
11206,2014,2540.087611628773
11206,2015,2703.908997621538
11206,2016,2772.7980215613084
11206,2017,2776.1653380350876
11206,2018,2784.354369853406
11206,2019,2856.4472058890606
11206,2020,2812.195363489373
11206,2021,2811.4378404881318
11206,2022,3416.280226138192
11206,2023,3526.1613384144644
11207,2012,NA
11207,2013,NA
11207,2014,1841.7717392682791
11207,2015,1999.0834839897664
11207,2016,2189.6020341161106
11207,2017,2222.204014323167
11207,2018,2295.0490495994854
11207,2019,2400.8066914246847
11207,2020,2410.5029836104745
11207,2021,2359.5077185802957
11207,2022,2795.1558631741377
11207,2023,2870.4033949541663
11208,2012,NA
11208,2013,NA
11208,2014,NA
11208,2015,NA
11208,2016,NA
11208,2017,NA
11208,2018,NA
11208,2019,NA
11208,2020,1955.4658162477074
11208,2021,2044.4758860561944
11208,2022,2353.2007773213463
11208,2023,2533.6748429655127
11209,2012,NA
11209,2013,NA
11209,2014,1521.2032783741308
11209,2015,1669.7014594577447
11209,2016,1753.0887355180896
11209,2017,1792.6705278935501
11209,2018,1828.2630677669251
11209,2019,1887.975211417139
11209,2020,1904.507333572182
11209,2021,1916.3371157665201
11209,2022,2024.424367570529
11209,2023,2184.947506661791
11210,2012,NA
11210,2013,NA
11210,2014,NA
11210,2015,NA
11210,2016,NA
11210,2017,2152.9095537417425
11210,2018,2187.626536917262
11210,2019,2272.0089732635233
11210,2020,2287.440676465211
11210,2021,2252.120177621915
11210,2022,2535.183660334286
11210,2023,2665.6827753448497
11211,2012,NA
11211,2013,2918.9683493696184
11211,2014,2931.1286376954536
11211,2015,3082.972262696454
11211,2016,3095.803926836099
11211,2017,3082.7905736228013
11211,2018,3051.526148857182
11211,2019,3204.1058139054585
11211,2020,3174.3390579611437
11211,2021,3242.99411852314
11211,2022,3923.5669597283963
11211,2023,4001.4078226921843
11212,2012,NA
11212,2013,NA
11212,2014,NA
11212,2015,NA
11212,2016,NA
11212,2017,NA
11212,2018,NA
11212,2019,NA
11212,2020,NA
11212,2021,NA
11212,2022,2137.367669216803
11212,2023,2364.516319627419
11213,2012,NA
11213,2013,NA
11213,2014,2011.181401103384
11213,2015,2126.935120404243
11213,2016,2253.696224155481
11213,2017,2299.3174439465347
11213,2018,2368.1140086200776
11213,2019,2432.021775621475
11213,2020,2410.574346727201
11213,2021,2360.5051144812433
11213,2022,2697.873681388936
11213,2023,2770.6891321997273
11214,2012,NA
11214,2013,NA
11214,2014,NA
11214,2015,NA
11214,2016,NA
11214,2017,NA
11214,2018,NA
11214,2019,1685.7641122926102
11214,2020,1715.4477345042224
11214,2021,1751.0611384279014
11214,2022,1918.5917400263895
11214,2023,2048.6371154815133
11215,2012,NA
11215,2013,2459.268773966414
11215,2014,2505.047008518444
11215,2015,2632.515496857727
11215,2016,2659.0058228630132
11215,2017,2688.574114171407
11215,2018,2767.244156916992
11215,2019,2860.536034547959
11215,2020,2848.36736148885
11215,2021,2857.1754181671035
11215,2022,3373.0888317980675
11215,2023,3511.427954247538
11216,2012,NA
11216,2013,1950.3992715667155
