ZCTA5CE10,AFFGEOID10,GEOID10,ALAND10,AWATER10,GEOID
"18355",8600000US18355,"18355","18467342","136552","42089300407"
"18355",8600000US18355,"18355","18467342","136552","42089300314"
"18355",8600000US18355,"18355","18467342","136552","42089300404"
"18355",8600000US18355,"18355","18467342","136552","42089300401"
"18355",8600000US18355,"18355","18467342","136552","42089300311"
"18250",8600000US18250,"18250","22510424","1071180","42025020400"
"18250",8600000US18250,"18250","22510424","1071180","42025020102"
"18250",8600000US18250,"18250","22510424","1071180","42025020302"
"18250",8600000US18250,"18250","22510424","1071180","42025020501"
"18250",8600000US18250,"18250","22510424","1071180","42025020301"
"18250",8600000US18250,"18250","22510424","1071180","42107002700"
"18250",8600000US18250,"18250","22510424","1071180","42107002900"
"18250",8600000US18250,"18250","22510424","1071180","42107002800"
